Player,Age,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,MPG,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,Cluster,pca1,pca2,Cluster Name
2022-2023 Alex Caruso,28,67,-1.5221297705701988,-1.5793393829698703,-0.1837810432792258,-0.4991645369484062,-0.5761148046774502,0.3471432978186106,-1.1762249789956385,-1.2690597404375945,0.2267307180394242,0.1557598265097571,-0.6570386752711629,-0.714752696900931,0.4056755008515496,-0.5969212945408611,-0.6789563129341016,-0.7048383371060694,0.4207222874113218,2.363852479310125,0.4397107362530508,-0.155824129827565,0.5939427619757216,-1.3665454755326911,0.0446511695170222,-1.5352695005062866,0.1687543277271488,0.600734650982335,0.1474726208343423,0.3474387553292187,0.5303031525629346,1.9933831776001427,0.3474359169879399,1.7748229794827528,-0.2972884470165544,-0.4889674672825597,-0.4937707198786941,2.1292952601940263,-0.4841534228547845,-0.5626119960190291,17,-1.040179087215228,-2.344273594167231,Rebounding Specialists
2022-2023 Alperen Şengün,20,75,0.8435604013107989,0.212665241700985,1.0968727470633224,-1.3933210581881237,-1.4911230952167416,0.0787135725524763,1.5438447868808505,1.49608490470295,0.4130975787044481,0.3803054914079963,0.734435829698773,0.9375439791884034,-0.4027999275253066,1.8166366332311652,1.1978148973766796,1.570544748404707,0.6068926836162369,0.0701264945037607,0.674103479741412,1.654391206099961,1.2839213372141705,0.5241113113667552,0.3467984616892038,0.5495362885877714,0.8102685428585665,-1.6051539596611706,0.9311364668807622,0.5160519671979565,-0.4800086770029713,0.3189064173530597,0.524481632588009,0.603318715722752,1.226531101272115,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,20,5.136467980364376,1.119306270468555,Undersized Scorers
2022-2023 Amir Coffey,25,50,-1.3617439962053852,-1.0616491580649563,-1.085465854846938,-1.0494147038651556,-1.0067069414018226,-0.4235097843970656,-0.7164948777207387,-0.3770775968438707,-1.4638829465647338,-1.8811901336385708,0.3368716854216484,0.3330451952532811,0.1448769755686928,-0.5969212945408611,-1.4449853783670736,-1.1851969884916775,-0.2494911389263723,-1.732086779272669,-0.7322529811887543,-0.918020060744418,-0.1727000994003333,-1.094405483478983,-0.6603591788847348,1.331338459498043,-1.129250629249233,-0.6529374010536704,1.4852422166105543,-1.220664115050042,0.6581260054938438,0.4561586108159354,-1.2206832783269468,-1.6420644564839164,0.7956579876180776,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,2.0654609733079115,-0.5626119960190291,24,-2.4865200166387718,-1.8134160894816684,Low-Usage Role Players
2022-2023 Andre Drummond,29,67,0.6831746269459854,-0.2054691707222148,1.789471225513883,-1.6684461416464984,-1.7871551892147477,-2.804741218209549,1.5821556286537584,1.2507898152146757,0.9855100793184548,1.0379035100385592,0.3368716854216484,1.2599433306204686,-1.9588977950463504,3.288318296506791,4.223629705836919,4.199876313883827,-1.1058749614689816,1.7085021979368784,0.5569071079972314,1.654391206099961,1.97389991245262,0.2519713193130466,-0.1567803585977654,-3.09887384232683,-1.1089674592119896,-1.89225442959308,1.7148003129271827,0.6172198943191993,-1.5741722980915536,-1.479097317010611,0.6172198645689961,1.481946913542752,0.7220942852869003,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,20,9.039552830013395,-1.2662022656786334,Undersized Scorers
2022-2023 Andrew Nembhard,23,75,-0.5197186807901152,-0.4045807956856432,-0.3667315847567327,-0.2240394534900315,-0.2262586935888977,0.2259169702790658,-0.3716973017645641,-0.2655798288946552,-0.4654890501449558,-0.4697602399924855,-1.0049073015136472,-1.0774519672620042,0.2491963856818355,-0.8912576271959861,-1.0619708456505876,-1.0840688513578651,1.090935713749016,0.0701264945037607,-0.8494493529329348,0.3205483269954682,-0.0193715271251226,-0.7076802316131872,-0.6603591788847348,1.331338459498043,0.6561400356569558,-0.0021763358746754,-1.166549585667736,-0.6979631582569547,0.7245938890179164,1.5953518165578031,-0.6979768798886505,-0.6658109033505825,-0.7071433600045415,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,2,-3.1544306388980683,-0.4142627889663797,Glue Guys
2022-2023 Andrew Wiggins,27,37,0.8435604013107989,0.8498224415839556,0.0514410814775681,0.7388983386142793,0.5541895542240272,0.6242320464804271,0.3945195336936016,0.4926049931600101,-0.1193791660527657,0.2519936828947176,-0.7067341933058036,-0.4729531833268821,-1.3069014818392095,0.0506186373004142,-0.6023534063908044,-0.3761718914211791,-0.5473637728542364,0.3978016351903842,0.0881216210205095,-0.6321965866505982,0.0572927590124832,0.5670807837962881,-0.1567803585977654,-0.2322658823225003,1.1893987269849466,0.0743837894405005,-0.8261703394051494,-0.1246782379032475,-0.1967532349080767,-0.8340120077350955,-0.1162552429169993,0.3104426497827519,0.8692216899492547,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,2.0654609733079115,-0.5626119960190291,24,-0.3360273033562928,0.3779850779200152,Low-Usage Role Players
2022-2023 Anfernee Simons,23,62,1.084139062858019,1.3276903414961836,-0.2883242098378012,1.6330548598539965,1.549933870399138,0.4597106019624735,0.1263436412832435,0.2027107964920501,-0.1460030032906265,0.1076428983172769,0.2374806493523675,-0.0296540751077923,1.1532979399957384,-1.1267266933200863,-1.291779565280479,-1.3368891941923962,0.3090200496883729,-1.076736497899422,-0.8494493529329348,0.3205483269954682,-0.7093501023635714,1.1686533978097482,-0.1567803585977654,2.113140630408315,1.5259578391145543,0.6198746823111291,-0.5649490573896759,0.1956868646473545,-0.0157560751579092,-0.2026519178058674,0.2041131948355048,-1.349188390543916,-1.3692166809851358,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,21,-2.999327306303227,3.442633076553772,Facilitating Forwards
2022-2023 Anthony Davis,29,56,2.28703237059412,1.4272461539778978,1.22755170526154,-1.3245397873235298,-1.3565630524903751,-0.5793722055193374,2.9230350907055485,2.7225603521443205,0.6660240324641254,0.5086172999212769,2.7719520691190365,2.7913402499227784,0.1970366806252641,1.5223003005760405,2.308557042254489,2.177313571207581,-0.4356615351312873,-0.0937110758395512,2.080459940671578,0.4158228183600749,-0.4026929578131495,2.142628106212493,0.9510930460335668,-1.7958702241430438,1.406145625406187,-1.5955839439967736,1.722716109351894,0.971307639243549,-0.7653092847447605,-1.0947911753145594,0.9713112957691322,1.6771976241694189,0.4068212752961415,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,19,7.833357725110787,4.220556201138022,Defensive Wings
2022-2023 Anthony Edwards,21,79,1.6053928295436628,1.805558241408412,-0.1315094599999381,0.8076796094788731,0.769485622586213,0.3904384147970194,1.1224255273788593,1.3845871367537346,-0.3456817825745823,-0.2131366229659244,1.0823044559412571,1.21964341169146,-0.0463752763054022,-0.8912576271959861,0.125374205770519,-0.30032578857082,0.3834882081703389,0.8893143462203197,-0.0290747507236711,1.654391206099961,-0.7860143885011769,1.6269944370580989,-0.8617907069995225,-0.4928666059592576,1.6390483046129058,-0.1552965865050271,0.2582937707803008,-0.1415395590901194,-0.6231702722855894,-0.4497058660390438,-0.1415474880027223,0.5056933604094186,-1.4427803833163129,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,21,-0.1530344533235268,4.654693899056876,Facilitating Forwards
2022-2023 Anthony Gill,30,59,-0.9206831167021484,-1.2806719455247275,0.9008543097659936,-1.4621023290527173,-1.2220030097640089,-1.6097959896054668,-0.0652105675812979,-0.4216767040235568,1.478051068218879,0.1878377786380773,0.3368716854216484,0.4539449520403055,-0.263707380707783,0.3449549699555395,-0.6789563129341016,-0.30032578857082,-0.8080023275411174,-1.732086779272669,-0.1462711224678516,-1.2991180262028443,1.053928478801354,-0.8509118063782968,1.2532403382057486,1.0707377358612855,-1.3561391126890947,-0.8874027848313966,2.078926948463903,0.566635930758578,0.2746574467011163,-0.2712780145373054,0.558204626035641,-1.1539376799172494,1.426204007599596,-0.4889674672825597,2.025231468252456,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,11,2.2234775490107848,-2.4986919860282177,Slashing Wings
