Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
32,LeBron James,39,LAL,PF,71,71,2504,13,24.1,0.54,2.8,6.9,0.41,10.2,17.2,0.592,0.599,5.8,7.7,0.75,1.2,8.7,9.8,11.2,1.7,0.7,4.7,1.5,34.6,120,114,CPOY-10ASNBA3,jamesle01
33,Paul George,33,LAC,PF,74,74,2502,11.5,24.4,0.471,4.8,11.6,0.413,6.7,12.8,0.523,0.569,5.2,5.7,0.907,0.7,6.9,7.7,5.2,2.2,0.7,3,4,33,119,114,AS,georgpa01
34,Dennis Schröder,30,2TM,PG,80,58,2486,7.9,18.2,0.435,2.7,7.2,0.375,5.2,11,0.474,0.509,3.5,4.2,0.836,0.8,4,4.7,9.6,1.2,0.3,3,3.2,22,114,121,,schrode01
35,Dennis Schröder,30,TOR,PG,51,33,1559,7.7,17.3,0.442,2.4,6.8,0.35,5.3,10.5,0.501,0.511,3.9,4.6,0.852,0.7,3.7,4.3,9.7,1.4,0.2,2.6,3.3,21.6,117,122,,schrode01
36,Dennis Schröder,30,BRK,PG,29,25,927,8.3,19.7,0.424,3.3,7.9,0.412,5.1,11.8,0.432,0.507,2.7,3.4,0.797,0.9,4.5,5.4,9.3,0.9,0.5,3.7,3.2,22.7,109,120,,schrode01
37,D'Angelo Russell,27,LAL,PG,76,69,2484,9.4,20.7,0.456,4.3,10.4,0.415,5.1,10.2,0.497,0.56,3,3.7,0.828,0.5,4,4.5,9.2,1.3,0.7,3,3,26.2,116,118,,russeda01
38,James Harden,34,LAC,PG,72,72,2470,7,16.4,0.428,3.7,9.8,0.381,3.3,6.7,0.497,0.541,6,6.9,0.878,0.7,6.7,7.4,12.3,1.5,1.1,3.7,2.5,23.8,125,116,,hardeja01
39,Devin Booker,27,PHO,PG,68,68,2447,12.8,26,0.492,3,8.3,0.364,9.8,17.7,0.552,0.55,8.1,9.1,0.886,1.1,5,6.1,9.4,1.2,0.6,3.6,4.1,36.7,124,117,ASNBA3,bookede01
40,Jarrett Allen,25,CLE,C,77,77,2442,10.5,16.6,0.634,0,0.1,0,10.5,16.4,0.638,0.634,4.7,6.4,0.742,4.9,11.5,16.4,4.2,1.1,1.6,2.4,3,25.7,131,110,DPOY-10,allenja01
41,Jabari Smith Jr.,20,HOU,PF,76,76,2424,7.6,16.7,0.454,2.8,7.6,0.363,4.8,9.1,0.53,0.537,3,3.7,0.811,2.8,9.5,12.3,2.4,1,1.2,1.8,4,20.9,116,113,,smithja05
42,Stephen Curry,35,GSW,PG,74,74,2421,13,28.9,0.45,7.1,17.5,0.408,5.9,11.4,0.515,0.573,6,6.5,0.923,0.7,5.9,6.6,7.6,1.1,0.6,4.2,2.3,39.1,119,117,CPOY-1ASNBA3,curryst01
43,Bam Adebayo,26,MIA,C,71,71,2416,10.9,21,0.521,0.3,0.9,0.357,10.6,20.1,0.528,0.529,6,8,0.755,3.3,11.9,15.2,5.7,1.7,1.4,3.3,3.3,28.2,115,109,DPOY-3AS,adebaba01
44,Chet Holmgren,21,OKC,C,82,82,2413,10.1,19,0.53,2.6,7,0.37,7.5,12,0.623,0.598,4.3,5.5,0.793,2.6,10.3,12.9,4,1.1,3.8,2.6,3.9,27,122,108,ROY-2,holmgch01
45,Brook Lopez,35,MIL,C,79,79,2411,7.3,15,0.485,2.9,8.1,0.366,4.3,7,0.621,0.583,2.2,2.7,0.821,2.3,5.8,8.2,2.5,0.9,3.8,1.6,3.8,19.7,121,114,,lopezbr01
46,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,5.6,12.1,0.46,2.6,6.4,0.406,3,5.8,0.52,0.566,2.1,2.3,0.894,0.6,3.1,3.8,3.8,2,0.9,1.5,3.1,15.8,119,115,,caldwke01
47,Bogdan Bogdanović,31,ATL,SG,79,33,2401,9.4,22,0.428,4.8,12.8,0.374,4.6,9.2,0.503,0.537,3,3.3,0.921,1.1,4.4,5.4,4.9,1.9,0.5,2.2,3.6,26.6,116,120,6MOY-5,bogdabo01
48,Brandon Miller,21,CHO,SF,74,68,2383,9.9,22.4,0.44,3.8,10.2,0.373,6,12.2,0.495,0.524,3,3.6,0.827,1.2,5.3,6.5,3.6,1.4,0.9,2.7,3.8,26.5,105,121,ROY-3,millebr02
49,Harrison Barnes,31,SAC,PF,82,82,2381,7.1,14.9,0.474,3,7.9,0.387,4,7.1,0.571,0.576,3.2,4,0.801,1.4,3.7,5.1,2,1.1,0.2,1.2,2,20.4,122,119,,barneha02
50,Derrick White,29,BOS,SG,73,73,2381,8,17.4,0.461,4.1,10.3,0.396,4,7.1,0.555,0.578,2.8,3.2,0.901,1.1,5.4,6.4,7.8,1.5,1.8,2.3,3.2,23,126,112,DPOY-8,whitede01
51,Tobias Harris,31,PHI,PF,70,70,2368,9.6,19.8,0.487,1.9,5.4,0.353,7.7,14.4,0.537,0.535,3.9,4.4,0.878,1.7,7.8,9.4,4.5,1.5,1,1.9,2.4,25,118,114,,harrito02
52,Donte DiVincenzo,27,NYK,SG,81,63,2360,9.5,21.5,0.443,6,15.1,0.401,3.5,6.4,0.542,0.584,1.8,2.4,0.754,1.3,5,6.3,4.6,2.3,0.8,2.4,3.5,26.9,120,113,,divindo01
53,Jordan Poole,24,WAS,SG,78,66,2346,9.8,23.6,0.413,3.7,11.2,0.326,6.1,12.4,0.492,0.491,3.8,4.4,0.877,0.6,3.6,4.2,6.8,1.7,0.5,3.7,4.9,27,102,121,,poolejo01
54,Jaylen Brown,27,BOS,SF,70,70,2343,13.2,26.5,0.499,3.1,8.6,0.354,10.2,17.8,0.57,0.557,4.4,6.3,0.703,1.8,6.4,8.2,5.3,1.8,0.8,3.5,3.9,34,113,112,AS,brownja02
55,Malik Beasley,27,MIL,SG,79,77,2337,6.6,14.8,0.443,4.6,11.1,0.413,2,3.7,0.533,0.598,0.5,0.7,0.714,0.8,5.1,6,2.2,1.2,0.2,1.1,3.2,18.3,117,118,,beaslma01
56,Franz Wagner,22,ORL,SF,72,72,2337,11.2,23.2,0.482,2,7.1,0.281,9.2,16.1,0.57,0.525,5.7,6.8,0.85,1.5,6.5,8.1,5.7,1.6,0.6,2.9,3.6,30.1,116,112,,wagnefr01
57,Kawhi Leonard,32,LAC,SF,68,68,2330,12.9,24.6,0.525,3,7.1,0.417,10,17.5,0.569,0.585,5.4,6.1,0.885,1.8,7,8.8,5.2,2.4,1.3,2.5,2.1,34.2,124,114,ASNBA2,leonaka01
58,Herbert Jones,25,NOP,SF,76,76,2321,6.2,12.4,0.498,2.4,5.8,0.418,3.8,6.7,0.568,0.595,2.9,3.3,0.867,1.6,4.2,5.7,4.2,2.2,1.3,2,4.7,17.7,124,113,DPOY-5,joneshe01
59,Aaron Gordon,28,DEN,PF,73,73,2297,8.6,15.5,0.556,0.9,3,0.29,7.7,12.5,0.619,0.584,3.8,5.8,0.658,3.8,6.4,10.2,5.6,1.2,1,2.3,3.1,21.9,125,114,,gordoaa01
60,Klay Thompson,33,GSW,SF,77,63,2284,10.4,24,0.432,5.7,14.7,0.387,4.7,9.3,0.503,0.551,2.7,2.9,0.927,0.7,4.6,5.4,3.7,1.1,0.7,2.5,2.7,29.1,113,118,,thompkl01
61,Kyle Kuzma,28,WAS,PF,70,70,2281,12.5,26.9,0.463,3.1,9.2,0.336,9.4,17.7,0.53,0.521,3.8,4.9,0.775,1.3,8.2,9.5,6.1,0.8,1,3.9,3.1,31.8,103,120,,kuzmaky01
62,Jrue Holiday,33,BOS,PG,69,69,2263,7.2,15,0.48,3,7,0.429,4.2,8,0.526,0.581,1.3,1.6,0.833,1.8,6.3,8.1,7.3,1.3,1.2,2.7,2.4,18.8,121,113,DPOY-6,holidjr01
63,Deni Avdija,23,WAS,SF,75,75,2257,8.4,16.6,0.506,1.8,4.9,0.374,6.6,11.8,0.56,0.56,4.2,5.7,0.74,1.7,9.4,11.2,5.9,1.2,0.7,3.3,3.8,22.8,112,119,,avdijde01
64,Devin Vassell,23,SAS,SG,68,62,2248,10.5,22.3,0.472,3.5,9.4,0.372,7,12.9,0.544,0.55,3.4,4.2,0.801,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,113,118,,vassede01
65,Luguentz Dort,24,OKC,SF,79,79,2246,6.2,14.1,0.438,3.3,8.5,0.394,2.8,5.6,0.506,0.557,2.7,3.3,0.826,1.6,4.5,6.1,2.4,1.5,1,1.6,4.9,18.4,117,114,,dortlu01
66,Max Strus,27,CLE,SF,70,70,2239,6.7,16.1,0.418,3.7,10.6,0.351,3,5.5,0.546,0.533,1.7,2.1,0.794,1.5,6,7.5,6.2,1.4,0.6,2.5,3.8,18.8,112,114,,strusma01
67,Dillon Brooks,28,HOU,SF,72,72,2227,7.2,16.7,0.428,2.9,8.1,0.359,4.3,8.7,0.492,0.515,2.7,3.2,0.844,1.2,4.2,5.4,2.6,1.4,0.2,1.9,5.2,19.9,109,116,,brookdi01
68,Tyrese Haliburton,23,IND,PG,69,68,2224,10.6,22.2,0.477,4.1,11.3,0.364,6.5,10.9,0.595,0.57,4.1,4.8,0.855,0.7,5,5.7,16,1.8,1,3.4,1.6,29.5,129,119,ASNBA3,halibty01
69,Jalen Williams,22,OKC,PF,71,71,2223,11.6,21.5,0.54,2.2,5.2,0.427,9.4,16.3,0.576,0.592,3.9,4.8,0.814,0.8,5.3,6.1,7,1.7,1,2.7,3.8,29.3,122,114,CPOY-12,willija06
70,P.J. Washington,25,2TM,PF,73,45,2221,7.8,17.8,0.436,2.9,9.1,0.32,4.9,8.7,0.558,0.518,2.2,3.2,0.683,1.9,7.2,9,3.1,1.6,1.3,2.1,3.7,20.6,106,117,,washipj01
71,P.J. Washington,25,CHO,PF,44,17,1286,8.7,19.5,0.446,3,9.4,0.324,5.7,10.2,0.558,0.524,2.6,3.6,0.713,2,6.9,8.9,3.7,1.5,1.2,2.5,4.3,23,106,119,,washipj01
72,P.J. Washington,25,DAL,PF,29,28,935,6.5,15.5,0.421,2.7,8.7,0.314,3.8,6.8,0.556,0.508,1.6,2.6,0.627,1.6,7.5,9.2,2.3,1.7,1.4,1.5,2.9,17.4,106,114,,washipj01
73,Jaden Ivey,21,DET,SG,77,61,2217,9,21.1,0.429,2.7,8,0.336,6.4,13.1,0.485,0.492,4.9,6.6,0.749,1.9,3.9,5.7,6.4,1.2,0.9,4.1,4.4,25.7,104,121,,iveyja01
74,Ayo Dosunmu,24,CHI,SG,76,37,2212,8.1,16.2,0.501,2.7,6.6,0.403,5.4,9.6,0.568,0.583,1.9,2.4,0.81,1.2,3.7,4.9,5.5,1.5,0.8,2.3,3.7,20.8,118,119,,dosunay01
75,Zion Williamson,23,NOP,PF,70,70,2207,13.9,24.3,0.57,0.1,0.4,0.333,13.7,23.9,0.574,0.573,7.7,11,0.702,2.7,6.3,9,7.8,1.7,1,4.3,3.5,35.6,119,113,,willizi01
76,Mike Conley,36,MIN,PG,76,76,2193,6.6,14.5,0.457,4,9.1,0.442,2.6,5.4,0.481,0.595,2.3,2.5,0.911,0.8,4.1,4.9,10.1,2,0.4,2.3,2.9,19.6,129,111,,conlemi01
77,Jeremy Sochan,20,SAS,PF,74,73,2193,7.4,16.8,0.438,1.5,4.9,0.308,5.8,11.9,0.492,0.483,2.4,3.1,0.771,3,7.3,10.3,5.4,1.3,0.9,3,3.6,18.6,104,117,,sochaje01
78,Buddy Hield,31,2TM,SF,84,42,2160,8.2,18.9,0.436,4.9,12.6,0.386,3.4,6.3,0.539,0.565,1.2,1.3,0.881,1.4,4.6,6,5.2,1.6,0.9,2.3,3.8,22.5,114,118,,hieldbu01
79,Buddy Hield,31,IND,SF,52,28,1336,8.1,18.3,0.443,4.8,12.6,0.384,3.2,5.6,0.575,0.575,1,1.2,0.848,1.2,4.7,5.9,4.9,1.5,1.1,2.2,3.6,22,115,119,,hieldbu01
80,Buddy Hield,31,PHI,SG,32,14,824,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,0.55,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,114,116,,hieldbu01
81,CJ McCollum,32,NOP,PG,66,66,2159,11,24,0.459,5.4,12.6,0.429,5.6,11.3,0.492,0.572,2.6,3.2,0.827,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30,118,114,,mccolcj01
82,Spencer Dinwiddie,30,2TM,PG,76,52,2152,5.7,14.5,0.392,2.8,8.4,0.337,2.9,6.2,0.467,0.489,3.8,4.8,0.805,0.7,4,4.7,8.1,1.2,0.5,2.1,3.1,18.1,117,119,,dinwisp01
83,Spencer Dinwiddie,30,BRK,PG,48,48,1474,6.6,16.8,0.391,3,9.3,0.32,3.6,7.4,0.48,0.48,4.2,5.4,0.781,0.9,4.4,5.3,9.7,1.3,0.3,2.1,2.9,20.3,118,119,,dinwisp01
84,Spencer Dinwiddie,30,LAL,PG,28,4,678,3.9,9.9,0.397,2.5,6.3,0.389,1.5,3.6,0.412,0.521,3.1,3.5,0.88,0.3,3,3.3,4.8,0.9,0.9,2,3.6,13.4,113,119,,dinwisp01
85,Tre Jones,24,SAS,PG,77,48,2138,6.7,13.3,0.505,1.4,4.2,0.335,5.3,9.1,0.584,0.558,2.2,2.6,0.856,1.3,5.1,6.4,10.6,1.7,0.2,2.6,2,17.1,123,118,,jonestr01
86,Grant Williams,25,2TM,PF,76,43,2130,6.3,13.8,0.456,2.9,7.7,0.375,3.4,6.1,0.558,0.56,2.4,3.2,0.757,2,5.3,7.2,4,1,0.9,2.5,5.2,17.9,113,119,,willigr01
87,Grant Williams,25,DAL,PF,47,33,1242,5.1,12.2,0.413,3.1,8.1,0.376,2,4.1,0.486,0.538,1.6,2.1,0.745,1.8,4.8,6.5,3.1,0.9,1,2,5.3,14.8,110,118,,willigr01
88,Grant Williams,25,CHO,PF,29,10,888,8.1,16,0.503,2.6,7,0.373,5.4,9,0.605,0.585,3.6,4.7,0.765,2.2,6.1,8.3,5.2,1.1,0.7,3.1,4.9,22.3,116,121,,willigr01
89,Jaren Jackson Jr.,24,MEM,C,66,66,2124,11.9,26.7,0.444,2.7,8.4,0.32,9.2,18.3,0.501,0.494,7.8,9.6,0.808,2,6.4,8.4,3.5,1.8,2.4,3.7,5.4,34.2,107,113,,jacksja02
90,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,8.9,22.1,0.402,4.8,13.5,0.353,4.1,8.6,0.478,0.51,3.3,3.8,0.852,0.5,5.3,5.7,3.1,1,0.1,1.6,2.4,25.8,109,119,6MOY-9,hardati02
91,Nic Claxton,24,BRK,C,71,71,2116,8.6,13.6,0.629,0,0.1,0.2,8.5,13.5,0.633,0.63,2.5,4.6,0.551,4.5,12,16.5,3.4,1.1,3.4,2.2,4.1,19.7,124,111,,claxtni01
92,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,8.1,16.5,0.489,1.5,4.8,0.322,6.5,11.7,0.558,0.536,3.4,4.1,0.811,1.9,4.8,6.7,4.6,1.8,0.5,2.6,3.9,21,112,113,ROY-46MOY-9,jaqueja01
93,Taurean Prince,29,LAL,PF,78,49,2108,5.7,12.9,0.442,3.2,8,0.396,2.5,4.9,0.519,0.566,1.1,1.5,0.735,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,108,118,,princta02
94,Victor Wembanyama,20,SAS,C,71,71,2106,12.4,26.7,0.465,2.9,8.9,0.325,9.5,17.9,0.534,0.519,6.6,8.3,0.796,3.6,13.4,17,6.2,2,5.7,5.9,3.4,34.3,104,106,ROY-1DPOY-2,wembavi01
95,Jaden McDaniels,23,MIN,SF,72,71,2105,7.2,14.7,0.489,2,6,0.337,5.2,8.8,0.592,0.557,1.3,1.9,0.722,1.3,3.9,5.3,2.4,1.5,1,2,5.1,17.8,108,112,,mcdanja02
96,Brandon Ingram,26,NOP,SF,64,64,2103,11.7,23.7,0.492,2,5.6,0.355,9.7,18.1,0.534,0.534,5.7,7.2,0.801,1,6.6,7.6,8.5,1.2,0.9,3.8,3.4,31.1,115,114,,ingrabr01
97,Scottie Barnes,22,TOR,SG,60,60,2094,10.3,21.7,0.475,2.3,6.8,0.341,8,14.9,0.536,0.528,4.5,5.8,0.781,3.3,8.1,11.4,8.4,1.7,2,3.8,2.7,27.5,114,116,AS,barnesc01
98,Jusuf Nurkić,29,PHO,C,76,76,2078,7.5,14.7,0.51,0.5,2.1,0.244,7,12.6,0.555,0.528,3.9,6.1,0.64,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6,19.5,114,108,,nurkiju01
99,Myles Turner,27,IND,C,77,77,2076,10.8,20.7,0.524,2.6,7.4,0.358,8.2,13.3,0.615,0.587,5.6,7.2,0.773,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,120,115,,turnemy01
100,Collin Sexton,25,UTA,SG,78,51,2075,11.8,24.1,0.487,3,7.6,0.394,8.8,16.6,0.53,0.549,7.4,8.6,0.859,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,122,123,,sextoco01
101,Cam Thomas,22,BRK,SG,66,51,2075,12.6,28.4,0.442,3.4,9.5,0.364,9.1,19,0.481,0.503,6.8,8,0.856,0.7,4.4,5.1,4.6,1.1,0.4,3,3.3,35.4,110,119,,thomaca02
102,Cade Cunningham,22,DET,PG,62,62,2074,12.2,27.1,0.449,2.8,7.8,0.355,9.4,19.3,0.487,0.5,5.5,6.4,0.869,0.8,5.5,6.2,10.8,1.3,0.5,4.9,3.5,32.6,108,120,,cunnica01
103,Corey Kispert,24,WAS,SF,80,22,2067,8.7,18,0.486,4.2,10.9,0.383,4.6,7.1,0.643,0.602,2.6,3.6,0.726,0.7,4.4,5.1,3.5,0.9,0.4,2.2,3.2,24.2,114,123,,kispeco01
104,Saddiq Bey,24,ATL,SF,63,51,2062,6.7,16.2,0.416,2.6,8.3,0.316,4.1,7.9,0.522,0.497,4,4.7,0.837,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2,20.1,120,121,,beysa01
105,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,9.3,21,0.441,2.4,7.8,0.311,6.8,13.2,0.517,0.498,4.2,5.6,0.75,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,109,114,,oubreke01
106,Alperen Şengün,21,HOU,C,63,63,2046,12.5,23.3,0.537,0.8,2.6,0.297,11.7,20.6,0.567,0.553,5.8,8.3,0.693,4.3,9.6,14,7.4,1.8,1.1,3.8,5,31.6,118,111,,sengual01
107,Jimmy Butler,34,MIA,PF,60,60,2042,9.7,19.4,0.499,1.5,3.5,0.414,8.2,15.8,0.519,0.537,9.6,11.2,0.858,2.6,5.2,7.8,7.3,1.9,0.4,2.5,1.7,30.4,129,113,,butleji01
108,Alex Caruso,29,CHI,SG,71,57,2040,6.2,13.2,0.468,3.3,8.1,0.408,2.9,5.1,0.563,0.593,1.8,2.3,0.76,1.5,5.2,6.7,6,2.9,1.7,2.5,4.4,17.5,119,113,DPOY-10,carusal01
109,Terry Rozier,29,2TM,SG,61,60,2040,10.7,24.3,0.443,3.6,10,0.363,7.1,14.3,0.498,0.518,4.2,4.8,0.869,0.9,5.2,6,8.3,1.5,0.5,2.6,2.5,29.3,114,118,,roziete01
