Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
110,Terry Rozier,29,CHO,SG,30,30,1065,11.7,25.4,0.459,3.8,10.8,0.358,7.8,14.7,0.533,0.535,5.1,6,0.845,0.8,4.6,5.4,9.2,1.5,0.6,3,2.4,32.3,116,121,,roziete01
111,Terry Rozier,29,MIA,PG,31,30,975,9.7,23,0.423,3.4,9.1,0.371,6.3,13.9,0.458,0.497,3.2,3.5,0.913,0.9,5.7,6.7,7.4,1.6,0.5,2.1,2.5,26,111,113,,roziete01
112,Keldon Johnson,24,SAS,SF,69,27,2038,9.1,20.1,0.454,3,8.5,0.346,6.1,11.5,0.533,0.527,4.1,5.1,0.792,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,112,118,,johnske04
113,Kyrie Irving,31,DAL,SG,58,58,2030,13.3,26.7,0.497,4.1,9.9,0.411,9.2,16.8,0.548,0.573,4.5,5,0.905,1,5.8,6.9,7.1,1.7,0.7,2.5,2.6,35.1,122,116,CPOY-7,irvinky01
114,Karl-Anthony Towns,28,MIN,PF,62,62,2026,11.7,23.2,0.504,3.3,8,0.416,8.4,15.2,0.55,0.575,6.2,7.1,0.873,2.3,10.3,12.6,4.6,1,1,4.3,5,32.9,115,109,AS,townska01
115,Jalen Suggs,22,ORL,SG,75,75,2025,8.2,17.5,0.471,3.7,9.4,0.397,4.5,8,0.556,0.578,2.9,3.8,0.756,1.2,4.4,5.6,5,2.6,1.1,3.2,5,23.1,113,110,DPOY-10,suggsja01
116,Keyonte George,20,UTA,PG,75,44,2023,7.6,19.4,0.391,3.5,10.5,0.334,4.1,8.9,0.459,0.482,4.5,5.3,0.848,0.4,4.7,5,7.9,0.9,0.2,4.5,2.2,23.2,104,124,,georgke01
117,Josh Giddey,21,OKC,SG,80,80,2011,9.6,20.3,0.475,2,5.8,0.337,7.7,14.4,0.53,0.523,2.4,3,0.806,2.7,9.6,12.3,9.2,1.2,1.1,4,2.7,23.6,111,112,,giddejo01
118,Bobby Portis,28,MIL,PF,82,4,2008,11.2,22,0.508,2.4,5.9,0.407,8.8,16.1,0.545,0.562,2.3,3,0.79,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27,115,113,6MOY-3,portibo01
119,Aaron Nesmith,24,IND,SF,72,47,1995,7.4,15,0.496,3.3,7.9,0.419,4.1,7.1,0.581,0.606,2.5,3.2,0.781,1.5,5,6.5,2.6,1.5,1.2,1.5,5.7,20.7,123,119,,nesmiaa01
120,Gary Trent Jr.,25,TOR,SG,71,41,1994,8.7,20.5,0.426,4.3,11,0.393,4.4,9.5,0.464,0.531,1.8,2.3,0.771,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,110,121,,trentga02
121,Norman Powell,30,LAC,SG,76,3,1990,9.3,19.1,0.486,4.1,9.5,0.435,5.1,9.5,0.536,0.594,3.5,4.3,0.831,0.4,4.4,4.8,2,1.1,0.5,1.6,3.4,26.2,120,119,6MOY-4,powelno01
122,Immanuel Quickley,24,2TM,SG,68,38,1985,9.6,22.1,0.434,4.2,10.7,0.395,5.4,11.4,0.471,0.53,5.2,6.1,0.853,0.4,6,6.4,8.2,1.2,0.2,2.5,2.9,28.6,119,119,,quickim01
123,Immanuel Quickley,24,NYK,SG,30,0,720,10.6,23.5,0.454,4.5,11.3,0.395,6.2,12.1,0.509,0.549,5.7,6.6,0.872,0.4,5,5.4,5.2,1.1,0.2,2.2,3.1,31.5,123,117,,quickim01
124,Immanuel Quickley,24,TOR,PG,38,38,1265,9,21.3,0.422,4.1,10.3,0.395,4.9,11,0.448,0.518,4.8,5.8,0.841,0.5,6.5,6.9,9.8,1.3,0.3,2.7,2.9,27,117,120,,quickim01
125,Brandin Podziemski,20,GSW,SG,74,28,1968,6.7,14.7,0.454,2.2,5.8,0.385,4.5,8.9,0.499,0.529,1.2,1.9,0.633,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3,16.8,118,115,ROY-5,podzibr01
126,Naz Reid,24,MIN,PF,81,14,1964,10.2,21.4,0.477,4.3,10.3,0.414,6,11.1,0.535,0.576,2.7,3.7,0.736,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,111,107,6MOY-1,reidna01
127,Caris LeVert,29,CLE,SG,68,10,1958,8.7,20.7,0.421,2.7,8.4,0.325,6,12.3,0.486,0.487,3.9,5.1,0.766,1,6.1,7.1,8.7,1.9,0.9,3,3.1,24,110,113,,leverca01
128,Royce O'Neale,30,2TM,SF,79,14,1954,5.4,13.6,0.397,3.9,10.6,0.37,1.5,2.9,0.496,0.542,0.6,0.9,0.686,1.5,8,9.5,5.5,1.5,1.1,1.8,4.4,15.3,115,115,,onealro01
129,Royce O'Neale,30,BRK,SF,49,6,1202,5.2,13.4,0.388,4,10.9,0.366,1.2,2.5,0.483,0.537,0.6,0.9,0.682,1.6,7.5,9.1,5.6,1.3,1.2,2.1,4.9,15,112,116,,onealro01
130,Royce O'Neale,30,PHO,SF,30,8,752,5.7,13.9,0.411,3.8,10.2,0.376,1.9,3.7,0.509,0.549,0.6,0.8,0.692,1.4,8.7,10.1,5.3,1.8,1,1.4,3.5,15.8,119,113,,onealro01
131,Jonathan Kuminga,21,GSW,PF,74,46,1949,11.3,21.4,0.529,1.3,4.1,0.321,10,17.3,0.578,0.56,5.5,7.4,0.746,2.3,6.5,8.8,4,1.4,0.9,3,4.2,29.5,117,116,,kuminjo01
132,Donovan Mitchell,27,CLE,SG,55,55,1942,12.8,27.7,0.462,4.6,12.6,0.368,8.2,15.1,0.539,0.545,7,8.1,0.865,1.2,6,7.1,8.5,2.6,0.8,3.9,3,37.2,117,111,AS,mitchdo01
133,Trae Young,25,ATL,PG,54,54,1942,10.7,24.9,0.43,4.3,11.6,0.373,6.4,13.3,0.479,0.516,8.6,10.1,0.855,0.6,3.1,3.7,14.4,1.8,0.3,5.8,2.7,34.3,117,122,AS,youngtr01
134,Dorian Finney-Smith,30,BRK,PF,68,56,1934,5.5,13.1,0.421,3,8.6,0.348,2.5,4.5,0.56,0.535,0.8,1.2,0.717,2.8,5.3,8.1,2.7,1.4,1,1.5,3.8,14.9,113,117,,finnedo01
135,Tyus Jones,27,WAS,PG,66,66,1933,7.9,16.1,0.489,2.6,6.2,0.414,5.3,9.9,0.537,0.569,0.8,1,0.8,0.5,3.8,4.3,11.7,1.7,0.4,1.6,1.2,19.1,126,121,,jonesty01
136,Jonas Valančiūnas,31,NOP,C,82,82,1925,10.2,18.3,0.559,0.9,3.1,0.308,9.3,15.3,0.609,0.585,4.1,5.2,0.785,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,123,110,,valanjo01
137,Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,6.1,13.8,0.439,3.4,8.6,0.391,2.7,5.2,0.517,0.56,1.3,1.7,0.8,0.9,3.4,4.3,5.2,1.6,1.1,2,3.7,16.9,115,111,,alexani01
138,Andrew Wiggins,28,GSW,SF,71,59,1920,8.9,19.7,0.453,2.3,6.4,0.358,6.6,13.3,0.498,0.511,3.6,4.8,0.751,2.7,5.4,8.1,3,1.1,1,2.2,3.7,23.7,112,117,,wiggian01
139,Duncan Robinson,29,MIA,SF,68,36,1905,8,17.7,0.45,4.9,12.4,0.395,3.1,5.3,0.579,0.589,2.1,2.4,0.889,0.4,4.1,4.5,5,1.2,0.4,2.5,4.3,22.9,114,115,,robindu01
140,John Collins,26,UTA,PF,68,66,1901,10.1,18.9,0.532,2.2,5.9,0.371,7.9,13,0.605,0.59,3.7,4.7,0.795,4,10.6,14.6,2,1,1.5,2.5,4.8,26.1,121,118,,collijo01
141,Darius Garland,24,CLE,PG,57,57,1901,9.7,21.9,0.446,3.4,9.3,0.371,6.3,12.6,0.501,0.524,3.8,4.5,0.834,0.8,3.2,4,9.7,1.9,0.2,4.6,2.5,26.7,108,115,,garlada01
142,Isaiah Hartenstein,25,NYK,C,75,49,1896,6.2,9.7,0.644,0,0.1,0.333,6.2,9.6,0.646,0.645,3,4.2,0.707,6.5,10.2,16.6,5,2.3,2.3,2.5,5.6,15.5,136,108,,harteis01
143,Eric Gordon,35,PHO,SG,68,24,1893,7.1,15.9,0.443,3.9,10.2,0.378,3.2,5.7,0.561,0.565,1.3,1.7,0.797,0.4,2.7,3.1,3.6,1.7,0.8,1.9,2,19.3,112,117,,gordoer01
144,Jalen Johnson,22,ATL,SF,56,52,1889,9.1,17.8,0.511,1.8,5.1,0.355,7.3,12.7,0.574,0.562,2.7,3.7,0.728,1.9,10.5,12.4,5.2,1.7,1.2,2.6,3.4,22.7,117,116,,johnsja05
145,Isaac Okoro,23,CLE,SF,69,42,1887,6.2,12.6,0.49,2.2,5.6,0.391,4,6.9,0.57,0.577,2.4,3.6,0.679,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,121,115,,okorois01
146,Clint Capela,29,ATL,C,73,73,1883,9,15.7,0.571,0,0,0,9,15.7,0.572,0.571,3.3,5.2,0.631,8.5,11.2,19.8,2.3,1.1,2.7,1.9,4.2,21.3,128,115,,capelca01
147,Terance Mann,27,LAC,SG,75,71,1873,6.7,13,0.515,1.9,5.4,0.348,4.8,7.6,0.633,0.587,2.1,2.5,0.832,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,127,119,,mannte01
148,Malik Monk,25,SAC,SG,72,0,1872,10.3,23.2,0.443,3.8,11,0.35,6.4,12.2,0.528,0.526,4.4,5.3,0.829,0.7,4.8,5.5,9.6,1.2,1,3.9,4,28.8,113,117,CPOY-126MOY-2,monkma01
149,Bruce Brown,27,2TM,SG,67,44,1866,7.1,14.9,0.478,1.4,4.2,0.323,5.8,10.7,0.538,0.523,3,3.6,0.824,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,113,120,,brownbr01
150,Bruce Brown,27,IND,SG,33,33,981,7.2,15.1,0.475,1.6,4.9,0.327,5.6,10.2,0.545,0.527,3.2,3.9,0.817,1.2,6.2,7.4,4.8,1.7,0.4,2,3.9,19.1,116,119,,brownbr01
151,Bruce Brown,27,TOR,PG,34,11,885,7,14.6,0.481,1.1,3.4,0.317,5.9,11.2,0.532,0.519,2.7,3.3,0.833,1.5,5.6,7.1,5,1.3,0.5,2.5,3.7,17.9,110,121,,brownbr01
152,Jamal Murray,26,DEN,PG,59,59,1861,12.6,26.3,0.481,3.9,9.1,0.425,8.8,17.2,0.51,0.554,4.2,4.9,0.853,1.1,5.3,6.4,10.2,1.5,1,3.3,2.8,33.3,119,114,,murraja01
153,RJ Barrett,23,2TM,SG,58,58,1838,11.7,23.5,0.495,2.4,6.7,0.36,9.3,16.8,0.549,0.547,5.6,7.8,0.715,1.4,7,8.4,5.2,0.8,0.6,3.4,3.5,31.3,112,119,,barrerj01
154,RJ Barrett,23,NYK,SG,26,26,766,10.8,25.5,0.423,2.8,8.6,0.331,8,17,0.469,0.478,6.8,8.2,0.831,1.3,6.1,7.3,4.1,0.8,0.6,3.1,3,31.2,110,116,,barrerj01
155,RJ Barrett,23,TOR,SG,32,32,1072,12.3,22.2,0.553,2.1,5.4,0.392,10.1,16.8,0.605,0.601,4.7,7.5,0.629,1.5,7.7,9.2,5.9,0.9,0.6,3.6,3.8,31.4,114,120,,barrerj01
156,Georges Niang,30,CLE,PF,82,10,1831,7.7,17.1,0.449,4,10.7,0.376,3.6,6.4,0.572,0.567,1.4,1.6,0.85,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,109,115,,niangge01
157,Jerami Grant,29,POR,PF,54,54,1830,10.3,22.9,0.451,3,7.4,0.402,7.3,15.5,0.474,0.516,6.9,8.4,0.817,1,4.2,5.2,4.1,1.2,0.9,3.1,3.2,30.5,113,120,,grantje01
158,Rui Hachimura,25,LAL,PF,68,39,1826,9.5,17.6,0.537,2.6,6,0.422,6.9,11.6,0.597,0.609,2.6,3.5,0.739,1.5,6.1,7.7,2.1,1.1,0.7,1.2,2.6,24,121,117,,hachiru01
159,Payton Pritchard,26,BOS,PG,82,5,1825,8,17.2,0.468,4,10.3,0.385,4.1,6.8,0.593,0.583,1.2,1.5,0.821,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,129,115,,pritcpa01
160,Lauri Markkanen,26,UTA,PF,55,55,1820,11.3,23.6,0.48,4.6,11.6,0.399,6.7,12,0.559,0.578,6.6,7.3,0.899,3.2,8.7,11.9,2.9,1.3,0.7,2,2.7,33.9,128,120,,markkla01
161,Reggie Jackson,33,DEN,PG,82,23,1817,8.9,20.6,0.431,2.8,7.7,0.359,6.1,12.9,0.475,0.499,2.2,2.7,0.806,0.9,3.3,4.2,8.4,1.2,0.4,2.9,4.1,22.7,109,117,,jacksre01
162,Cole Anthony,23,ORL,PG,81,0,1817,9,20.8,0.435,2.5,7.5,0.338,6.5,13.3,0.49,0.496,4.9,5.9,0.826,1.7,6.7,8.5,6.4,1.7,1,3.4,4.8,25.5,110,111,,anthoco01
163,Daniel Gafford,25,2TM,PF,74,66,1815,9,12.5,0.725,0,0,,9,12.5,0.725,0.725,3.1,4.5,0.674,5.1,9.5,14.6,3,1.7,4,1.9,5.9,21.2,140,112,,gaffoda01
164,Daniel Gafford,25,WAS,C,45,45,1192,8,11.5,0.69,0,0,,8,11.5,0.69,0.69,3.3,4.7,0.706,5.1,9,14.2,2.7,1.7,3.8,1.8,5.8,19.2,137,114,,gaffoda01
165,Daniel Gafford,25,DAL,PF,29,21,623,11.2,14.3,0.78,0,0,,11.2,14.3,0.78,0.78,2.6,4.3,0.607,4.9,10.6,15.5,3.5,1.6,4.3,2.2,6.2,25,145,109,,gaffoda01
166,Ivica Zubac,26,LAC,C,68,68,1794,9.3,14.3,0.649,0,0,,9.3,14.3,0.649,0.649,3.3,4.6,0.723,5.4,11.8,17.2,2.6,0.6,2.3,2.2,5,21.9,132,113,,zubaciv01
167,Deandre Ayton,25,POR,C,55,55,1784,11.8,20.7,0.57,0,0.3,0.1,11.8,20.5,0.576,0.571,1.8,2.2,0.823,4.9,12,16.9,2.5,1.5,1.2,2.7,3,25.5,115,114,,aytonde01
168,Derrick Jones Jr.,26,DAL,SF,76,66,1783,6.4,13.3,0.483,2.2,6.4,0.343,4.2,6.9,0.613,0.566,2.6,3.7,0.713,2.2,4.5,6.7,2,1.4,1.4,1.7,3.3,17.7,116,116,,jonesde02
169,Kyle Anderson,30,MIN,PF,79,10,1782,5.5,12,0.46,0.3,1.3,0.229,5.2,10.7,0.488,0.472,2.7,3.8,0.708,1.7,5.9,7.6,9.2,2,1.3,2.5,3.6,14,114,109,,anderky01
170,Jalen Duren,20,DET,C,61,60,1777,9.4,15.3,0.619,0,0.1,0,9.4,15.2,0.623,0.619,3.9,4.9,0.79,5.2,14,19.2,4,0.9,1.3,3.5,5.2,22.8,122,115,,durenja01
171,Bradley Beal,30,PHO,SG,53,53,1767,10.4,20.3,0.513,2.8,6.5,0.43,7.6,13.8,0.552,0.582,3,3.7,0.813,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,117,117,,bealbr01
172,Scoot Henderson,19,POR,PG,62,32,1765,8.6,22.3,0.385,2.4,7.5,0.325,6.2,14.8,0.416,0.44,4.7,5.7,0.819,1.5,3.9,5.4,9.4,1.3,0.4,5.9,5.5,24.3,97,120,,hendesc01
173,Nick Richards,26,CHO,C,67,51,1759,7.3,10.5,0.691,0,0,0,7.3,10.5,0.693,0.691,3.7,5,0.737,4.8,10.3,15.1,1.5,0.7,2.1,2,4.9,18.3,134,118,,richani01
174,Kelly Olynyk,32,2TM,C,78,27,1759,7.6,13.6,0.555,1.6,4.3,0.387,5.9,9.4,0.632,0.616,4.1,4.9,0.833,3,8.3,11.3,9.5,2,0.8,4.2,6.3,20.9,124,118,,olynyke01
175,Kelly Olynyk,32,UTA,C,50,8,1019,6.9,12.2,0.562,1.7,4,0.429,5.2,8.2,0.626,0.632,3.8,4.5,0.842,3,9,12,10.4,1.8,0.6,3.8,6.3,19.2,130,119,,olynyke01
176,Kelly Olynyk,32,TOR,C,28,19,740,8.5,15.6,0.548,1.6,4.6,0.338,7,11,0.637,0.598,4.6,5.5,0.824,2.9,7.3,10.2,8.4,2.4,1.2,4.6,6.4,23.2,118,116,,olynyke01
177,Caleb Martin,28,MIA,SF,64,23,1756,6.8,15.9,0.431,2.3,6.6,0.349,4.5,9.3,0.489,0.504,2.2,2.8,0.778,2.1,5.9,8,4.1,1.3,0.8,2.2,3.6,18.2,107,113,,martica02
178,Sam Hauser,26,BOS,SF,79,13,1741,7.1,15.8,0.446,5.6,13.2,0.424,1.5,2.6,0.559,0.623,0.5,0.5,0.895,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,126,114,,hausesa01
179,Al Horford,37,BOS,C,65,33,1740,6.1,11.9,0.511,3.1,7.3,0.419,3,4.6,0.658,0.64,0.7,0.9,0.867,2.3,9.4,11.7,4.8,1.1,1.8,1.4,2.6,16,135,111,,horfoal01
180,Toumani Camara,23,POR,PF,70,49,1739,5.6,12.4,0.45,1.6,4.9,0.337,3.9,7.6,0.523,0.516,2.1,2.8,0.758,3.9,5.8,9.7,2.5,1.9,0.9,2.4,4.9,15,110,117,,camarto01
181,Obi Toppin,25,IND,PF,82,28,1730,9.1,15.8,0.573,2.8,6.9,0.403,6.3,8.9,0.706,0.661,2.1,2.7,0.77,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23,129,119,,toppiob01
182,Bilal Coulibaly,19,WAS,SF,63,15,1715,5.1,11.8,0.435,1.7,5,0.346,3.4,6.7,0.502,0.509,2.5,3.6,0.702,1.5,5.5,7,3,1.6,1.3,2.4,3.7,14.5,103,120,,coulibi01
183,OG Anunoby,26,2TM,SF,50,50,1702,8.2,16.7,0.489,3,7.7,0.382,5.2,9,0.581,0.577,1.9,2.6,0.753,1.4,4.7,6,3.1,2,1,2.3,3.4,21.2,113,117,,anunoog01
184,OG Anunoby,26,TOR,SF,27,27,900,8.4,17.2,0.489,3.3,8.7,0.374,5.2,8.5,0.608,0.584,1.8,2.5,0.717,1.3,4.4,5.7,3.9,1.5,0.7,2.3,3.3,21.9,113,121,,anunoog01
185,OG Anunoby,26,NYK,SF,23,23,802,7.9,16.1,0.488,2.6,6.5,0.394,5.3,9.6,0.553,0.568,2.1,2.7,0.791,1.4,5,6.4,2.2,2.5,1.4,2.4,3.6,20.4,113,112,,anunoog01
186,Jabari Walker,21,POR,SF,72,23,1700,6.8,14.8,0.46,1.2,4,0.295,5.6,10.7,0.522,0.5,3.7,5,0.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5,18.5,115,116,,walkeja01
187,Andrew Nembhard,24,IND,PG,68,47,1697,7.2,14.5,0.498,1.7,4.8,0.357,5.5,9.8,0.567,0.557,1.3,1.6,0.804,1,2.9,3.9,7.8,1.8,0.2,2.8,4,17.4,114,121,,nembhan01
188,Cason Wallace,20,OKC,SG,82,13,1692,6.2,12.6,0.491,2.8,6.6,0.419,3.4,5.9,0.572,0.602,0.8,1.1,0.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122,113,,wallaca01
189,Trey Murphy III,23,NOP,SF,57,23,1690,8,18,0.443,4.9,12.9,0.38,3.1,5.1,0.602,0.579,3.6,4.4,0.815,1.2,6.9,8.1,3.6,1.5,0.8,1,2,24.4,127,114,,murphtr02
190,Kristaps Porziņģis,28,BOS,C,57,57,1690,11.3,22,0.516,3.2,8.6,0.375,8.1,13.4,0.606,0.589,7.6,8.8,0.858,2.8,9.1,12,3.4,1.2,3.2,2.6,4.6,33.5,128,109,,porzikr01
191,Kyle Lowry,37,2TM,PG,60,55,1690,4.8,11.1,0.432,2.9,7.3,0.392,1.9,3.7,0.512,0.562,1.8,2.2,0.84,1,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,118,114,,lowryky01
192,Kyle Lowry,37,MIA,PG,37,35,1037,5,11.6,0.426,3,7.7,0.385,2,3.9,0.506,0.554,1.7,2,0.833,1.2,5,6.2,7.1,1.9,0.7,2.5,4.5,14.6,115,113,,lowryky01
193,Kyle Lowry,37,PHI,PG,23,20,653,4.5,10.2,0.444,2.7,6.7,0.404,1.8,3.5,0.522,0.578,2.1,2.5,0.848,0.7,4.2,4.9,8,1.5,0.5,2.4,3.9,13.9,123,117,,lowryky01
194,Jordan Clarkson,31,UTA,SG,55,19,1682,9.7,23.4,0.413,2.6,8.9,0.294,7.1,14.5,0.485,0.469,5.1,5.8,0.881,1.4,4,5.4,7.9,1,0.2,4.2,2.3,27,107,124,,clarkjo01
195,De'Andre Hunter,26,ATL,SF,57,37,1681,8.7,18.9,0.459,3.3,8.7,0.385,5.3,10.2,0.521,0.547,4.7,5.6,0.847,0.9,5.4,6.3,2.5,1.1,0.5,2.4,4.2,25.4,115,121,,huntede01
196,Pat Connaughton,31,MIL,SF,76,3,1676,4.3,9.9,0.435,2.4,6.8,0.345,2,3.1,0.633,0.553,1.3,1.7,0.759,1.5,5.4,6.9,4.6,1.1,0.5,1.4,2.8,12.3,120,118,,connapa01
197,Christian Braun,22,DEN,SG,82,4,1655,6.6,14.5,0.46,1.9,4.9,0.384,4.8,9.6,0.498,0.525,2.8,4,0.694,2.4,6.8,9.2,4,1.3,1,1.6,4.1,18,116,114,,braunch01
198,Simone Fontecchio,28,2TM,SF,66,43,1644,7.4,16.1,0.46,3.9,9.8,0.401,3.5,6.3,0.551,0.582,1.6,1.9,0.818,1.9,5.3,7.2,3,1.3,0.7,2,3.2,20.3,117,121,,fontesi01
199,Simone Fontecchio,28,UTA,SF,50,34,1160,6.7,14.9,0.45,3.8,9.7,0.391,2.9,5.2,0.56,0.577,1.3,1.7,0.8,2.2,5.2,7.3,3,1.2,0.7,2.1,3.4,18.5,116,122,,fontesi01
200,Simone Fontecchio,28,DET,SF,16,9,484,9,18.9,0.479,4.3,10,0.426,4.8,8.8,0.539,0.592,2.2,2.6,0.846,1.2,5.8,7,2.8,1.4,0.5,1.7,2.9,24.6,118,120,,fontesi01
201,Ochai Agbaji,23,2TM,SG,78,28,1641,5.2,12.7,0.411,1.8,6.2,0.294,3.4,6.5,0.523,0.483,1.1,1.6,0.661,2.2,4.2,6.4,2.4,1.4,1.3,1.9,3.4,13.4,102,121,,agbajoc01
202,Ochai Agbaji,23,UTA,SG,51,10,1003,5.1,12,0.426,2.3,6.8,0.331,2.8,5.1,0.551,0.52,0.7,1,0.75,1.7,4.4,6.1,2.3,1.3,1.4,1.6,3.2,13.2,107,122,,agbajoc01
203,Ochai Agbaji,23,TOR,SG,27,18,638,5.4,13.9,0.391,1.1,5.2,0.217,4.3,8.7,0.496,0.432,1.7,2.7,0.611,3,3.9,6.8,2.7,1.5,1.1,2.3,3.9,13.7,95,120,,agbajoc01
204,Julius Randle,29,NYK,PF,46,46,1630,12.2,25.9,0.472,2.4,7.5,0.311,9.9,18.3,0.539,0.518,7.3,9.3,0.781,3.1,10,13.1,7.1,0.8,0.4,4.9,3.9,34.1,113,114,AS,randlju01
205,Precious Achiuwa,24,2TM,PF,74,18,1624,7.2,14.4,0.501,0.8,3,0.268,6.4,11.4,0.562,0.529,2.1,3.4,0.616,5.9,9.1,14.9,3,1.4,2.1,2.5,4.4,17.3,114,112,,achiupr01
206,Precious Achiuwa,24,TOR,C,25,0,437,8.6,18.8,0.459,1.4,5.2,0.277,7.2,13.6,0.528,0.497,2.7,4.6,0.571,5.5,9.5,15,4.9,1.8,1.3,3.2,4.4,21.3,106,116,,achiupr01
207,Precious Achiuwa,24,NYK,PF,49,18,1187,6.7,12.7,0.525,0.6,2.1,0.26,6.1,10.6,0.578,0.547,1.9,3,0.643,6,8.9,14.9,2.3,1.3,2.4,2.3,4.4,15.8,118,111,,achiupr01
208,Santi Aldama,23,MEM,PF,61,35,1618,7.5,17.2,0.435,3.2,9.2,0.349,4.3,8,0.534,0.528,1.6,2.6,0.621,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,109,114,,aldamsa01
209,Cameron Johnson,27,BRK,PF,58,47,1599,8.5,19.2,0.446,4.3,10.9,0.391,4.3,8.2,0.519,0.557,2.7,3.4,0.789,1.7,6.1,7.8,4.3,1.5,0.5,1.8,3.3,24,118,117,,johnsca02
210,Malaki Branham,20,SAS,PG,75,29,1594,8.1,18.7,0.432,2.8,8,0.347,5.3,10.7,0.494,0.506,1.6,1.9,0.873,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,101,121,,branhma01
211,Paul Reed,24,PHI,C,82,24,1590,8,14.9,0.54,0.6,1.8,0.368,7.4,13.1,0.563,0.561,1.9,2.6,0.718,6,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,123,110,,reedpa01
212,Ausar Thompson,21,DET,SF,63,38,1583,7.1,14.6,0.483,0.6,3.4,0.186,6.4,11.2,0.575,0.505,2.2,3.6,0.597,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,107,115,,thompau01
213,Anfernee Simons,24,POR,SG,46,46,1582,11.2,26.1,0.43,4.9,12.6,0.385,6.4,13.5,0.472,0.523,5.1,5.6,0.916,0.7,4.5,5.2,8,0.7,0.2,3.9,3.1,32.4,113,121,,simonan01
214,Kevin Huerter,25,SAC,SG,64,59,1562,7.7,17.4,0.443,3.8,10.6,0.361,3.9,6.8,0.571,0.553,1.1,1.5,0.766,1.2,5.8,7,5.2,1.4,0.7,1.6,4.2,20.4,116,116,,huertke01
215,Bennedict Mathurin,21,IND,SF,59,19,1538,9.1,20.3,0.446,2.5,6.6,0.374,6.6,13.8,0.481,0.507,5.6,6.9,0.821,1.8,5.3,7.2,3.7,1.1,0.4,3,3.6,26.3,110,121,,mathube01
216,Evan Mobley,22,CLE,PF,50,50,1532,10.3,17.8,0.58,0.7,1.9,0.373,9.6,15.9,0.604,0.6,4,5.5,0.719,3.6,11.5,15.1,5.2,1.5,2.3,2.9,4.3,25.3,122,109,,mobleev01
217,Chris Paul,38,GSW,PG,58,18,1531,6.5,14.8,0.441,2.5,6.6,0.371,4,8.1,0.498,0.525,1.4,1.6,0.827,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,124,115,,paulch01
218,Russell Westbrook,35,LAC,PG,68,11,1529,9.7,21.4,0.454,1.4,5,0.273,8.4,16.4,0.509,0.486,3.6,5.2,0.688,3,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,107,113,6MOY-7,westbru01
219,Nicolas Batum,35,2TM,PF,60,38,1529,3.7,8.2,0.453,2.3,6,0.395,1.4,2.3,0.606,0.596,0.5,0.7,0.714,2.3,5.7,8,4.1,1.5,1.2,1.3,3.5,10.3,126,115,,batumni01
220,Nicolas Batum,35,LAC,PF,3,0,54,2.7,7.3,0.375,1.8,6.4,0.286,0.9,0.9,1,0.5,0,0,,0,6.4,6.4,4.6,2.7,3.7,0.9,4.6,7.3,112,110,,batumni01
221,Nicolas Batum,35,PHI,PF,57,38,1475,3.8,8.3,0.456,2.4,5.9,0.399,1.4,2.3,0.6,0.599,0.5,0.7,0.714,2.3,5.7,8,4.1,1.5,1.1,1.3,3.5,10.4,127,115,,batumni01
222,Zach Collins,26,SAS,C,69,29,1526,9.3,19.2,0.484,1.8,5.6,0.32,7.5,13.5,0.552,0.531,3.8,5,0.753,3.7,7.8,11.5,6,1.1,1.6,4.1,6.4,24.1,108,116,,colliza01
