Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
338,Kendrick Nunn,27,WAS,SG,31,0,436,9.9,22.2,0.447,4.2,10.8,0.392,5.7,11.4,0.5,0.543,2,2.2,0.9,1.1,4.9,6,6.3,1.9,0.4,3.9,3.5,26.1,106,117,,nunnke01
339,Karl-Anthony Towns,27,MIN,PF,29,29,957,10.5,21.2,0.495,3,8.1,0.366,7.5,13.1,0.576,0.565,5.9,6.7,0.874,2.4,9.3,11.7,6.9,1,0.8,4.3,5.5,29.9,117,114,,townska01
340,Zion Williamson,22,NOP,PF,29,29,956,14.4,23.8,0.608,0.4,1,0.368,14.1,22.8,0.618,0.615,9,12.6,0.714,2.9,7.3,10.2,6.7,1.6,0.8,5,3.3,38.2,120,112,AS,willizi01
341,Kevin Knox,23,2TM,SF,63,5,952,7.8,16.9,0.458,3.3,9.5,0.349,4.4,7.4,0.596,0.556,2.3,3.1,0.767,1.7,7.3,9,1.7,1.2,0.6,2.6,4.8,21.2,107,119,,knoxke01
342,Kevin Knox,23,DET,SF,42,1,593,6.9,14.6,0.469,3.5,9.5,0.371,3.4,5.1,0.651,0.589,2.1,2.7,0.788,1.6,7.2,8.8,1.2,1.1,1,2.6,6,19.4,109,119,,knoxke01
343,Kevin Knox,23,POR,PF,21,4,359,9.2,20.8,0.444,3,9.5,0.314,6.2,11.3,0.554,0.516,2.7,3.7,0.741,1.9,7.5,9.4,2.4,1.4,0,2.4,2.8,24.1,105,120,,knoxke01
344,Cam Thomas,21,BRK,SG,57,4,948,10.4,23.5,0.441,2.6,6.8,0.383,7.7,16.6,0.464,0.497,7.8,9,0.868,0.4,4.5,4.9,4,1,0.4,3.2,2.8,31.1,108,118,,thomaca02
345,Mike Muscala,31,2TM,C,63,9,945,6.6,14.8,0.449,4.1,10.5,0.391,2.5,4.3,0.588,0.587,2,2.6,0.769,1.9,8.4,10.3,2.5,0.8,1.2,1.2,5,19.4,124,113,,muscami01
346,Mike Muscala,31,OKC,C,43,5,622,6.8,15.5,0.438,4.3,10.8,0.394,2.5,4.7,0.541,0.576,2.4,3,0.795,1.8,8.6,10.3,2.9,0.8,1.5,1.1,5.3,20.2,125,114,,muscami01
347,Mike Muscala,31,BOS,C,20,4,323,6.3,13.4,0.472,3.8,9.8,0.385,2.6,3.6,0.708,0.612,1.4,2,0.692,2.1,8.2,10.3,1.8,0.6,0.8,1.4,4.2,17.8,121,113,,muscami01
348,Maxi Kleber,31,DAL,PF,37,5,930,4.1,9,0.456,2.1,6,0.348,2,3,0.667,0.571,1.4,2,0.711,1.6,5.6,7.2,2.8,0.6,1.6,1.4,4.5,11.8,117,118,,klebima01
349,Yuta Watanabe,28,BRK,SF,58,1,928,6,12.2,0.491,3.2,7.1,0.444,2.8,5.1,0.557,0.621,1.8,2.5,0.723,1.6,5.8,7.4,2.5,1.3,0.9,1.2,4.2,16.9,125,116,,watanyu01
350,Ish Wainright,28,PHO,SF,60,2,915,4.5,12.1,0.37,3,9.2,0.329,1.4,2.9,0.5,0.496,1.4,1.7,0.839,2.4,5,7.4,2.8,2,1.2,1.2,6.2,13.4,114,113,,wainris01
351,Daishen Nix,20,HOU,PG,57,7,914,4.3,12.6,0.342,2.1,7.4,0.286,2.2,5.1,0.423,0.426,1.3,1.9,0.667,1,4.2,5.2,7,1.6,0.4,4.6,3.1,12,88,121,,nixda01
352,Jaylin Williams,20,OKC,C,49,36,914,5.3,12.2,0.436,2.4,5.9,0.407,2.9,6.3,0.463,0.534,2,2.8,0.704,2.3,10.2,12.5,3.9,1.5,0.6,1.9,5.8,15,115,112,,willija07
353,Chris Duarte,25,IND,SF,46,12,897,6.5,17.6,0.369,2.9,9.2,0.316,3.6,8.4,0.428,0.452,3.2,3.8,0.847,1,5.1,6.1,3.4,1.3,0.5,2.2,3.4,19.2,101,120,,duartch01
354,Derrick Jones Jr.,25,CHI,PF,64,0,893,6.3,12.5,0.5,1.5,4.4,0.338,4.8,8.2,0.587,0.559,3.4,4.6,0.738,3.3,5.1,8.3,1.9,1.6,2,1.4,4.7,17.4,122,112,,jonesde02
355,Dean Wade,26,CLE,PF,44,13,891,4.1,10,0.412,2.5,7.1,0.354,1.6,2.8,0.56,0.54,0.8,1.3,0.652,1.1,7.3,8.4,2.1,1.6,1.2,1,5,11.6,113,110,,wadede01
356,Vlatko Čančar,25,DEN,PF,60,9,889,5.9,12.5,0.476,2.4,6.3,0.374,3.6,6.2,0.58,0.57,2.1,2.3,0.927,1.3,5.7,7,4.4,1.2,0.8,2,4.6,16.3,119,116,,cancavl01
357,Nickeil Alexander-Walker,24,2TM,SG,59,3,884,7.1,15.9,0.444,3.3,8.6,0.384,3.8,7.3,0.515,0.547,2.2,3.2,0.667,0.8,4.6,5.4,5.8,1.7,1.1,3,4.7,19.6,109,116,,alexani01
358,Nickeil Alexander-Walker,24,UTA,SG,36,3,528,7.5,15.4,0.488,3.2,7.9,0.402,4.3,7.5,0.578,0.591,2.4,3.5,0.692,0.7,4.6,5.3,6.9,2.2,1.3,4.1,5.2,20.6,111,116,,alexani01
359,Nickeil Alexander-Walker,24,MIN,SG,23,0,356,6.4,16.7,0.384,3.5,9.6,0.361,2.9,7.1,0.415,0.488,1.7,2.8,0.619,0.9,4.7,5.6,4.3,1.1,0.9,1.3,4,18,106,116,,alexani01
360,Bismack Biyombo,30,PHO,C,61,14,874,6.7,11.5,0.578,0,0,,6.7,11.5,0.578,0.578,1.4,3.9,0.357,5,9.6,14.5,3.1,1,4.9,2.9,6.4,14.7,109,108,,biyombi01
361,Goran Dragić,36,2TM,PG,58,0,870,7.9,18.7,0.421,2.9,8.1,0.359,5,10.6,0.468,0.499,1.7,2.5,0.689,0.9,3.6,4.5,8.4,0.7,0.2,3.5,3.6,20.4,103,117,,dragigo01
362,Goran Dragić,36,CHI,PG,51,0,787,7.9,18.5,0.425,2.8,7.9,0.352,5.1,10.6,0.48,0.5,1.7,2.5,0.659,0.8,3.5,4.3,8.6,0.7,0.2,3.5,3.9,20.2,103,117,,dragigo01
363,Goran Dragić,36,MIL,PG,7,0,83,8.1,20.7,0.389,4,9.8,0.412,4,10.9,0.368,0.486,2.3,2.3,1,1.7,5.2,6.9,6.9,1.2,0,4,1.2,22.4,104,115,,dragigo01
364,James Wiseman,21,2TM,C,45,22,867,10.5,18.8,0.558,0.2,1.1,0.2,10.3,17.7,0.58,0.563,3.8,5.4,0.701,4,10.8,14.8,1.7,0.4,1.5,2.8,6,25,112,116,,wisemja01
365,James Wiseman,21,GSW,C,21,0,262,10.6,16.9,0.628,0.2,0.4,0.5,10.5,16.6,0.63,0.633,4.7,6.9,0.684,3.2,9.9,13.2,2.5,0.5,1.3,2.5,7,26.1,123,114,,wisemja01
366,James Wiseman,21,DET,C,24,22,605,10.4,19.6,0.531,0.2,1.4,0.167,10.2,18.2,0.559,0.537,3.4,4.7,0.712,4.4,11.1,15.5,1.3,0.3,1.6,3,5.5,24.4,108,118,,wisemja01
367,Théo Maledon,21,CHO,PG,44,7,854,5.7,14.2,0.402,1.6,5.3,0.295,4.1,8.9,0.465,0.457,3.5,4.1,0.851,0.8,6.1,6.9,8.5,2.1,0.7,3.3,3.4,16.4,105,115,,maledth01
368,Andre Drummond,29,CHI,C,67,0,849,9.5,15.7,0.606,0,0.2,0,9.5,15.5,0.613,0.606,3.8,7.2,0.536,7.9,17.6,25.5,1.9,2.6,1.5,4.3,6.7,22.9,113,103,,drumman01
369,Aaron Holiday,26,ATL,PG,63,6,845,5.2,12.4,0.418,2,5,0.409,3.2,7.4,0.424,0.5,1.5,1.8,0.844,1.4,2.8,4.2,5,2.1,0.7,2,4.5,13.9,110,117,,holidaa01
370,Romeo Langford,23,SAS,SG,43,21,844,6.8,14.5,0.467,0.9,3.4,0.262,5.9,11.1,0.53,0.498,2.2,3.1,0.696,3.2,3.2,6.4,2.8,1.3,0.7,1.7,3.7,16.6,110,122,,langfro01
371,Terence Davis,25,SAC,SG,64,5,841,8.8,20.7,0.423,5.1,13.8,0.366,3.7,6.9,0.537,0.545,1.9,2.4,0.791,1.1,6.8,7.9,3.8,2.4,0.7,3,5.9,24.5,106,114,,daviste02
372,George Hill,36,2TM,SG,46,1,834,4.5,9.5,0.47,1.9,5.4,0.358,2.5,4.1,0.62,0.572,2.4,3.1,0.764,0.9,4,4.9,6.3,1.5,0.3,1.9,3.1,13.3,124,115,,hillge01
373,George Hill,36,MIL,PG,35,0,668,4.2,9.4,0.447,1.6,5.3,0.311,2.6,4.1,0.621,0.534,2.4,3.3,0.739,0.9,3.9,4.8,6.4,1.4,0.2,1.9,2.9,12.5,121,115,,hillge01
374,George Hill,36,IND,SG,11,1,166,5.4,9.7,0.559,3.1,6,0.524,2.3,3.7,0.615,0.721,2.3,2.6,0.889,0.6,4.6,5.1,6,2,0.9,2,4,16.3,138,118,,hillge01
375,Mark Williams,21,CHO,C,43,17,828,9.2,14.4,0.637,0,0,,9.2,14.4,0.637,0.637,3.9,5.6,0.691,5.3,12.1,17.5,1,1.6,2.6,2.3,5.4,22.2,125,110,,willima07
376,Robert Williams,25,BOS,C,35,20,824,7.5,10.1,0.747,0,0.1,0,7.5,10,0.751,0.747,1.5,2.4,0.61,6.2,11.1,17.3,3,1.3,2.8,2,4,16.5,143,107,,williro04
377,Wesley Matthews,36,MIL,SF,52,0,820,3.4,9.3,0.363,2.3,7.2,0.315,1.1,2.1,0.528,0.484,1.4,1.6,0.857,2,4.6,6.6,2,1.2,0.8,1,4.1,10.4,113,114,,matthwe02
378,Moses Moody,20,GSW,SG,63,3,817,6.2,13.1,0.476,2.8,7.8,0.363,3.4,5.3,0.641,0.584,2.1,3.1,0.698,1.6,4.5,6.1,2.9,1,0.4,2,3.1,17.5,116,117,,moodymo01
379,Rudy Gay,36,UTA,PF,56,0,816,6.4,16.8,0.38,1.9,7.6,0.254,4.4,9.2,0.484,0.437,2.5,2.9,0.857,1.9,7.6,9.5,3.3,1.1,1.1,2.2,4,17.2,101,117,,gayru01
380,Ty Jerome,25,GSW,SG,45,2,816,6.8,14,0.488,2,5.2,0.389,4.8,8.8,0.546,0.56,2.2,2.4,0.927,0.4,4.1,4.5,7.8,1.3,0.3,1.7,3.7,17.9,126,117,,jeromty01
381,Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,6.4,14.5,0.444,2.2,6.5,0.333,4.3,8,0.533,0.518,2,2.5,0.833,4.1,6.4,10.5,2.5,1.4,0.6,1.1,4.1,17,121,115,,robinje02
382,Jericho Sims,24,NYK,C,52,16,812,5.1,6.5,0.776,0,0.1,0,5.1,6.5,0.783,0.776,0.7,1,0.75,6,8.7,14.7,1.5,0.9,1.7,1.6,5.8,10.8,146,114,,simsje01
383,Caleb Houstan,20,ORL,SF,51,4,812,3.9,10.8,0.363,2.7,8.1,0.338,1.2,2.7,0.435,0.489,0.9,1.1,0.833,2,3.9,5.9,1.8,0.7,0.4,1.1,3.7,11.5,108,118,,houstca01
384,Danuel House Jr.,29,PHI,SF,56,5,807,5.7,12.1,0.472,2.3,6.8,0.336,3.4,5.3,0.644,0.566,2.8,3.7,0.75,0.6,5.2,5.8,2.7,0.9,0.6,1.6,4.2,16.5,115,116,,houseda01
385,Landry Shamet,25,PHO,SG,40,9,807,6.8,18.2,0.377,4.5,12.1,0.377,2.3,6.1,0.376,0.502,2.7,3.1,0.882,0.7,3.4,4.1,5.6,1.6,0.3,2.2,3.7,21,111,116,,shamela01
386,Dario Šarić,28,2TM,C,57,12,806,7.6,16.6,0.458,2.7,6.9,0.391,4.9,9.7,0.506,0.54,3.8,4.6,0.829,3.2,9.2,12.4,4.4,1.2,0.4,3.3,5.9,21.7,113,113,,saricda01
387,Dario Šarić,28,PHO,PF,37,12,533,7,16.3,0.427,2.5,6.3,0.391,4.5,10,0.45,0.503,3.3,4,0.818,3.6,9.4,13,5.2,1.2,0.5,3.3,6.3,19.7,110,113,,saricda01
388,Dario Šarić,28,OKC,C,20,0,273,8.9,17.2,0.515,3.1,8,0.391,5.7,9.2,0.623,0.606,4.7,5.6,0.844,2.4,8.9,11.3,3,1.2,0.3,3.3,5.2,25.6,119,114,,saricda01
389,Luke Kornet,27,BOS,C,69,0,804,6.9,10.3,0.665,0.2,0.8,0.231,6.7,9.5,0.701,0.674,1.9,2.4,0.821,5.2,6.7,11.9,3.2,0.7,2.8,1.5,4.9,15.8,143,111,,kornelu01
390,Christian Koloko,22,TOR,C,58,19,802,4.4,9.2,0.48,0.1,0.7,0.083,4.4,8.5,0.514,0.483,2.3,3.6,0.627,5.2,5.4,10.5,1.9,1.3,3.5,1.2,7.9,11.2,119,113,,kolokch01
391,Khris Middleton,31,MIL,SF,33,19,801,10.6,24.2,0.436,3,9.7,0.315,7.5,14.5,0.516,0.499,5.5,6.1,0.902,1.7,6.7,8.3,9.7,1.4,0.3,4.2,4.1,29.6,113,113,,middlkh01
392,JaMychal Green,32,GSW,PF,57,1,797,8.1,14.9,0.54,2.5,6.6,0.378,5.6,8.4,0.667,0.623,3.1,4,0.776,4.3,7.9,12.1,3,1.5,1.4,3.1,6.2,21.7,121,113,,greenja01
393,Thaddeus Young,34,TOR,PF,54,9,795,6.7,12.3,0.545,0.4,2.1,0.176,6.3,10.2,0.622,0.561,1.1,1.6,0.692,4.4,5.9,10.3,4.7,3.4,0.3,2.6,5.5,14.9,117,112,,youngth01
394,Bryce McGowens,20,CHO,SG,46,7,787,4.8,12.2,0.396,1.6,4.8,0.325,3.3,7.4,0.443,0.46,3.6,4.8,0.75,1.2,4.4,5.6,3.3,0.9,0.4,2.6,2.9,14.9,100,119,,mcgowbr01
395,Josh Christopher,21,HOU,SG,64,2,786,9.4,20.3,0.465,1.3,5.5,0.236,8.1,14.8,0.55,0.497,2.8,3.7,0.75,1.2,3.1,4.4,4.5,2,0.9,3.7,3.6,22.9,102,120,,chrisjo01
396,Robert Covington,32,LAC,PF,48,0,779,6.4,14.4,0.445,3.4,8.6,0.397,3,5.8,0.516,0.563,1.9,2.5,0.75,1.9,8.5,10.4,3.6,2.4,2.1,2,5.4,18.1,116,110,,covinro01
397,Justise Winslow,26,POR,PF,29,11,776,5.1,12.4,0.409,0.9,2.8,0.311,4.2,9.6,0.438,0.444,1.3,1.8,0.714,3.1,6,9.1,6.2,1.9,0.7,2.7,5.6,12.3,104,118,,winslju01
398,Mo Bamba,24,2TM,C,49,7,769,7.3,15.1,0.485,3,7.8,0.387,4.3,7.3,0.59,0.585,2.6,3.9,0.661,3.6,10.5,14.1,2.9,0.8,2.7,1.9,6.6,20.3,121,111,,bambamo01
399,Mo Bamba,24,ORL,C,40,6,681,7.5,15.2,0.495,3.1,7.7,0.398,4.5,7.5,0.594,0.596,2.5,3.6,0.686,3.3,9.7,13.1,3,0.9,2.7,1.6,6.1,20.6,125,112,,bambamo01
400,Mo Bamba,24,LAL,C,9,1,88,5.9,14.5,0.407,2.7,8.6,0.313,3.2,5.9,0.545,0.5,3.2,5.9,0.545,5.9,16.2,22.1,2.2,0.5,2.7,4.3,10.2,17.8,100,108,,bambamo01
401,Simone Fontecchio,27,UTA,SF,52,6,766,7.2,19.5,0.369,3.9,11.9,0.33,3.2,7.5,0.43,0.47,2.2,2.7,0.795,1.9,3.4,5.4,2.6,0.9,0.5,2.4,3.9,20.5,101,120,,fontesi01
402,Miles McBride,22,NYK,PG,64,2,760,5,14,0.358,2.6,8.7,0.299,2.4,5.3,0.457,0.451,1.8,2.7,0.667,0.8,2.4,3.3,4.7,2.4,0.5,1.6,3.9,14.4,106,116,,mcbrimi01
403,Paul Reed,23,PHI,C,69,2,755,8.1,13.7,0.593,0.1,0.4,0.167,8.1,13.3,0.606,0.596,2.5,3.3,0.745,7.3,9.8,17.2,1.8,3,3.3,3,8.1,18.8,122,105,,reedpa01
404,John Wall,32,LAC,PG,34,3,755,9,21.9,0.408,2.1,7.1,0.303,6.8,14.9,0.459,0.457,5,7.3,0.681,0.9,5.1,6,11.5,1.8,0.8,5.2,3.8,25,102,115,,walljo01
405,R.J. Hampton,21,2TM,SG,47,3,750,6.6,15.3,0.43,2.6,7.5,0.353,3.9,7.8,0.504,0.517,3.7,4.9,0.75,1.2,4.5,5.6,3.5,1.7,0.6,2.7,3.3,19.5,107,118,,hamptrj01
406,R.J. Hampton,21,ORL,SG,26,0,361,6.7,15.3,0.439,2.4,7.1,0.34,4.3,8.2,0.525,0.518,4.2,5,0.838,1.2,4,5.2,4.6,2.1,0.5,2.8,2.9,19.9,111,115,,hamptrj01
407,R.J. Hampton,21,DET,SG,21,3,389,6.5,15.3,0.423,2.9,7.8,0.365,3.6,7.5,0.483,0.516,3.2,4.9,0.667,1.1,4.9,6,2.5,1.4,0.6,2.6,3.6,19.1,103,120,,hamptrj01
408,Edmond Sumner,27,BRK,SG,53,12,736,8.2,17.8,0.461,2.1,5.8,0.356,6.2,12.1,0.511,0.519,6.6,7.2,0.917,0.9,4.4,5.2,4.5,2.1,0.7,3.3,5.5,25.1,112,115,,sumneed01
409,Zeke Nnaji,22,DEN,PF,53,5,728,7.4,13.2,0.561,1.1,4.4,0.262,6.2,8.8,0.71,0.605,2.7,4.2,0.645,4.4,4.9,9.3,1.2,1.1,1.5,2.1,7.1,18.6,120,115,,nnajize01
410,Jaden Hardy,20,DAL,SG,48,5,708,10.3,23.4,0.438,4.4,11,0.404,5.8,12.4,0.469,0.533,4.6,5.5,0.823,0.8,5.5,6.2,4.6,1.2,0.5,3.2,4.5,29.5,108,118,,hardyja02
411,Justin Holiday,33,2TM,SF,46,2,706,5.3,14,0.377,3.2,9.8,0.322,2.1,4.2,0.508,0.49,0.3,0.5,0.625,0.3,3.4,3.8,2.8,1.3,1.3,1.5,4.7,14.1,99,118,,holidju01
412,Justin Holiday,33,ATL,SF,28,0,411,5.6,14.5,0.384,3.5,10.1,0.345,2.1,4.4,0.474,0.504,0,0,,0.2,2.4,2.7,2.9,0.6,1.2,1.4,4.3,14.6,102,120,,holidju01
413,Justin Holiday,33,DAL,SF,18,2,295,4.9,13.3,0.367,2.7,9.4,0.286,2.2,3.9,0.565,0.468,0.8,1.3,0.625,0.5,4.9,5.4,2.7,2.4,1.5,1.7,5.2,13.3,94,114,,holidju01
414,MarJon Beauchamp,22,MIL,SF,52,11,701,6.5,16.6,0.395,3.2,9.7,0.331,3.3,6.9,0.485,0.492,1.8,2.5,0.73,2.6,5.2,7.8,2.4,1.4,0.5,3.1,4.8,18.1,99,113,,beaucma01
415,Aleksej Pokusevski,21,OKC,PF,34,25,701,7.3,16.9,0.434,2.6,7,0.365,4.7,9.8,0.483,0.51,1.5,2.4,0.629,3,7.7,10.8,4.3,1.4,2.9,2.9,3.9,18.7,105,112,,pokusal01
416,Juan Toscano-Anderson,29,2TM,SF,52,9,700,4.3,9.7,0.448,0.5,2.9,0.186,3.8,6.8,0.56,0.476,1.3,1.6,0.792,1.9,6.5,8.4,4.4,1.1,0.7,2.3,5.4,10.5,104,116,,toscaju01
417,Juan Toscano-Anderson,29,LAL,SF,30,7,365,4.3,8.6,0.5,0.5,2.6,0.2,3.8,6,0.63,0.53,1.4,1.9,0.733,1.8,6.1,7.9,3.2,1.3,0.9,2.2,6,10.5,107,114,,toscaju01
418,Juan Toscano-Anderson,29,UTA,SF,22,2,335,4.4,11,0.403,0.6,3.3,0.174,3.8,7.7,0.5,0.429,1.1,1.3,0.889,2,7,9,5.7,0.9,0.4,2.4,4.8,10.6,102,118,,toscaju01
419,Malachi Flynn,24,TOR,PG,53,2,691,6.2,17.3,0.36,3.4,9.5,0.353,2.9,7.8,0.367,0.457,1.8,2.4,0.758,1.1,4.4,5.4,5,1.5,0.3,1.8,4.7,17.6,105,117,,flynnma01
420,Duncan Robinson,28,MIA,SF,42,1,691,6.4,17.1,0.371,4.5,13.9,0.328,1.8,3.2,0.556,0.504,2.1,2.3,0.906,0.6,4.4,5,3.3,1,0,2,5.6,19.3,105,117,,robindu01
421,Chimezie Metu,25,SAC,PF,66,0,689,9,15.2,0.589,0.6,2.6,0.237,8.3,12.6,0.663,0.61,3.8,5.1,0.74,3.3,10.5,13.8,2.8,1.5,1.5,2.2,5.6,22.3,124,113,,metuch01
422,T.J. Warren,29,2TM,PF,42,0,687,9.4,19.2,0.489,1.6,4.8,0.328,7.8,14.4,0.542,0.53,2,2.5,0.8,1.8,6.8,8.6,2.8,1.6,0.9,1.4,4.6,22.3,111,114,,warretj01
423,T.J. Warren,29,BRK,PF,26,0,490,10.2,19.9,0.51,1.6,4.8,0.333,8.6,15.1,0.566,0.55,2.7,3.3,0.818,1.3,5.9,7.2,2.9,1.5,0.7,1.7,4.5,24.6,112,115,,warretj01
424,T.J. Warren,29,PHO,SF,16,0,197,7.4,17.4,0.429,1.5,4.7,0.316,6,12.7,0.471,0.471,0.2,0.5,0.5,3.2,8.9,12.2,2.7,1.7,1.2,0.7,5,16.6,108,111,,warretj01
425,Garrison Mathews,26,2TM,SG,54,0,686,5.1,14.2,0.363,4.4,12.7,0.35,0.7,1.5,0.476,0.52,3.4,3.7,0.906,0.8,4.4,5.1,1.8,1.7,0.4,1.3,4.4,18.1,119,121,,mathega01
426,Garrison Mathews,26,HOU,SG,45,0,602,4.8,13.7,0.353,4.3,12.5,0.342,0.6,1.2,0.467,0.509,3.3,3.6,0.911,0.8,4.2,5,1.9,1.9,0.3,1.4,4.5,17.2,117,121,,mathega01
427,Garrison Mathews,26,ATL,SG,9,0,84,7.4,17.6,0.419,5.7,14.2,0.4,1.7,3.4,0.5,0.581,4,4.5,0.875,0.6,5.7,6.2,1.7,0.6,0.6,0.6,3.4,24.4,129,119,,mathega01
428,Montrezl Harrell,29,PHI,C,57,7,681,9.1,15.2,0.598,0,0.4,0,9.1,14.8,0.616,0.598,5.1,7.3,0.693,4.9,6.7,11.6,2.4,1.2,1.8,2.5,5.5,23.3,124,113,,harremo01
429,Jordan McLaughlin,26,MIN,PG,43,0,678,4.3,10.2,0.421,1.7,5.5,0.308,2.6,4.7,0.552,0.503,1.1,1.3,0.833,1.1,3.3,4.3,10.4,2.2,0.3,2.3,2,11.3,118,115,,mclaujo01
430,Jae'Sean Tate,27,HOU,SF,31,7,677,7.9,16.4,0.48,0.9,3.3,0.283,6.9,13.1,0.53,0.509,3.6,4.9,0.725,2.9,5.5,8.4,6,1.5,0.5,3.4,7.6,20.3,111,120,,tateja01
431,Blake Wesley,19,SAS,SG,37,1,669,4.9,15.2,0.321,1.4,3.7,0.385,3.5,11.5,0.301,0.367,1.8,3.1,0.591,0.8,4.9,5.7,6.9,1.8,0.4,4.6,4.7,13,80,120,,weslebl01
432,Sandro Mamukelashvili,23,2TM,C,43,7,660,7,16.5,0.422,2.2,7.1,0.303,4.8,9.4,0.511,0.487,2.8,4.1,0.684,5,8.3,13.3,4.5,1,0.9,2.5,3.7,18.9,111,117,,mamuksa01
433,Sandro Mamukelashvili,23,MIL,C,24,0,217,4.2,12.8,0.328,1.5,7,0.219,2.6,5.7,0.462,0.388,2.6,4,0.667,4,8.4,12.3,3.5,0.9,1.1,2,4.2,12.5,102,112,,mamuksa01
434,Sandro Mamukelashvili,23,SAS,C,19,7,443,8.3,18.3,0.453,2.5,7.1,0.343,5.9,11.2,0.524,0.52,2.9,4.2,0.692,5.5,8.2,13.8,4.9,1.1,0.7,2.8,3.5,22,114,120,,mamuksa01
435,Eugene Omoruyi,25,2TM,SF,40,6,645,7.5,17,0.443,1.9,6.6,0.281,5.7,10.4,0.547,0.498,3.8,5.6,0.68,3.2,5.1,8.3,2.1,2.1,0.2,2.5,6.8,20.7,106,117,,omorueu01
436,Eugene Omoruyi,25,OKC,SF,23,2,272,7.7,16.4,0.468,1.4,5.4,0.258,6.3,11,0.571,0.511,3,4.9,0.607,3.8,5.2,9.1,1.9,2.4,0,2.8,8,19.7,105,114,,omorueu01
437,Eugene Omoruyi,25,DET,SF,17,4,373,7.4,17.4,0.425,2.2,7.5,0.293,5.2,9.9,0.526,0.489,4.4,6.1,0.723,2.7,4.9,7.7,2.2,1.8,0.4,2.3,5.8,21.4,107,119,,omorueu01
438,Payton Pritchard,25,BOS,PG,48,3,643,7.7,18.6,0.412,4.2,11.7,0.364,3.4,6.9,0.495,0.527,0.9,1.2,0.75,1.9,4.8,6.7,4.9,1.1,0.1,3,2.8,20.5,105,115,,pritcpa01
439,Amir Coffey,25,LAC,SF,50,9,625,4.4,11.4,0.386,0.9,3.1,0.275,3.5,8.2,0.429,0.424,3.8,4.9,0.778,1.3,2.8,4.2,4.2,0.5,0.4,1.6,3.9,13.5,108,120,,coffeam01
440,Anthony Gill,30,WAS,PF,59,8,624,5.5,10.3,0.538,0.3,2.3,0.138,5.2,8,0.65,0.553,3.8,5.2,0.731,2.9,4.8,7.7,2.7,0.5,0.9,1.2,5.5,15.2,127,119,,gillan01
441,Jabari Walker,20,POR,SF,56,0,619,6.5,15.6,0.419,1.3,4.4,0.286,5.3,11.2,0.472,0.46,2.7,3.5,0.756,3.8,6.5,10.3,2.7,0.8,1,2.3,5.4,17,104,120,,walkeja01
442,Darius Bazley,22,2TM,C,43,1,616,6.4,14.2,0.454,1.5,4.1,0.377,4.9,10.1,0.485,0.508,2.9,5.4,0.543,2.6,8,10.7,2.9,1.7,2.6,2.1,3.4,17.3,107,111,,bazleda01
443,Darius Bazley,22,OKC,C,36,1,555,6.1,13.5,0.449,1.5,3.9,0.4,4.5,9.7,0.469,0.506,3.1,5.6,0.554,2.5,8,10.4,2.7,1.6,2.5,1.9,3,16.8,108,111,,bazleda01
444,Darius Bazley,22,PHO,C,7,0,61,9.6,20,0.48,1.6,6.4,0.25,8,13.6,0.588,0.52,1.6,4,0.4,4,8.8,12.8,4.8,2.4,4,4,7.2,22.4,101,106,,bazleda01
445,Juancho Hernangómez,27,TOR,PF,42,10,614,3.9,9.2,0.421,1.4,5.4,0.254,2.5,3.8,0.66,0.496,0.7,1.3,0.563,2.2,7.7,9.9,2,1.3,0.5,1.2,3.5,9.8,108,115,,hernaju01
446,Jaxson Hayes,22,NOP,C,47,2,610,6.8,12.4,0.551,0.2,2.3,0.103,6.6,10.1,0.654,0.561,4.6,6.6,0.699,3.1,7.4,10.5,2.7,1.6,1.5,2.5,5.3,18.5,117,111,,hayesja02
447,Frank Ntilikina,24,DAL,SG,47,5,607,3.9,10.8,0.364,1.4,5.5,0.254,2.5,5.3,0.477,0.428,1.8,2.7,0.667,0.6,4.5,5.1,4.7,1.3,0.6,2.4,5.3,11.1,94,118,,ntilila01
448,DeAndre Jordan,34,DEN,C,39,8,586,7.3,9.6,0.765,0.1,0.1,1,7.3,9.5,0.763,0.77,1.8,4,0.458,4.3,12.5,16.9,2.8,1,1.9,4,5.9,16.6,116,111,,jordade01
449,Blake Griffin,33,BOS,C,41,16,569,5.4,11.1,0.485,2,5.7,0.348,3.4,5.5,0.625,0.573,1.8,2.7,0.656,4,9.3,13.3,5.2,1.2,0.8,1.9,6.4,14.6,127,111,,griffbl01
450,Ousmane Dieng,19,OKC,PF,39,1,569,6.3,15.1,0.42,2.2,8.2,0.265,4.2,6.9,0.602,0.492,1.3,1.9,0.652,1.6,7.2,8.8,3.8,1.2,0.6,2.2,3.5,16.1,103,115,,diengou01
451,Kris Dunn,28,UTA,PG,22,3,568,9.8,18.2,0.537,1.4,3,0.472,8.3,15.1,0.55,0.576,3.4,4.5,0.774,0.8,7.7,8.4,10.4,2.1,0.8,2.9,4.9,24.4,125,114,,dunnkr01
