Player,Age,G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,MPG,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,Cluster,pca1,pca2
2022-2023 Alex Caruso,28,67,-1.5221297705701988,-1.5793393829698703,-0.1837810432792258,-0.4991645369484062,-0.5761148046774502,0.3471432978186106,-1.1762249789956383,-1.2690597404375943,0.22673071803942424,0.15575982650975717,-0.6570386752711629,-0.714752696900931,0.40567550085154963,-0.5969212945408611,-0.6789563129341016,-0.7048383371060694,0.42072228741132184,2.3638524793101254,0.43971073625305085,-0.15582412982756502,0.5939427619757216,-1.3665454755326911,0.04465116951702226,-1.5352695005062866,0.1687543277271488,0.600734650982335,0.14747262083434232,0.3474387553292187,0.5303031525629346,1.9933831776001427,0.34743591698793996,1.7748229794827528,-0.29728844701655444,-0.4889674672825597,-0.4937707198786941,2.1292952601940263,-0.4841534228547845,-0.5626119960190291,12,-0.9804266424377381,-2.6056624813546745
2022-2023 Alperen Şengün,20,75,0.8435604013107989,0.212665241700985,1.0968727470633224,-1.3933210581881237,-1.4911230952167416,0.0787135725524763,1.5438447868808503,1.49608490470295,0.41309757870444813,0.38030549140799635,0.734435829698773,0.9375439791884034,-0.40279992752530663,1.8166366332311654,1.1978148973766796,1.570544748404707,0.6068926836162369,0.07012649450376074,0.674103479741412,1.654391206099961,1.2839213372141705,0.5241113113667552,0.3467984616892038,0.5495362885877714,0.8102685428585665,-1.6051539596611706,0.9311364668807622,0.5160519671979565,-0.4800086770029713,0.3189064173530597,0.524481632588009,0.603318715722752,1.226531101272115,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,17,4.809959309601569,0.8381767273791237
2022-2023 Amir Coffey,25,50,-1.3617439962053852,-1.0616491580649565,-1.085465854846938,-1.0494147038651556,-1.0067069414018226,-0.42350978439706566,-0.7164948777207387,-0.37707759684387077,-1.4638829465647338,-1.8811901336385708,0.33687168542164847,0.33304519525328113,0.1448769755686928,-0.5969212945408611,-1.4449853783670736,-1.1851969884916775,-0.24949113892637234,-1.732086779272669,-0.7322529811887543,-0.9180200607444179,-0.17270009940033335,-1.094405483478983,-0.6603591788847348,1.331338459498043,-1.129250629249233,-0.6529374010536704,1.4852422166105543,-1.2206641150500421,0.6581260054938438,0.4561586108159354,-1.2206832783269468,-1.6420644564839164,0.7956579876180776,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,2.0654609733079115,-0.5626119960190291,23,-2.548807036050868,-1.5537283404659301
2022-2023 Andre Drummond,29,67,0.6831746269459854,-0.20546917072221485,1.789471225513883,-1.6684461416464984,-1.7871551892147475,-2.8047412182095495,1.5821556286537584,1.2507898152146757,0.9855100793184547,1.0379035100385592,0.33687168542164847,1.2599433306204686,-1.9588977950463506,3.288318296506791,4.2236297058369185,4.199876313883827,-1.1058749614689816,1.7085021979368784,0.5569071079972314,1.654391206099961,1.9738999124526198,0.2519713193130466,-0.15678035859776548,-3.09887384232683,-1.1089674592119896,-1.89225442959308,1.7148003129271827,0.6172198943191993,-1.5741722980915536,-1.479097317010611,0.6172198645689961,1.481946913542752,0.7220942852869003,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,7,8.657326053165024,-1.9174586348674532
2022-2023 Andrew Nembhard,23,75,-0.5197186807901152,-0.4045807956856432,-0.36673158475673273,-0.22403945349003157,-0.22625869358889775,0.22591697027906582,-0.3716973017645641,-0.26557982889465526,-0.4654890501449558,-0.4697602399924855,-1.0049073015136472,-1.0774519672620042,0.24919638568183555,-0.8912576271959861,-1.0619708456505876,-1.0840688513578653,1.090935713749016,0.07012649450376074,-0.8494493529329348,0.3205483269954682,-0.019371527125122617,-0.7076802316131872,-0.6603591788847348,1.331338459498043,0.6561400356569558,-0.0021763358746754113,-1.166549585667736,-0.6979631582569547,0.7245938890179164,1.5953518165578031,-0.6979768798886505,-0.6658109033505825,-0.7071433600045415,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,6,-3.027127617081632,-0.2304700318185433
2022-2023 Andrew Wiggins,27,37,0.8435604013107989,0.8498224415839556,0.051441081477568165,0.7388983386142793,0.5541895542240272,0.6242320464804271,0.3945195336936016,0.49260499316001016,-0.11937916605276577,0.25199368289471763,-0.7067341933058036,-0.4729531833268821,-1.3069014818392095,0.05061863730041428,-0.6023534063908044,-0.3761718914211791,-0.5473637728542364,0.3978016351903842,0.08812162102050951,-0.6321965866505982,0.057292759012483256,0.5670807837962881,-0.15678035859776548,-0.2322658823225003,1.1893987269849466,0.07438378944050056,-0.8261703394051494,-0.1246782379032475,-0.1967532349080767,-0.8340120077350955,-0.1162552429169993,0.31044264978275193,0.8692216899492547,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,2.0654609733079115,-0.5626119960190291,2,-0.1803038937718365,0.48363896116031513
2022-2023 Anfernee Simons,23,62,1.084139062858019,1.3276903414961836,-0.2883242098378012,1.6330548598539965,1.5499338703991379,0.45971060196247354,0.12634364128324352,0.20271079649205012,-0.14600300329062654,0.10764289831727697,0.2374806493523675,-0.029654075107792357,1.1532979399957384,-1.1267266933200863,-1.291779565280479,-1.3368891941923962,0.3090200496883729,-1.076736497899422,-0.8494493529329348,0.3205483269954682,-0.7093501023635714,1.1686533978097482,-0.15678035859776548,2.113140630408315,1.5259578391145545,0.6198746823111291,-0.5649490573896759,0.19568686464735455,-0.015756075157909274,-0.20265191780586747,0.20411319483550483,-1.3491883905439161,-1.3692166809851358,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,10,-2.6262806094049846,3.7227711212202266
2022-2023 Anthony Davis,29,56,2.2870323705941193,1.4272461539778978,1.2275517052615401,-1.3245397873235298,-1.3565630524903751,-0.5793722055193374,2.9230350907055485,2.7225603521443205,0.6660240324641254,0.5086172999212769,2.7719520691190365,2.7913402499227784,0.19703668062526417,1.5223003005760403,2.308557042254489,2.177313571207581,-0.43566153513128736,-0.0937110758395512,2.080459940671578,0.4158228183600749,-0.40269295781314957,2.142628106212493,0.9510930460335669,-1.7958702241430438,1.406145625406187,-1.5955839439967736,1.7227161093518941,0.971307639243549,-0.7653092847447605,-1.0947911753145594,0.9713112957691322,1.6771976241694189,0.4068212752961415,2.04512583538023,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,20,7.7925941252582005,3.7365866998054673
2022-2023 Anthony Edwards,21,79,1.6053928295436628,1.805558241408412,-0.1315094599999381,0.8076796094788731,0.769485622586213,0.3904384147970194,1.1224255273788593,1.3845871367537346,-0.3456817825745823,-0.21313662296592445,1.0823044559412571,1.21964341169146,-0.046375276305402224,-0.8912576271959861,0.12537420577051905,-0.30032578857082,0.38348820817033896,0.8893143462203197,-0.029074750723671113,1.654391206099961,-0.7860143885011769,1.6269944370580987,-0.8617907069995225,-0.4928666059592576,1.6390483046129058,-0.1552965865050271,0.2582937707803008,-0.14153955909011942,-0.6231702722855894,-0.44970586603904383,-0.14154748800272238,0.5056933604094186,-1.4427803833163129,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,1,0.3984966748171818,4.62618979865744
2022-2023 Anthony Gill,30,59,-0.9206831167021485,-1.2806719455247277,0.9008543097659935,-1.4621023290527173,-1.2220030097640089,-1.6097959896054668,-0.0652105675812979,-0.4216767040235568,1.478051068218879,0.1878377786380773,0.33687168542164847,0.4539449520403055,-0.263707380707783,0.3449549699555395,-0.6789563129341016,-0.30032578857082,-0.8080023275411174,-1.732086779272669,-0.1462711224678516,-1.2991180262028443,1.053928478801354,-0.8509118063782968,1.2532403382057486,1.0707377358612857,-1.3561391126890947,-0.8874027848313966,2.078926948463903,0.566635930758578,0.2746574467011163,-0.2712780145373054,0.558204626035641,-1.1539376799172494,1.4262040075995959,-0.4889674672825597,2.025231468252456,-0.4696389545848506,-0.4841534228547845,-0.5626119960190291,21,2.0725185468580984,-2.6761583878621567
2022-2023 Anthony Lamb,25,62,-0.8003937859285386,-0.8625375331015283,0.025305289837924308,0.3262107134267175,0.2850694687712944,0.3731203680056559,-0.9080490865852802,-1.202161079668065,1.5046749054567397,0.749201940883678,-0.6570386752711629,-0.6744527779719228,0.04925084963164529,-0.06711589576163562,-0.10443451385937273,-0.09806951430319545,-0.3984274558903045,-0.7490613572127982,-0.26346749421203214,-0.4416476039213847,0.9005999065261431,-0.6790339166601654,0.44751422574659766,0.028334841314256932,-0.33042392092198586,1.09359045769878,-0.3828857396213158,0.6509425366929469,-0.17527899561568383,0.1679290045438967,0.659373606378537,-0.6658109033505825,0.1861301683026099,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,2.0654609733079115,-0.5626119960190291,5,-0.6154966851070311,-1.9112188088910342
2022-2023 Austin Reaves,24,64,-0.4395257936077083,-0.8227152081088428,0.7832432473875961,-0.15525818262543786,-0.333906727769991,0.6415500932717906,-0.3716973017645641,-0.6446722399219877,1.2251246144592016,1.19829327068016,1.3804775641491007,1.0987436549044358,0.8924994147128815,-0.8912576271959861,-0.9470664858356419,-0.9829407142240529,0.23455189120640674,-1.2405740682427338,-0.6150566094445737,-0.0605496384629583,-1.0160072469139936,0.03712395716538228,1.4546718663205362,0.5495362885877714,0.7925797317795754,0.1700839460844705,2.3559798233287994,1.949264268082229,0.22352830552875286,0.6757621203565367,1.949278105750461,-1.2515630352305827,-0.8227434636678196,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,5,0.8721857838740552,1.3731623223235687
2022-2023 Austin Rivers,30,52,-1.4018404397965887,-1.380227758006442,-0.4451389596756643,-0.2928207243546252,-0.2800827106794444,0.22591697027906582,-1.2145358207685464,-1.3136588476172806,0.253354555277285,-0.05274686232432373,-0.8558207474097254,-0.9162522915459718,0.06663741798383574,-1.2444612263821362,-1.1385737521938848,-1.2610430913420367,-0.5101296936132534,-0.4213862165261747,-0.9666457246771154,-1.394392517567451,-0.32602867167554406,-1.323576003103158,0.04465116951702226,0.5495362885877714,-0.29929161342296123,0.8782651052498474,-0.46204370386842897,-0.14153955909011942,1.227704638153975,0.634586462317674,-0.1499782363646313,-1.0563123246039159,-1.9787445003006034,-0.4889674672825597,-0.4937707198786941,-0.4696389545848506,-0.4841534228547845,1.7774238855123468,9,-3.4349735553098104,-2.016593212064134
