Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,MPG,Primary_Position,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate
161,Reggie Jackson,33,DEN,PG,82,23,1817,8.9,20.6,0.431,2.8,7.7,0.359,6.1,12.9,0.475,0.499,2.2,2.7,0.806,0.9,3.3,4.2,8.4,1.2,0.4,2.9,4.1,22.7,109.0,117,,jacksre01,22.159,Guard,0.374,0.131,0.521,2.897,0.254,1.042,1.6,0.214
162,Cole Anthony,23,ORL,PG,81,0,1817,9.0,20.8,0.435,2.5,7.5,0.338,6.5,13.3,0.49,0.496,4.9,5.9,0.826,1.7,6.7,8.5,6.4,1.7,1.0,3.4,4.8,25.5,110.0,111,,anthoco01,22.432,Guard,0.361,0.284,0.545,1.882,0.193,1.09,2.7,0.202
163,Daniel Gafford,25,2TM,PF,74,66,1815,9.0,12.5,0.725,0.0,0.0,,9.0,12.5,0.725,0.725,3.1,4.5,0.674,5.1,9.5,14.6,3.0,1.7,4.0,1.9,5.9,21.2,140.0,112,,gaffoda01,24.527,Forward,0.0,0.36,0.732,1.579,0.155,1.464,5.7,0.349
164,Daniel Gafford,25,WAS,C,45,45,1192,8.0,11.5,0.69,0.0,0.0,,8.0,11.5,0.69,0.69,3.3,4.7,0.706,5.1,9.0,14.2,2.7,1.7,3.8,1.8,5.8,19.2,137.0,114,,gaffoda01,26.489,Center,0.0,0.409,0.708,1.5,0.149,1.415,5.5,0.362
165,Daniel Gafford,25,DAL,PF,29,21,623,11.2,14.3,0.78,0.0,0.0,,11.2,14.3,0.78,0.78,2.6,4.3,0.607,4.9,10.6,15.5,3.5,1.6,4.3,2.2,6.2,25.0,145.0,109,,gaffoda01,21.483,Forward,0.0,0.301,0.772,1.591,0.16,1.544,5.9,0.316
166,Ivica Zubac,26,LAC,C,68,68,1794,9.3,14.3,0.649,0.0,0.0,,9.3,14.3,0.649,0.649,3.3,4.6,0.723,5.4,11.8,17.2,2.6,0.6,2.3,2.2,5.0,21.9,132.0,113,,zubaciv01,26.382,Center,0.0,0.322,0.671,1.182,0.123,1.342,2.9,0.314
167,Deandre Ayton,25,POR,C,55,55,1784,11.8,20.7,0.57,0.0,0.3,0.1,11.8,20.5,0.576,0.571,1.8,2.2,0.823,4.9,12.0,16.9,2.5,1.5,1.2,2.7,3.0,25.5,115.0,114,,aytonde01,32.436,Center,0.014,0.106,0.588,0.926,0.093,1.177,2.7,0.29
168,Derrick Jones Jr.,26,DAL,SF,76,66,1783,6.4,13.3,0.483,2.2,6.4,0.343,4.2,6.9,0.613,0.566,2.6,3.7,0.713,2.2,4.5,6.7,2.0,1.4,1.4,1.7,3.3,17.7,116.0,116,,jonesde02,23.461,Forward,0.481,0.278,0.593,1.176,0.107,1.186,2.8,0.328
169,Kyle Anderson,30,MIN,PF,79,10,1782,5.5,12.0,0.46,0.3,1.3,0.229,5.2,10.7,0.488,0.472,2.7,3.8,0.708,1.7,5.9,7.6,9.2,2.0,1.3,2.5,3.6,14.0,114.0,109,,anderky01,22.557,Forward,0.108,0.317,0.512,3.68,0.363,1.024,3.3,0.224
170,Jalen Duren,20,DET,C,61,60,1777,9.4,15.3,0.619,0.0,0.1,0.0,9.4,15.2,0.623,0.619,3.9,4.9,0.79,5.2,14.0,19.2,4.0,0.9,1.3,3.5,5.2,22.8,122.0,115,,durenja01,29.131,Center,0.007,0.32,0.653,1.143,0.16,1.306,2.2,0.271
171,Bradley Beal,30,PHO,SG,53,53,1767,10.4,20.3,0.513,2.8,6.5,0.43,7.6,13.8,0.552,0.582,3.0,3.7,0.813,1.5,4.9,6.4,7.3,1.4,0.7,3.6,3.5,26.6,117.0,117,,bealbr01,33.34,Guard,0.32,0.182,0.607,2.028,0.222,1.213,2.0999999999999996,0.234
172,Scoot Henderson,19,POR,PG,62,32,1765,8.6,22.3,0.385,2.4,7.5,0.325,6.2,14.8,0.416,0.44,4.7,5.7,0.819,1.5,3.9,5.4,9.4,1.3,0.4,5.9,5.5,24.3,97.0,120,,hendesc01,28.468,Guard,0.336,0.256,0.49,1.593,0.234,0.98,1.7000000000000002,0.278
173,Nick Richards,26,CHO,C,67,51,1759,7.3,10.5,0.691,0.0,0.0,0.0,7.3,10.5,0.693,0.691,3.7,5.0,0.737,4.8,10.3,15.1,1.5,0.7,2.1,2.0,4.9,18.3,134.0,118,,richani01,26.254,Center,0.0,0.476,0.72,0.75,0.093,1.441,2.8,0.318
174,Kelly Olynyk,32,2TM,C,78,27,1759,7.6,13.6,0.555,1.6,4.3,0.387,5.9,9.4,0.632,0.616,4.1,4.9,0.833,3.0,8.3,11.3,9.5,2.0,0.8,4.2,6.3,20.9,124.0,118,,olynyke01,22.551,Center,0.316,0.36,0.663,2.262,0.323,1.326,2.8,0.265
175,Kelly Olynyk,32,UTA,C,50,8,1019,6.9,12.2,0.562,1.7,4.0,0.429,5.2,8.2,0.626,0.632,3.8,4.5,0.842,3.0,9.0,12.0,10.4,1.8,0.6,3.8,6.3,19.2,130.0,119,,olynyke01,20.38,Center,0.328,0.369,0.677,2.737,0.366,1.354,2.4,0.25
176,Kelly Olynyk,32,TOR,C,28,19,740,8.5,15.6,0.548,1.6,4.6,0.338,7.0,11.0,0.637,0.598,4.6,5.5,0.824,2.9,7.3,10.2,8.4,2.4,1.2,4.6,6.4,23.2,118.0,116,,olynyke01,26.429,Center,0.295,0.353,0.644,1.826,0.271,1.287,3.5999999999999996,0.284
177,Caleb Martin,28,MIA,SF,64,23,1756,6.8,15.9,0.431,2.3,6.6,0.349,4.5,9.3,0.489,0.504,2.2,2.8,0.778,2.1,5.9,8.0,4.1,1.3,0.8,2.2,3.6,18.2,107.0,113,,martica02,27.438,Forward,0.415,0.176,0.531,1.864,0.175,1.062,2.1,0.262
178,Sam Hauser,26,BOS,SF,79,13,1741,7.1,15.8,0.446,5.6,13.2,0.424,1.5,2.6,0.559,0.623,0.5,0.5,0.895,1.3,6.6,7.8,2.3,1.1,0.7,0.9,2.8,20.2,126.0,114,,hausesa01,22.038,Forward,0.835,0.032,0.63,2.556,0.12,1.261,1.8,0.165
179,Al Horford,37,BOS,C,65,33,1740,6.1,11.9,0.511,3.1,7.3,0.419,3.0,4.6,0.658,0.64,0.7,0.9,0.867,2.3,9.4,11.7,4.8,1.1,1.8,1.4,2.6,16.0,135.0,111,,horfoal01,26.769,Center,0.613,0.076,0.651,3.429,0.26,1.301,2.9000000000000004,0.197
180,Toumani Camara,23,POR,PF,70,49,1739,5.6,12.4,0.45,1.6,4.9,0.337,3.9,7.6,0.523,0.516,2.1,2.8,0.758,3.9,5.8,9.7,2.5,1.9,0.9,2.4,4.9,15.0,110.0,117,,camarto01,24.843,Forward,0.395,0.226,0.55,1.042,0.135,1.1,2.8,0.402
181,Obi Toppin,25,IND,PF,82,28,1730,9.1,15.8,0.573,2.8,6.9,0.403,6.3,8.9,0.706,0.661,2.1,2.7,0.77,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23.0,129.0,119,,toppiob01,21.098,Forward,0.437,0.171,0.677,1.842,0.156,1.354,2.5,0.264
182,Bilal Coulibaly,19,WAS,SF,63,15,1715,5.1,11.8,0.435,1.7,5.0,0.346,3.4,6.7,0.502,0.509,2.5,3.6,0.702,1.5,5.5,7.0,3.0,1.6,1.3,2.4,3.7,14.5,103.0,120,,coulibi01,27.222,Forward,0.424,0.305,0.542,1.25,0.16,1.083,2.9000000000000004,0.214
183,OG Anunoby,26,2TM,SF,50,50,1702,8.2,16.7,0.489,3.0,7.7,0.382,5.2,9.0,0.581,0.577,1.9,2.6,0.753,1.4,4.7,6.0,3.1,2.0,1.0,2.3,3.4,21.2,113.0,117,,anunoog01,34.04,Forward,0.461,0.156,0.594,1.348,0.133,1.188,3.0,0.23
184,OG Anunoby,26,TOR,SF,27,27,900,8.4,17.2,0.489,3.3,8.7,0.374,5.2,8.5,0.608,0.584,1.8,2.5,0.717,1.3,4.4,5.7,3.9,1.5,0.7,2.3,3.3,21.9,113.0,121,,anunoog01,33.333,Forward,0.506,0.145,0.598,1.696,0.159,1.197,2.2,0.228
185,OG Anunoby,26,NYK,SF,23,23,802,7.9,16.1,0.488,2.6,6.5,0.394,5.3,9.6,0.553,0.568,2.1,2.7,0.791,1.4,5.0,6.4,2.2,2.5,1.4,2.4,3.6,20.4,113.0,112,,anunoog01,34.87,Forward,0.404,0.168,0.59,0.917,0.101,1.18,3.9,0.219
186,Jabari Walker,21,POR,SF,72,23,1700,6.8,14.8,0.46,1.2,4.0,0.295,5.6,10.7,0.522,0.5,3.7,5.0,0.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5.0,18.5,115.0,116,,walkeja01,23.611,Forward,0.27,0.338,0.544,1.105,0.1,1.088,1.7999999999999998,0.297
187,Andrew Nembhard,24,IND,PG,68,47,1697,7.2,14.5,0.498,1.7,4.8,0.357,5.5,9.8,0.567,0.557,1.3,1.6,0.804,1.0,2.9,3.9,7.8,1.8,0.2,2.8,4.0,17.4,114.0,121,,nembhan01,24.956,Guard,0.331,0.11,0.572,2.786,0.302,1.144,2.0,0.256
188,Cason Wallace,20,OKC,SG,82,13,1692,6.2,12.6,0.491,2.8,6.6,0.419,3.4,5.9,0.572,0.602,0.8,1.1,0.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122.0,113,,wallaca01,20.634,Guard,0.524,0.087,0.608,2.615,0.191,1.215,3.3000000000000003,0.283
189,Trey Murphy III,23,NOP,SF,57,23,1690,8.0,18.0,0.443,4.9,12.9,0.38,3.1,5.1,0.602,0.579,3.6,4.4,0.815,1.2,6.9,8.1,3.6,1.5,0.8,1.0,2.0,24.4,127.0,114,,murphtr02,29.649,Forward,0.717,0.244,0.612,3.6,0.147,1.224,2.3,0.148
190,Kristaps Porziņģis,28,BOS,C,57,57,1690,11.3,22.0,0.516,3.2,8.6,0.375,8.1,13.4,0.606,0.589,7.6,8.8,0.858,2.8,9.1,12.0,3.4,1.2,3.2,2.6,4.6,33.5,128.0,109,,porzikr01,29.649,Center,0.391,0.4,0.647,1.308,0.107,1.295,4.4,0.235
191,Kyle Lowry,37,2TM,PG,60,55,1690,4.8,11.1,0.432,2.9,7.3,0.392,1.9,3.7,0.512,0.562,1.8,2.2,0.84,1.0,4.7,5.7,7.4,1.7,0.6,2.5,4.3,14.3,118.0,114,,lowryky01,28.167,Guard,0.658,0.198,0.592,2.96,0.337,1.185,2.3,0.175
192,Kyle Lowry,37,MIA,PG,37,35,1037,5.0,11.6,0.426,3.0,7.7,0.385,2.0,3.9,0.506,0.554,1.7,2.0,0.833,1.2,5.0,6.2,7.1,1.9,0.7,2.5,4.5,14.6,115.0,113,,lowryky01,28.027,Guard,0.664,0.172,0.585,2.84,0.322,1.17,2.5999999999999996,0.194
193,Kyle Lowry,37,PHI,PG,23,20,653,4.5,10.2,0.444,2.7,6.7,0.404,1.8,3.5,0.522,0.578,2.1,2.5,0.848,0.7,4.2,4.9,8.0,1.5,0.5,2.4,3.9,13.9,123.0,117,,lowryky01,28.391,Guard,0.657,0.245,0.615,3.333,0.369,1.23,2.0,0.143
194,Jordan Clarkson,31,UTA,SG,55,19,1682,9.7,23.4,0.413,2.6,8.9,0.294,7.1,14.5,0.485,0.469,5.1,5.8,0.881,1.4,4.0,5.4,7.9,1.0,0.2,4.2,2.3,27.0,107.0,124,,clarkjo01,30.582,Guard,0.38,0.248,0.52,1.881,0.208,1.04,1.2,0.259
195,De'Andre Hunter,26,ATL,SF,57,37,1681,8.7,18.9,0.459,3.3,8.7,0.385,5.3,10.2,0.521,0.547,4.7,5.6,0.847,0.9,5.4,6.3,2.5,1.1,0.5,2.4,4.2,25.4,115.0,121,,huntede01,29.491,Forward,0.46,0.296,0.594,1.042,0.095,1.189,1.6,0.143
196,Pat Connaughton,31,MIL,SF,76,3,1676,4.3,9.9,0.435,2.4,6.8,0.345,2.0,3.1,0.633,0.553,1.3,1.7,0.759,1.5,5.4,6.9,4.6,1.1,0.5,1.4,2.8,12.3,120.0,118,,connapa01,22.053,Forward,0.687,0.172,0.578,3.286,0.276,1.155,1.6,0.217
197,Christian Braun,22,DEN,SG,82,4,1655,6.6,14.5,0.46,1.9,4.9,0.384,4.8,9.6,0.498,0.525,2.8,4.0,0.694,2.4,6.8,9.2,4.0,1.3,1.0,1.6,4.1,18.0,116.0,114,,braunch01,20.183,Guard,0.338,0.276,0.554,2.5,0.183,1.107,2.3,0.261
198,Simone Fontecchio,28,2TM,SF,66,43,1644,7.4,16.1,0.46,3.9,9.8,0.401,3.5,6.3,0.551,0.582,1.6,1.9,0.818,1.9,5.3,7.2,3.0,1.3,0.7,2.0,3.2,20.3,117.0,121,,fontesi01,24.909,Forward,0.609,0.118,0.599,1.5,0.137,1.199,2.0,0.264
199,Simone Fontecchio,28,UTA,SF,50,34,1160,6.7,14.9,0.45,3.8,9.7,0.391,2.9,5.2,0.56,0.577,1.3,1.7,0.8,2.2,5.2,7.3,3.0,1.2,0.7,2.1,3.4,18.5,116.0,122,,fontesi01,23.2,Forward,0.651,0.114,0.591,1.429,0.145,1.182,1.9,0.297
200,Simone Fontecchio,28,DET,SF,16,9,484,9.0,18.9,0.479,4.3,10.0,0.426,4.8,8.8,0.539,0.592,2.2,2.6,0.846,1.2,5.8,7.0,2.8,1.4,0.5,1.7,2.9,24.6,118.0,120,,fontesi01,30.25,Forward,0.529,0.138,0.614,1.647,0.114,1.227,1.9,0.171
201,Ochai Agbaji,23,2TM,SG,78,28,1641,5.2,12.7,0.411,1.8,6.2,0.294,3.4,6.5,0.523,0.483,1.1,1.6,0.661,2.2,4.2,6.4,2.4,1.4,1.3,1.9,3.4,13.4,102.0,121,,agbajoc01,21.038,Guard,0.488,0.126,0.5,1.263,0.136,1.0,2.7,0.344
202,Ochai Agbaji,23,UTA,SG,51,10,1003,5.1,12.0,0.426,2.3,6.8,0.331,2.8,5.1,0.551,0.52,0.7,1.0,0.75,1.7,4.4,6.1,2.3,1.3,1.4,1.6,3.2,13.2,107.0,122,,agbajoc01,19.667,Guard,0.567,0.083,0.531,1.437,0.141,1.061,2.7,0.279
203,Ochai Agbaji,23,TOR,SG,27,18,638,5.4,13.9,0.391,1.1,5.2,0.217,4.3,8.7,0.496,0.432,1.7,2.7,0.611,3.0,3.9,6.8,2.7,1.5,1.1,2.3,3.9,13.7,95.0,120,,agbajoc01,23.63,Guard,0.374,0.194,0.454,1.174,0.134,0.908,2.6,0.435
204,Julius Randle,29,NYK,PF,46,46,1630,12.2,25.9,0.472,2.4,7.5,0.311,9.9,18.3,0.539,0.518,7.3,9.3,0.781,3.1,10.0,13.1,7.1,0.8,0.4,4.9,3.9,34.1,113.0,114,AS,randlju01,35.435,Forward,0.29,0.359,0.568,1.449,0.169,1.137,1.2000000000000002,0.237
205,Precious Achiuwa,24,2TM,PF,74,18,1624,7.2,14.4,0.501,0.8,3.0,0.268,6.4,11.4,0.562,0.529,2.1,3.4,0.616,5.9,9.1,14.9,3.0,1.4,2.1,2.5,4.4,17.3,114.0,112,,achiupr01,21.946,Forward,0.208,0.236,0.544,1.2,0.14,1.088,3.5,0.393
206,Precious Achiuwa,24,TOR,C,25,0,437,8.6,18.8,0.459,1.4,5.2,0.277,7.2,13.6,0.528,0.497,2.7,4.6,0.571,5.5,9.5,15.0,4.9,1.8,1.3,3.2,4.4,21.3,106.0,116,,achiupr01,17.48,Center,0.277,0.245,0.511,1.531,0.169,1.023,3.1,0.367
207,Precious Achiuwa,24,NYK,PF,49,18,1187,6.7,12.7,0.525,0.6,2.1,0.26,6.1,10.6,0.578,0.547,1.9,3.0,0.643,6.0,8.9,14.9,2.3,1.3,2.4,2.3,4.4,15.8,118.0,111,,achiupr01,24.224,Forward,0.165,0.236,0.563,1.0,0.124,1.127,3.7,0.403
208,Santi Aldama,23,MEM,PF,61,35,1618,7.5,17.2,0.435,3.2,9.2,0.349,4.3,8.0,0.534,0.528,1.6,2.6,0.621,2.2,8.5,10.6,4.2,1.3,1.6,2.1,2.7,19.8,109.0,114,,aldamsa01,26.525,Forward,0.535,0.151,0.54,2.0,0.17,1.079,2.9000000000000004,0.206
209,Cameron Johnson,27,BRK,PF,58,47,1599,8.5,19.2,0.446,4.3,10.9,0.391,4.3,8.2,0.519,0.557,2.7,3.4,0.789,1.7,6.1,7.8,4.3,1.5,0.5,1.8,3.3,24.0,118.0,117,,johnsca02,27.569,Forward,0.568,0.177,0.58,2.389,0.16,1.16,2.0,0.218
210,Malaki Branham,20,SAS,PG,75,29,1594,8.1,18.7,0.432,2.8,8.0,0.347,5.3,10.7,0.494,0.506,1.6,1.9,0.873,0.8,3.6,4.4,4.6,0.8,0.2,2.7,2.8,20.5,101.0,121,,branhma01,21.253,Guard,0.428,0.102,0.525,1.704,0.171,1.049,1.0,0.182
211,Paul Reed,24,PHI,C,82,24,1590,8.0,14.9,0.54,0.6,1.8,0.368,7.4,13.1,0.563,0.561,1.9,2.6,0.718,6.0,9.1,15.1,3.4,2.1,2.6,2.1,6.1,18.6,123.0,110,,reedpa01,19.39,Center,0.121,0.174,0.58,1.619,0.158,1.159,4.7,0.397
212,Ausar Thompson,21,DET,SF,63,38,1583,7.1,14.6,0.483,0.6,3.4,0.186,6.4,11.2,0.575,0.505,2.2,3.6,0.597,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,107.0,115,,thompau01,25.127,Forward,0.233,0.247,0.522,1.385,0.161,1.044,3.9000000000000004,0.32
213,Anfernee Simons,24,POR,SG,46,46,1582,11.2,26.1,0.43,4.9,12.6,0.385,6.4,13.5,0.472,0.523,5.1,5.6,0.916,0.7,4.5,5.2,8.0,0.7,0.2,3.9,3.1,32.4,113.0,121,,simonan01,34.391,Guard,0.483,0.215,0.567,2.051,0.198,1.134,0.8999999999999999,0.135
214,Kevin Huerter,25,SAC,SG,64,59,1562,7.7,17.4,0.443,3.8,10.6,0.361,3.9,6.8,0.571,0.553,1.1,1.5,0.766,1.2,5.8,7.0,5.2,1.4,0.7,1.6,4.2,20.4,116.0,116,,huertke01,24.406,Guard,0.609,0.086,0.565,3.25,0.209,1.13,2.0999999999999996,0.171
215,Bennedict Mathurin,21,IND,SF,59,19,1538,9.1,20.3,0.446,2.5,6.6,0.374,6.6,13.8,0.481,0.507,5.6,6.9,0.821,1.8,5.3,7.2,3.7,1.1,0.4,3.0,3.6,26.3,110.0,121,,mathube01,26.068,Forward,0.325,0.34,0.564,1.233,0.123,1.127,1.5,0.254
216,Evan Mobley,22,CLE,PF,50,50,1532,10.3,17.8,0.58,0.7,1.9,0.373,9.6,15.9,0.604,0.6,4.0,5.5,0.719,3.6,11.5,15.1,5.2,1.5,2.3,2.9,4.3,25.3,122.0,109,,mobleev01,30.64,Forward,0.107,0.309,0.626,1.793,0.184,1.251,3.8,0.238
217,Chris Paul,38,GSW,PG,58,18,1531,6.5,14.8,0.441,2.5,6.6,0.371,4.0,8.1,0.498,0.525,1.4,1.6,0.827,0.6,6.5,7.1,12.4,2.2,0.2,2.4,3.4,16.8,124.0,115,,paulch01,26.397,Guard,0.446,0.108,0.542,5.167,0.409,1.084,2.4000000000000004,0.085
218,Russell Westbrook,35,LAC,PG,68,11,1529,9.7,21.4,0.454,1.4,5.0,0.273,8.4,16.4,0.509,0.486,3.6,5.2,0.688,3.0,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,107.0,113,6MOY-7,westbru01,22.485,Guard,0.234,0.243,0.513,2.152,0.259,1.026,3.0999999999999996,0.27
219,Nicolas Batum,35,2TM,PF,60,38,1529,3.7,8.2,0.453,2.3,6.0,0.395,1.4,2.3,0.606,0.596,0.5,0.7,0.714,2.3,5.7,8.0,4.1,1.5,1.2,1.3,3.5,10.3,126.0,115,,batumni01,25.483,Forward,0.732,0.085,0.605,3.154,0.295,1.211,2.7,0.288
220,Nicolas Batum,35,LAC,PF,3,0,54,2.7,7.3,0.375,1.8,6.4,0.286,0.9,0.9,1.0,0.5,0.0,0.0,,0.0,6.4,6.4,4.6,2.7,3.7,0.9,4.6,7.3,112.0,110,,batumni01,18.0,Forward,0.877,0.0,0.5,5.111,0.359,1.0,6.4,0.0
221,Nicolas Batum,35,PHI,PF,57,38,1475,3.8,8.3,0.456,2.4,5.9,0.399,1.4,2.3,0.6,0.599,0.5,0.7,0.714,2.3,5.7,8.0,4.1,1.5,1.1,1.3,3.5,10.4,127.0,115,,batumni01,25.877,Forward,0.711,0.084,0.604,3.154,0.293,1.208,2.6,0.288
222,Zach Collins,26,SAS,C,69,29,1526,9.3,19.2,0.484,1.8,5.6,0.32,7.5,13.5,0.552,0.531,3.8,5.0,0.753,3.7,7.8,11.5,6.0,1.1,1.6,4.1,6.4,24.1,108.0,116,,colliza01,22.116,Center,0.292,0.26,0.563,1.463,0.19,1.126,2.7,0.322
223,Josh Green,23,DAL,SG,57,33,1505,5.7,11.9,0.479,2.3,6.0,0.385,3.4,6.0,0.572,0.575,1.2,1.8,0.684,1.3,4.6,5.9,4.1,1.5,0.3,1.9,3.4,15.0,115.0,117,,greenjo02,26.404,Guard,0.504,0.151,0.591,2.158,0.219,1.182,1.8,0.22
224,Walker Kessler,22,UTA,C,64,22,1493,7.4,11.3,0.654,0.1,0.6,0.211,7.3,10.7,0.68,0.66,1.8,3.0,0.602,5.3,10.2,15.5,1.9,1.0,5.0,2.1,4.3,16.7,128.0,114,,kesslwa01,23.328,Center,0.053,0.265,0.662,0.905,0.114,1.323,6.0,0.342
225,Draymond Green,33,GSW,PF,55,52,1490,6.0,12.1,0.497,1.7,4.2,0.395,4.4,7.9,0.551,0.566,1.8,2.4,0.73,2.5,10.5,12.9,10.8,1.8,1.5,4.4,5.4,15.4,116.0,112,,greendr01,27.091,Forward,0.347,0.198,0.585,2.455,0.381,1.171,3.3,0.192
226,Peyton Watson,21,DEN,SF,80,4,1488,6.9,14.9,0.465,1.5,5.1,0.296,5.4,9.8,0.553,0.516,2.4,3.5,0.67,1.9,6.7,8.6,2.9,1.4,2.9,1.9,4.8,17.7,108.0,111,,watsope01,18.6,Forward,0.342,0.235,0.538,1.526,0.137,1.077,4.3,0.221
227,Matisse Thybulle,26,POR,SF,65,19,1487,4.2,10.5,0.397,2.7,7.7,0.346,1.5,2.9,0.535,0.524,0.7,1.0,0.759,1.0,3.5,4.5,3.0,3.8,1.6,1.3,3.1,11.8,111.0,114,,thybuma01,22.877,Forward,0.733,0.095,0.539,2.308,0.197,1.079,5.4,0.222
228,Khris Middleton,32,MIL,SF,55,55,1487,10.2,20.8,0.493,3.0,8.0,0.381,7.2,12.8,0.563,0.566,3.2,3.9,0.833,1.3,7.0,8.3,9.4,1.6,0.5,4.1,4.6,26.8,115.0,116,,middlkh01,27.036,Forward,0.385,0.188,0.595,2.293,0.261,1.19,2.1,0.157
229,Bojan Bogdanović,34,2TM,PF,57,27,1478,10.2,22.6,0.454,4.4,11.1,0.398,5.8,11.5,0.507,0.551,3.9,4.9,0.785,0.7,4.3,5.0,3.2,1.0,0.2,3.3,3.1,28.8,108.0,120,6MOY-9,bogdabo02,25.93,Forward,0.491,0.217,0.582,0.97,0.102,1.163,1.2,0.14
230,Bojan Bogdanović,34,DET,PF,28,27,921,10.4,22.2,0.468,4.5,10.8,0.415,5.9,11.4,0.518,0.569,4.2,5.4,0.779,0.7,4.2,4.9,3.7,1.2,0.2,3.3,3.0,29.5,110.0,121,,bogdabo02,32.893,Forward,0.486,0.243,0.6,1.121,0.117,1.2,1.4,0.143
231,Bojan Bogdanović,34,NYK,SF,29,0,557,10.0,23.2,0.43,4.3,11.5,0.37,5.7,11.7,0.488,0.521,3.3,4.1,0.8,0.8,4.4,5.3,2.4,0.6,0.1,3.4,3.4,27.4,104.0,118,,bogdabo02,19.207,Forward,0.496,0.177,0.548,0.706,0.078,1.096,0.7,0.154
232,Julian Champagnie,22,SAS,SF,74,59,1468,5.3,13.0,0.408,3.3,9.0,0.365,2.0,4.0,0.504,0.534,2.4,3.0,0.815,1.4,5.3,6.7,3.3,1.6,1.4,1.8,2.5,16.3,111.0,117,,champju02,19.838,Forward,0.692,0.231,0.569,1.833,0.17,1.138,3.0,0.209
233,Patrick Beverley,35,2TM,PG,73,13,1462,5.3,12.6,0.417,2.0,6.0,0.337,3.2,6.6,0.49,0.497,2.5,3.0,0.822,1.6,6.3,8.0,7.1,1.4,1.0,2.2,4.3,15.0,116.0,115,,beverpa01,20.027,Guard,0.476,0.238,0.539,3.227,0.306,1.078,2.4,0.203
234,Patrick Beverley,35,PHI,PG,47,5,919,5.6,12.9,0.432,1.9,5.8,0.321,3.7,7.1,0.523,0.504,2.7,3.4,0.81,1.6,6.2,7.8,7.7,1.3,1.0,2.6,4.4,15.7,115.0,116,,beverpa01,19.553,Guard,0.45,0.264,0.545,2.962,0.312,1.091,2.3,0.205
235,Patrick Beverley,35,MIL,PG,26,8,543,4.8,12.2,0.391,2.3,6.4,0.361,2.5,5.8,0.424,0.486,2.0,2.4,0.852,1.7,6.6,8.3,6.0,1.7,1.2,1.4,4.0,13.9,118.0,115,,beverpa01,20.885,Guard,0.525,0.197,0.524,4.286,0.29,1.049,2.9,0.205
236,Amir Coffey,26,LAC,SF,70,13,1460,5.6,11.9,0.472,2.4,6.2,0.38,3.2,5.7,0.571,0.571,2.1,2.4,0.859,1.0,4.0,5.0,2.6,1.4,0.5,1.1,3.4,15.7,122.0,118,,coffeam01,20.857,Forward,0.521,0.202,0.606,2.364,0.156,1.212,1.9,0.2
237,Isaiah Joe,24,OKC,SG,78,1,1445,7.4,16.1,0.458,4.9,11.7,0.416,2.5,4.4,0.568,0.609,1.5,1.7,0.865,1.1,4.9,6.0,3.3,1.5,0.7,1.6,2.9,21.2,121.0,115,,joeis01,18.526,Guard,0.727,0.106,0.629,2.062,0.152,1.258,2.2,0.183
238,Desmond Bane,25,MEM,SG,42,42,1443,12.2,26.3,0.464,4.6,12.2,0.381,7.6,14.1,0.536,0.552,4.7,5.5,0.87,1.2,5.0,6.3,7.8,1.5,0.7,3.8,4.1,33.8,114.0,116,,banede01,34.357,Guard,0.464,0.209,0.588,2.053,0.193,1.177,2.2,0.194
239,Vince Williams Jr.,23,MEM,SG,52,33,1436,5.8,12.9,0.446,2.7,7.1,0.378,3.1,5.8,0.529,0.55,3.5,4.4,0.8,2.0,7.9,9.9,6.0,1.6,1.2,3.1,4.6,17.7,114.0,114,,willivi01,27.615,Guard,0.55,0.341,0.597,1.935,0.251,1.193,2.8,0.202
240,Isaiah Stewart,22,DET,PF,46,45,1423,6.3,12.9,0.487,2.3,5.9,0.383,4.0,7.0,0.575,0.575,2.2,2.9,0.753,2.5,7.8,10.3,2.5,0.6,1.3,2.2,3.3,17.0,114.0,119,,stewais01,30.935,Forward,0.457,0.225,0.6,1.136,0.132,1.199,1.9,0.243
241,Moritz Wagner,26,ORL,C,80,1,1415,11.6,19.3,0.601,1.3,4.0,0.33,10.3,15.3,0.673,0.636,5.8,7.1,0.814,4.1,8.0,12.1,3.4,1.4,0.7,3.4,5.6,30.4,126.0,112,,wagnemo01,17.688,Center,0.207,0.368,0.678,1.0,0.116,1.356,2.0999999999999996,0.339
242,Tyler Herro,24,MIA,SG,42,40,1407,11.5,26.1,0.441,4.7,11.8,0.396,6.8,14.3,0.478,0.531,3.4,3.9,0.856,0.7,7.2,7.9,6.7,1.1,0.1,3.3,2.2,31.0,108.0,114,,herroty01,33.5,Guard,0.452,0.149,0.557,2.03,0.177,1.114,1.2000000000000002,0.089
