Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
512,Jordan McLaughlin,28,SAC,PG,28,0,190,4.1,11.2,0.364,2.5,6.6,0.385,1.5,4.6,0.333,0.477,2.8,4.1,0.688,1,4.3,5.3,6.1,2.8,0,2.8,3.3,13.5,106,115,,mclaujo01
513,Jordan McLaughlin,28,SAS,PG,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,24.2,0,0,0,12.1,0,233,125,,mclaujo01
514,Jevon Carter,29,CHI,PG,26,0,188,8.2,20.3,0.402,5.2,14.4,0.362,3,5.9,0.5,0.53,1.5,2,0.75,0.5,5.7,6.2,6.4,1.7,0.2,2.2,2,23.1,109,118,,carteje01
515,Pat Spencer,28,GSW,PG,24,0,175,7.7,19.1,0.406,0.6,3.3,0.167,7.2,15.8,0.456,0.42,3,4.2,0.733,2.8,6.4,9.1,10,2.8,0.8,3.6,4.4,19.1,103,111,,spencpa01
516,Kobe Brown,25,LAC,PF,23,0,174,7.3,14.6,0.5,1.1,5.1,0.222,6.2,9.6,0.647,0.538,1.1,1.4,0.8,4.2,9,13.2,4.5,0.8,0.6,2,4.2,16.9,118,111,,brownko01
517,Jarred Vanderbilt,25,LAL,PF,11,0,168,3.8,8.5,0.448,0.6,2.3,0.25,3.2,6.1,0.524,0.483,1.2,2.9,0.4,5.8,11.7,17.5,3.8,3.8,0.3,2.9,5.8,9.3,106,107,,vandeja01
518,Jaylen Nowell,25,NOP,SG,8,0,168,7.5,21,0.356,2.3,7.8,0.296,5.2,13.2,0.391,0.411,2,3.2,0.636,1.7,4,5.7,5.2,0.3,1.1,2.3,2.6,19.2,94,125,,nowelja01
519,Marvin Bagley III,25,2TM,PF,20,1,168,10.7,20,0.535,0.6,2.8,0.2,10.1,17.2,0.59,0.549,4.2,6.5,0.652,7.6,8.2,15.8,2,2,1.4,3.1,3.4,26.2,113,117,,baglema01
520,Marvin Bagley III,25,WAS,C,19,1,166,10.8,20.2,0.535,0.6,2.9,0.2,10.3,17.4,0.59,0.549,4.3,6.6,0.652,7.7,8.3,16,2,2,1.4,3.1,3.4,26.5,113,117,,baglema01
521,Marvin Bagley III,25,MEM,PF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,121,,baglema01
522,Devin Carter,22,SAC,PG,17,0,161,5.7,18.3,0.311,2.4,9.3,0.258,3.3,9,0.367,0.377,3.9,5.4,0.722,1.8,10.2,12,6.3,1.5,0.9,2.4,4.2,17.7,98,114,,cartede02
523,Brandon Williams,25,DAL,PG,19,0,160,7.3,16.1,0.453,2.7,6.7,0.409,4.5,9.4,0.484,0.538,3.9,5.2,0.765,0.6,3.9,4.5,6.7,1.5,0.3,3.9,3.6,21.2,109,117,,willibr03
524,Dante Exum,29,DAL,PG,8,6,159,9.8,18.9,0.516,2.7,6.4,0.429,7,12.5,0.561,0.589,4,6.4,0.619,0.6,3.7,4.3,9.2,1.8,0.6,2.7,3.4,26.2,123,117,,exumda01
525,Jaden Springer,22,2TM,SG,28,0,156,4.7,11.7,0.405,2.2,6.3,0.35,2.5,5.4,0.471,0.5,5.4,7.3,0.739,1.6,6.6,8.2,3.8,3.8,0.3,1.9,5.7,17.1,118,107,,sprinja01
526,Jaden Springer,22,BOS,SG,26,0,141,4.2,11.9,0.353,2.1,6.7,0.316,2.1,5.3,0.4,0.441,5.3,7.4,0.714,1.4,7,8.4,3.5,4.2,0.4,1.4,6,15.8,114,105,,sprinja01
527,Jaden Springer,22,UTA,PG,2,0,15,9.7,9.7,1,3.2,3.2,1,6.5,6.5,1,1.167,6.5,6.5,1,3.2,3.2,6.5,6.5,0,0,6.5,3.2,29,147,126,,sprinja01
528,Josh Richardson,31,MIA,SG,8,0,150,3.6,12.6,0.289,2,7.3,0.273,1.7,5.3,0.313,0.368,1.3,1.3,1,2,2,4,4,2.7,0.3,2.7,5.6,10.6,87,114,,richajo01
529,Tyler Kolek,23,NYK,PG,29,0,148,6,15.7,0.383,3.7,9.3,0.393,2.3,6.3,0.368,0.5,2,2,1,0.7,4.3,5,7.3,2.3,0.3,3,4,17.7,110,116,,kolekty01
530,Duop Reath,28,POR,C,27,0,148,7.9,19.1,0.414,3.9,12.5,0.316,3.9,6.6,0.6,0.517,2.6,3.3,0.8,3.3,5.3,8.5,2.6,0.3,1,1.6,5.6,22.4,116,120,,reathdu01
531,Bruno Fernando,26,TOR,C,17,2,147,8.6,16.1,0.531,0,0,,8.6,16.1,0.531,0.531,2,2.6,0.75,6.9,9.9,16.8,5.9,1.3,3,4.6,8.9,19.1,108,113,,fernabr01
532,Terrence Shannon Jr.,24,MIN,SG,17,0,147,7.7,16.8,0.46,1.3,5.4,0.25,6.4,11.4,0.559,0.5,2,2.7,0.75,1.7,4.4,6,5.7,1.7,0.7,2.7,2.7,18.8,108,113,,shannte01
533,Luka Garza,26,MIN,C,24,0,140,11.6,25.4,0.458,1.8,8.1,0.217,9.9,17.3,0.571,0.493,3.9,5.6,0.688,8.5,6.3,14.8,1.8,0.7,0.4,2.8,8.1,28.9,110,114,,garzalu01
534,Enrique Freeman,24,IND,PF,19,1,139,4.2,8.7,0.48,0.3,2.1,0.167,3.8,6.6,0.579,0.5,2.4,4.5,0.538,2.1,4.5,6.6,2.8,0.7,0.7,1.7,6.2,11.1,106,119,,freemen01
535,Dominick Barlow,21,ATL,SF,17,2,138,7.4,15.5,0.478,1.7,4.4,0.385,5.7,11.1,0.515,0.533,1.3,2.7,0.5,2.7,6.7,9.4,1.3,1,2.4,0.7,4,17.9,113,115,,barlodo01
536,Elijah Harkless,24,UTA,SG,10,0,138,3.9,12.3,0.314,2.5,8.8,0.28,1.4,3.5,0.4,0.414,1.1,2.1,0.5,3.2,4.2,7.4,2.8,3.5,0.4,1.1,6.3,11.2,104,117,,harklej01
537,Mouhamed Gueye,22,ATL,PF,9,5,136,7.2,19.1,0.375,1.4,9.6,0.143,5.8,9.6,0.607,0.411,2.4,3.1,0.778,2.4,8.9,11.3,1.7,3.4,3.1,0.7,3.4,18.1,99,107,,gueyemo02
538,Torrey Craig,34,2TM,SF,11,1,131,8.6,16.9,0.511,6.1,13.3,0.459,2.5,3.6,0.7,0.691,1.1,1.4,0.75,3.2,6.5,9.7,2.5,0.7,1.8,0,5.4,24.4,144,117,,craigto01
539,Torrey Craig,34,CHI,SF,9,1,113,9.1,18.6,0.489,6.2,14.4,0.429,2.9,4.1,0.7,0.656,1.2,1.6,0.75,3.3,7,10.3,2.1,0.8,0.4,0,6.2,25.6,137,119,,craigto01
540,Torrey Craig,34,BOS,SF,2,0,18,5.5,5.5,1,5.5,5.5,1,0,0,,1.5,0,0,,2.8,2.8,5.5,5.5,0,11,0,0,16.5,274,105,,craigto01
541,Colby Jones,22,SAC,SG,24,0,130,4.1,9.7,0.423,1.5,3.7,0.4,2.6,5.9,0.438,0.5,0,0,,3,5.6,8.5,2.6,2.2,2.6,2.6,4.8,9.7,98,113,,jonesco02
542,Drew Peterson,25,BOS,PF,14,0,127,4.7,9.7,0.48,3.1,7.4,0.421,1.6,2.3,0.667,0.64,2.3,2.7,0.857,1.9,8.6,10.5,4.3,0.8,0.8,1.9,4.7,14.8,132,112,,peterdr01
543,MarJon Beauchamp,24,2TM,SF,28,0,127,7.2,18.6,0.388,3,8.7,0.348,4.2,9.9,0.423,0.469,3.4,4.6,0.75,2.7,9.5,12.1,3.4,1.1,0.4,4.9,3.8,20.9,92,113,,beaucma01
544,MarJon Beauchamp,24,MIL,SF,26,0,122,7.1,18.6,0.383,2.8,8.3,0.333,4.3,10.3,0.423,0.457,3.6,4.7,0.75,2.8,9.9,12.6,3.2,1.2,0.4,5.1,3.9,20.5,90,113,,beaucma01
545,MarJon Beauchamp,24,LAC,SF,2,0,5,9.8,19.6,0.5,9.8,19.6,0.5,0,0,,0.75,0,0,,0,0,0,9.8,0,0,0,0,29.3,164,120,,beaucma01
546,Kobe Bufkin,21,ATL,SG,10,0,124,6.8,17.6,0.383,1.5,7.1,0.211,5.3,10.5,0.5,0.426,4.9,6.8,0.722,1.9,6,7.9,6.4,1.1,0.8,3,3.4,19.9,103,117,,bufkiko01
547,Cam Spencer,24,MEM,SG,10,0,121,5,11.4,0.433,1.9,6.1,0.313,3,5.3,0.571,0.517,3.4,3.4,1,1.9,4.6,6.5,6.1,1.1,0.4,1.9,4.2,15.2,128,115,,spencca01
548,De'Anthony Melton,26,GSW,SG,6,2,121,8.8,21.6,0.407,5.2,14,0.371,3.6,7.6,0.474,0.528,2,3.2,0.625,2.4,5.6,8,6.8,2.8,0.8,4,7.2,24.8,106,111,,meltode01
549,Tristan Vukcevic,21,WAS,C,15,0,117,11.3,22.2,0.509,3.6,10.5,0.346,7.7,11.7,0.655,0.591,4.4,6.1,0.733,3.6,10.5,14.2,4.9,1.2,1.2,3.2,5.3,30.7,118,117,,vukcetr01
550,Vince Williams Jr.,24,MEM,SG,7,0,110,6.7,18,0.372,1.7,8,0.211,5,10.1,0.5,0.419,2.1,4.2,0.5,4.6,8,12.6,6.3,1.3,0.8,3.4,6.7,17.2,100,112,,willivi01
551,Branden Carlson,25,OKC,C,19,0,107,8.6,17.6,0.487,6.3,14,0.452,2.3,3.6,0.625,0.667,0.9,0.9,1,2.3,9.5,11.7,2.7,0.9,2.7,1.4,5.4,24.3,132,105,,carlsbr01
552,Joe Ingles,37,MIN,SF,16,0,103,2.9,9.1,0.316,1.4,5.7,0.25,1.4,3.4,0.429,0.395,0,0,,1,4.3,5.3,9.6,1,0,3.4,4.8,7.2,96,115,,inglejo01
553,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,8,15.5,0.515,5.2,9.8,0.524,2.8,5.6,0.5,0.682,0.9,1.9,0.5,2.3,8,10.3,0.9,1.4,0.9,2.3,2.3,22,116,119,,baldwpa01
554,Damion Lee,32,PHO,SG,15,0,100,8.4,25.1,0.333,2.5,12.3,0.2,5.9,12.8,0.462,0.382,7.9,8.4,0.941,1,5.4,6.4,3.9,2,0,3,2.5,27.1,96,119,,leeda03
555,Pacome Dadiet,19,NYK,SG,14,0,95,4.7,14,0.333,3.1,8.8,0.353,1.6,5.2,0.3,0.444,1,1.6,0.667,0,7.3,7.3,2.6,1.6,1,1,2.6,13.5,98,115,,dadiepa01
556,Jordan Goodwin,26,LAL,PG,5,0,95,7.7,13.4,0.577,2.1,5.2,0.4,5.7,8.2,0.688,0.654,0.5,0.5,1,4.1,7.2,11.3,2.6,2.6,0.5,1.5,4.6,18,130,112,,goodwjo01
557,Adam Flagler,25,OKC,SG,22,0,92,6.3,28.8,0.218,3.7,23.1,0.159,2.6,5.8,0.455,0.282,0,0,,1.6,2.6,4.2,0,2.6,1,0.5,4.2,16.2,65,108,,flaglad01
558,Jae Crowder,34,SAC,PF,7,2,92,3.1,8.9,0.353,1.6,6.3,0.25,1.6,2.6,0.6,0.441,2.6,3.1,0.833,3.1,5.8,8.9,2.1,1.6,0,2.1,5.2,10.5,106,117,,crowdja01
