Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
1,Mikal Bridges,28,NYK,SF,56,56,2134,9.4,19.1,0.489,2.9,8.2,0.358,6.4,10.9,0.588,0.566,1.1,1.4,0.742,1.2,3,4.2,4.3,1.2,0.7,2,1.9,22.7,115,119,,bridgmi01
2,Anthony Edwards,23,MIN,SG,55,55,2022,12.4,28.2,0.439,5.6,13.7,0.411,6.7,14.5,0.465,0.538,6.7,8,0.838,1,6.7,7.8,6,1.6,0.9,4.6,2.5,37.1,112,111,,edwaran01
3,Josh Hart,29,NYK,SG,53,53,2003,7.4,13.3,0.556,1.5,4.3,0.337,5.9,9,0.66,0.61,3,3.7,0.812,2.9,9.7,12.6,7.5,2,0.5,2.6,3.5,19.2,131,113,,hartjo01
4,Jalen Brunson,28,NYK,PG,55,55,1931,12.7,25.8,0.491,3.2,8.2,0.394,9.4,17.6,0.536,0.553,8,9.8,0.82,0.6,3.4,4,10.5,1.3,0.1,3.4,3.1,36.6,125,119,,brunsja01
5,Jayson Tatum,26,BOS,PF,53,53,1926,12.3,27.2,0.454,4.9,13.8,0.357,7.4,13.4,0.553,0.544,6.9,8.7,0.796,0.8,11.1,11.9,7.7,1.6,0.7,3.8,2.9,36.5,117,109,,tatumja01
6,Domantas Sabonis,28,SAC,C,53,53,1911,10.7,17.8,0.6,1.4,3.2,0.452,9.2,14.6,0.633,0.641,4.4,5.8,0.749,5.5,14,19.5,8.4,0.8,0.5,4,4.7,27.1,129,114,,sabondo01
7,De'Aaron Fox,27,2TM,PG,52,52,1909,12,25.3,0.473,2.6,8.1,0.324,9.3,17.2,0.543,0.525,5.9,7.2,0.822,1.2,5.3,6.5,8.3,2,0.6,3.7,3.6,32.5,114,116,,foxde01
8,De'Aaron Fox,27,SAC,PG,45,45,1663,12,25.6,0.469,2.7,8.3,0.322,9.4,17.3,0.539,0.521,5.9,7.1,0.829,1.3,5.2,6.5,8,1.9,0.6,3.9,3.4,32.6,113,116,,foxde01
9,De'Aaron Fox,27,SAS,PG,7,7,246,11.6,23,0.504,2.4,6.9,0.343,9.2,16.1,0.573,0.556,6.1,7.9,0.775,0.6,5.5,6.1,10,2.9,0.4,2.9,4.7,31.7,122,114,,foxde01
10,Jalen Green,22,HOU,SG,57,57,1902,11.1,26,0.427,4.3,12,0.356,6.8,14,0.487,0.509,5,6,0.829,0.8,5.4,6.3,4.6,1.2,0.5,3.7,2.4,31.4,110,113,,greenja05
11,Trae Young,26,ATL,PG,52,52,1884,9.5,23.3,0.408,3.8,11.3,0.336,5.7,12,0.477,0.49,7.9,9.2,0.856,0.6,3.4,4,14.6,1.6,0.2,6.2,2.6,30.8,112,118,,youngtr01
12,Devin Booker,28,PHO,SG,50,50,1863,11.2,24.9,0.452,3.5,10.1,0.342,7.8,14.8,0.527,0.521,8.5,9.5,0.894,1.3,4,5.3,8.9,1.4,0.3,3.6,3.3,34.4,119,120,,bookede01
13,Tyler Herro,25,MIA,SG,52,52,1854,11.6,24.9,0.467,5.2,13.6,0.381,6.4,11.3,0.569,0.571,5,5.8,0.857,0.5,7.2,7.7,7.7,1.1,0.2,3.8,1.9,33.4,116,115,,herroty01
14,Keegan Murray,24,SAC,PF,53,53,1853,6.4,14.8,0.436,2.5,7.7,0.327,3.9,7,0.558,0.522,1.2,1.5,0.821,2.9,6.8,9.7,2,1.1,1.2,1.3,3.6,16.6,114,116,,murrake02
15,Christian Braun,23,DEN,SG,56,54,1847,8.4,14.6,0.574,1.4,3.8,0.367,7,10.8,0.647,0.622,3.4,4.1,0.823,1.9,5.4,7.3,3.2,1.6,0.8,1.4,3.2,21.5,132,116,,braunch01
16,Kelly Oubre Jr.,29,PHI,SF,53,50,1843,8,17.4,0.463,1.6,5.8,0.28,6.4,11.6,0.555,0.51,3.1,4,0.76,2.3,6.8,9.1,2.6,2.2,0.7,1.9,4.2,20.8,110,115,,oubreke01
17,Shai Gilgeous-Alexander,26,OKC,PG,54,54,1836,15.8,30.3,0.522,2.9,8.1,0.357,12.9,22.3,0.581,0.569,11.2,12.4,0.899,1.3,5.9,7.2,8.7,2.7,1.5,3.6,3.2,45.7,128,105,,gilgesh01
18,Nikola Jokić,29,DEN,C,51,51,1834,14.9,25.9,0.574,2.7,6.1,0.447,12.1,19.8,0.613,0.627,6.7,8.2,0.821,4.1,12.9,16.9,13.6,2.4,0.9,4.2,2.9,39.2,135,110,,jokicni01
19,DeMar DeRozan,35,SAC,SF,51,51,1833,10.9,22.3,0.491,1.4,4,0.351,9.5,18.3,0.522,0.522,6.5,7.5,0.869,0.7,4.5,5.2,5.1,1.3,0.6,1.8,2.6,29.7,121,118,,derozde01
20,Rudy Gobert,32,MIN,C,55,55,1831,6.3,9.7,0.653,0,0,,6.3,9.7,0.653,0.653,3.6,5.3,0.68,5.2,10.2,15.4,2.7,1,2.3,2,3.6,16.3,134,109,,goberru01
21,Tyrese Maxey,24,PHI,PG,48,48,1825,12.5,27.8,0.448,4.3,12.5,0.348,8.1,15.4,0.529,0.526,6.6,7.5,0.876,0.4,4.2,4.6,8,2.4,0.5,3.2,3,35.9,116,117,,maxeyty01
22,Jaden McDaniels,24,MIN,PF,57,57,1822,7,15,0.468,2,6,0.332,5.1,9.1,0.558,0.534,1.9,2.4,0.805,2.3,6.3,8.6,2.8,2.2,1.4,1.8,4.6,18,114,110,,mcdanja02
23,Cade Cunningham,23,DET,PG,51,51,1807,13,28.3,0.458,3,8.6,0.352,9.9,19.7,0.504,0.511,5.7,6.7,0.849,1.2,7.3,8.5,12.9,1.3,1,6,3.6,34.7,111,113,,cunnica01
24,OG Anunoby,27,NYK,PF,50,50,1804,8.3,17.3,0.48,2.8,7.8,0.365,5.5,9.5,0.575,0.562,2.6,3.3,0.792,1.7,4.6,6.3,2.7,1.9,1.2,1.8,3.1,22.1,117,116,,anunoog01
25,Tyrese Haliburton,24,IND,PG,53,53,1801,8.8,19.6,0.451,4.1,11.2,0.368,4.7,8.4,0.56,0.556,3.5,4.2,0.846,0.9,4.2,5.1,12,1.8,0.9,2.5,1.9,25.3,125,117,,halibty01
26,Nikola Vučević,34,CHI,C,56,56,1799,11.3,21.2,0.533,2.6,6.6,0.387,8.8,14.6,0.599,0.593,2.5,3.1,0.817,3.4,11.5,14.9,4.9,1.3,1,2.5,3.5,27.7,121,114,,vucevni01
27,Jamal Murray,27,DEN,PG,50,50,1799,10.6,22.2,0.475,3.1,7.9,0.392,7.5,14.3,0.52,0.544,4.1,4.7,0.87,0.8,4.3,5.1,8.1,1.9,0.7,2.9,2.6,28.3,118,116,,murraja01
28,Michael Porter Jr.,26,DEN,SF,54,54,1790,10.2,19.8,0.515,3.8,9.1,0.412,6.4,10.7,0.603,0.61,2.8,3.8,0.75,2.6,7,9.6,3.1,0.9,0.7,2,2.7,26.9,124,117,,portemi01
29,Pascal Siakam,30,IND,PF,54,54,1789,11.5,21.8,0.526,2.5,6.1,0.407,9,15.8,0.572,0.583,4.5,5.8,0.773,2.5,8,10.5,4.9,1.4,0.7,1.8,3.8,29.9,124,116,,siakapa01
30,James Harden,35,LAC,PG,52,52,1788,9,22.8,0.394,4,11.7,0.339,5,11.1,0.452,0.481,8.7,9.8,0.886,0.9,7.3,8.2,12.2,2.1,0.9,6.4,3,30.6,110,109,,hardeja01
31,Karl-Anthony Towns,29,NYK,C,51,51,1782,12.7,23.8,0.534,2.9,6.8,0.427,9.8,17,0.577,0.595,6.7,8.1,0.836,4.3,14.6,18.9,4.6,1.5,1.1,3.7,4.9,35,125,110,,townska01
32,Toumani Camara,24,POR,PF,55,55,1779,5.9,12.8,0.458,2.3,6.2,0.372,3.6,6.6,0.539,0.548,1.7,2.3,0.759,3.4,5.6,9,3.1,2.2,1,2.2,4.5,15.7,115,115,,camarto01
33,Derrick White,30,BOS,SG,53,53,1776,8.1,18.4,0.442,4.9,13,0.378,3.2,5.4,0.593,0.575,2.7,3.2,0.842,1.3,5.1,6.4,6.3,1.2,1.6,2.4,2.7,23.8,122,112,,whitede01
34,Bam Adebayo,27,MIA,C,52,52,1771,9.5,20,0.474,1.1,3.8,0.296,8.4,16.2,0.516,0.502,4.4,6,0.734,3.8,11,14.8,6.5,1.8,1.1,3.2,3.2,24.5,112,110,,adebaba01
35,LeBron James,40,LAL,SF,51,51,1764,13.4,25.9,0.518,3.2,8.2,0.395,10.2,17.7,0.574,0.58,4.9,6.4,0.769,1.2,9.7,11,12.5,1.3,0.8,5.5,2,34.9,116,113,,jamesle01
36,Dillon Brooks,29,HOU,SF,54,54,1741,7.3,17.6,0.414,3.5,9.1,0.388,3.7,8.5,0.442,0.514,2.1,2.6,0.826,1.8,4.1,5.9,2.4,1.2,0.3,1.5,5.2,20.2,115,114,,brookdi01
37,Amen Thompson,22,HOU,SF,54,27,1735,8.1,14.8,0.548,0.5,2,0.271,7.6,12.9,0.59,0.566,4.3,6,0.71,4.1,8.2,12.3,5.2,2.1,1.9,3.2,3.6,21.1,121,107,,thompam01
38,Austin Reaves,26,LAL,SG,50,50,1734,8.8,19.7,0.446,3.6,10.1,0.36,5.2,9.6,0.537,0.538,6,6.9,0.865,1.2,4.9,6.1,8.7,1.6,0.4,3.5,2.9,27.1,118,116,,reaveau01
39,Dyson Daniels,21,ATL,SG,51,51,1732,7.9,16.8,0.467,1.5,4.6,0.327,6.4,12.2,0.52,0.512,1.7,2.7,0.62,2.3,5.3,7.6,5.5,4.1,1.1,2.5,3.4,18.9,108,110,,daniedy01
40,Tobias Harris,32,DET,PF,54,54,1722,7.9,17,0.466,1.9,5.7,0.33,6,11.3,0.535,0.521,3,3.4,0.876,1.4,7.6,9,3.4,1.4,1.2,1.7,2.8,20.7,116,113,,harrito02
41,Brook Lopez,36,MIL,C,54,54,1712,7,14.7,0.48,2.9,7.7,0.375,4.2,7,0.594,0.578,1.9,2.3,0.819,1.9,5.5,7.4,2.6,1.1,3,1.5,3.3,18.9,118,113,,lopezbr01
42,Anfernee Simons,25,POR,SG,53,53,1709,9.9,23.2,0.424,4.6,12.2,0.372,5.3,11,0.482,0.522,3.7,4.2,0.89,0.5,3.7,4.1,7.5,1.2,0.1,3.2,2.7,28,114,120,,simonan01
43,Bilal Coulibaly,20,WAS,SF,51,51,1703,6.3,15,0.417,1.5,5.5,0.278,4.7,9.5,0.497,0.468,3.4,4.5,0.753,2.1,5.1,7.2,5,1.8,1,2.9,3.4,17.4,103,120,,coulibi01
44,Ivica Zubac,27,LAC,C,53,53,1694,10.4,16.9,0.612,0,0,,10.4,16.9,0.612,0.612,2.7,4.2,0.633,5.8,13.5,19.4,3.8,1.3,1.8,2.6,3,23.4,125,106,,zubaciv01
45,Jalen Williams,23,OKC,SG,52,52,1690,12,25.1,0.478,2.5,7.3,0.349,9.5,17.9,0.53,0.528,4.5,5.8,0.777,1.3,6.9,8.2,7.5,2.6,1.1,3.3,3.5,31,114,105,,willija06
46,Zach LaVine,29,2TM,SF,49,49,1689,11.4,22.9,0.5,4.2,9.9,0.419,7.3,12.9,0.562,0.591,4.9,5.9,0.818,0.4,5.9,6.2,6.2,1.3,0.3,3.9,2.2,31.9,114,118,,lavinza01
47,Zach LaVine,29,CHI,SF,42,42,1432,11.8,23.1,0.511,4.4,9.9,0.446,7.4,13.2,0.56,0.607,4.7,5.9,0.797,0.4,6.2,6.6,6.2,1.3,0.3,3.9,2.1,32.8,115,118,,lavinza01
48,Zach LaVine,29,SAC,SG,7,7,257,9.2,21.4,0.43,2.6,10,0.264,6.6,11.5,0.574,0.491,5.6,6,0.938,0.4,3.9,4.3,6.2,1.3,0.2,3.6,2.6,26.7,109,119,,lavinza01
49,Alperen Şengün,22,HOU,C,54,54,1686,11.7,24,0.487,0.5,2.3,0.228,11.2,21.7,0.515,0.498,5.8,8.3,0.692,5.2,11.3,16.4,7.6,1.8,1.2,3.8,4.4,29.7,115,107,,sengual01
50,Kentavious Caldwell-Pope,31,ORL,SG,55,55,1667,5,12.1,0.41,2.3,7.6,0.307,2.6,4.5,0.583,0.506,1.9,2.2,0.867,0.6,2.8,3.5,2.9,2.4,0.8,1.4,3.2,14.2,110,111,,caldwke01
51,Donovan Mitchell,28,CLE,SG,53,53,1652,13,28.5,0.455,5.6,14.1,0.394,7.4,14.4,0.515,0.553,5.4,6.5,0.827,1.1,5.6,6.7,7.3,2.1,0.3,3.1,3,36.9,119,112,,mitchdo01
52,Jaylen Brown,28,BOS,SF,47,47,1651,12,25.9,0.462,2.7,8.4,0.324,9.2,17.5,0.528,0.514,5.6,7.4,0.75,2.1,6.4,8.5,6.8,1.7,0.4,3.7,3.6,32.2,112,112,,brownja02
53,Kyrie Irving,32,DAL,SG,45,45,1646,12,25,0.478,3.9,9.5,0.414,8,15.5,0.518,0.557,5.1,5.6,0.906,1.5,4.7,6.3,6.3,1.7,0.5,3,2.7,33,120,116,,irvinky01
54,Damian Lillard,34,MIL,PG,45,45,1638,10.4,23.1,0.447,4.6,12,0.379,5.8,11.1,0.521,0.546,8.5,9.2,0.92,0.7,5.6,6.3,9.9,1.6,0.3,3.9,2.4,33.8,122,115,,lillada01
55,Coby White,24,CHI,SG,50,50,1635,8.7,20.2,0.429,4.2,11.5,0.368,4.4,8.7,0.51,0.534,4.2,4.7,0.896,0.5,4.2,4.7,6.6,1.3,0.3,3.4,3.1,25.8,111,119,,whiteco01
56,Bennedict Mathurin,22,IND,SF,52,44,1631,9,18.8,0.477,2.3,6.4,0.356,6.7,12.4,0.539,0.538,5.2,6.4,0.82,1.9,6.7,8.6,2.9,0.9,0.6,2.8,3.6,25.5,111,117,,mathube01
57,Darius Garland,25,CLE,PG,54,54,1625,12.1,24.6,0.493,4.7,11,0.425,7.5,13.6,0.549,0.589,5,5.7,0.871,0.9,3.1,4,10.6,1.9,0.3,4,3.2,34,124,114,,garlada01
58,Carlton Carrington,19,WAS,PG,55,39,1618,5.4,13.2,0.408,2.6,7.5,0.353,2.7,5.7,0.48,0.508,1.2,1.4,0.833,0.6,5.7,6.3,6.3,1.2,0.3,2.5,3.8,14.6,106,122,,carrica01
59,Tyus Jones,28,PHO,PG,55,54,1613,6.7,15.1,0.444,3.4,8.5,0.397,3.4,6.7,0.502,0.554,1.3,1.5,0.878,0.9,3.2,4.2,9.9,1.5,0.2,2.3,1.6,18.1,121,121,,jonesty01
60,Jaren Jackson Jr.,25,MEM,C,54,54,1605,12.7,25.8,0.492,2.9,8.1,0.357,9.8,17.7,0.554,0.548,7.1,9.1,0.776,2.2,7.2,9.3,3.4,2,2.6,3.5,5.3,35.4,116,109,,jacksja02
61,Jarrett Allen,26,CLE,C,56,56,1604,9.3,13.2,0.706,0,0.1,0,9.3,13.1,0.711,0.706,4.1,5.5,0.745,4.5,12.8,17.4,3.3,1.5,1.6,1.9,2.5,22.7,143,107,,allenja01
62,Fred VanVleet,30,HOU,PG,45,45,1596,6.9,17.9,0.387,3.7,10.6,0.344,3.3,7.3,0.45,0.489,2.6,3.1,0.824,0.9,4.4,5.3,8,2.2,0.6,2.1,3.4,20.1,117,111,,vanvlfr01
63,Kevin Durant,36,PHO,PF,43,43,1572,13.3,24.9,0.536,3.2,7.9,0.409,10.1,17,0.595,0.601,6.7,8.1,0.827,0.5,7.6,8.1,5.7,1.1,1.8,4,2.3,36.7,117,117,,duranke01
64,Chris Paul,39,SAS,PG,54,54,1565,5.1,12.3,0.413,2.9,8,0.359,2.2,4.3,0.514,0.53,2.2,2.3,0.947,0.7,5.9,6.6,13.4,2.2,0.3,2.5,3.1,15.2,127,116,,paulch01
65,Malik Monk,26,SAC,SG,48,35,1564,9.8,22.2,0.441,3.3,10.2,0.324,6.5,12,0.54,0.515,3.7,4.3,0.877,0.6,4.9,5.6,8.6,1.5,1,3.3,4,26.6,112,117,,monkma01
66,Julius Randle,30,MIN,PF,48,48,1564,10,21.2,0.47,2.2,7,0.321,7.7,14.3,0.542,0.522,6.4,7.9,0.811,3.2,7.6,10.9,6.7,1.1,0.3,4.3,3.8,28.5,115,113,,randlju01
67,Rui Hachimura,26,LAL,PF,48,48,1548,7.8,15.2,0.508,2.6,6.2,0.415,5.2,9.1,0.571,0.592,2.3,3,0.771,2.2,5.7,8,2.3,1.3,0.7,1.4,2.8,20.4,122,116,,hachiru01
68,Deni Avdija,24,POR,SF,54,36,1547,8.3,17.8,0.466,2.5,7.4,0.342,5.8,10.5,0.553,0.536,5.9,7.7,0.771,2,8.6,10.6,5.9,1.7,0.9,4.2,4,25.1,113,114,,avdijde01
69,Malik Beasley,28,DET,SG,56,12,1540,10.1,22.9,0.439,6.9,16.4,0.42,3.2,6.5,0.488,0.59,1.9,2.9,0.681,1,3.9,4.9,3,1.7,0.1,1.9,2.6,29,118,116,,beaslma01
70,Payton Pritchard,27,BOS,PG,55,0,1538,8.8,18.7,0.471,5.7,13.8,0.415,3.1,4.9,0.629,0.624,1.6,2,0.836,2.3,4.3,6.7,6.2,1.5,0.3,1.8,2.8,24.9,131,113,,pritcpa01
71,Josh Giddey,22,CHI,PG,53,53,1535,7.6,16.8,0.451,2.3,6.3,0.361,5.3,10.5,0.506,0.519,2.9,3.8,0.774,2.8,9,11.7,10.3,1.8,1,4.3,2.7,20.4,112,115,,giddejo01
72,Victor Wembanyama,21,SAS,C,46,46,1527,12.9,27.1,0.476,4.5,12.8,0.352,8.4,14.4,0.586,0.559,5,6,0.836,2.6,13.4,16,5.3,1.6,5.6,4.7,3.3,35.3,109,106,,wembavi01
73,Stephen Curry,36,GSW,PG,47,47,1514,11.7,26.9,0.436,6.6,16.8,0.39,5.2,10.1,0.511,0.558,5.2,5.6,0.925,0.8,5.9,6.7,9.1,1.6,0.7,4.3,1.9,35.1,116,114,,curryst01
74,Norman Powell,31,LAC,SG,45,45,1511,12.3,24.7,0.496,4.9,11.4,0.428,7.4,13.3,0.555,0.595,5.9,7.1,0.819,0.5,4.6,5.2,3.2,1.9,0.3,3,2.8,35.3,118,112,,powelno01
75,Jordan Poole,25,WAS,SG,48,48,1506,10.3,24.7,0.416,5.2,14.2,0.367,5.1,10.5,0.481,0.521,5.9,6.7,0.874,0.8,4.1,4.8,7.4,2.1,0.7,5,4.9,31.6,106,120,,poolejo01
76,Harrison Barnes,32,SAS,PF,54,54,1505,6.9,14,0.494,2.8,6.7,0.411,4.1,7.3,0.571,0.593,3.5,4.3,0.807,2.5,4.7,7.2,3.1,0.6,0.3,1,1.6,20.1,131,120,,barneha02
77,Naz Reid,25,MIN,C,56,9,1502,10,20.6,0.486,4.1,10.1,0.406,5.9,10.5,0.564,0.586,2.7,3.4,0.798,1.9,8.5,10.4,3.8,1.4,1.7,2.2,4.4,26.9,120,110,,reidna01
78,Evan Mobley,23,CLE,PF,50,50,1496,11.5,20.1,0.572,1.7,4.5,0.379,9.8,15.6,0.627,0.614,5,6.6,0.762,3.6,11.2,14.7,4.8,1.4,2.5,3,3.3,29.7,126,107,,mobleev01
79,Jalen Wilson,24,BRK,PF,55,15,1495,5.8,14.7,0.396,2.6,8.2,0.316,3.2,6.5,0.497,0.484,2.8,3.4,0.824,2,4.5,6.5,3.5,1,0.1,2.1,3.8,17,107,118,,wilsoja03
80,Scottie Barnes,23,TOR,PF,43,43,1491,10.5,23.6,0.445,1.8,6.9,0.264,8.7,16.7,0.519,0.483,5,6.5,0.774,2.1,8.9,11,8.7,2,1.6,4.1,2.8,27.8,107,114,,barnesc01
81,Luguentz Dort,25,OKC,SF,51,51,1477,5.8,13.6,0.43,3.7,9.2,0.404,2.1,4.4,0.485,0.567,1.1,1.3,0.825,2.3,4.6,6.9,2.7,1.8,1,1.1,5.1,16.5,122,108,,dortlu01
82,Giannis Antetokounmpo,30,MIL,PF,43,43,1474,17.6,28.8,0.61,0.2,1.1,0.176,17.4,27.7,0.628,0.614,8.6,14.9,0.577,3.1,13.6,16.8,8.1,1,1.8,4.9,3.6,43.9,118,109,,antetgi01
83,Tim Hardaway Jr.,32,DET,SG,52,52,1471,5.8,14.4,0.406,3.6,9.7,0.374,2.2,4.7,0.472,0.532,2.6,3.2,0.825,0.3,3.6,3.9,2.8,0.8,0.1,1.2,2.2,17.9,116,118,,hardati02
84,Anthony Davis,31,2TM,PF,43,43,1471,13.6,25.8,0.528,1,3.2,0.313,12.6,22.6,0.559,0.548,8.6,10.9,0.786,4.1,13,17.1,4.9,1.8,3.1,3.1,2.7,36.8,121,107,,davisan02
85,Anthony Davis,31,LAL,C,42,42,1440,13.6,25.8,0.528,1,3.2,0.298,12.7,22.6,0.56,0.546,8.6,10.9,0.788,4,12.9,17,4.8,1.8,3.1,3.2,2.8,36.8,120,107,,davisan02
86,Anthony Davis,31,DAL,PF,1,1,31,15.6,28.2,0.556,3.1,3.1,1,12.5,25,0.5,0.611,6.3,9.4,0.667,6.3,18.8,25,11,0,4.7,1.6,0,40.7,140,106,,davisan02
87,Dennis Schröder,31,3TM,PG,51,41,1467,8.4,20.3,0.412,3.3,9.3,0.359,5,11,0.456,0.493,3.6,4.2,0.849,0.5,3.9,4.3,9.1,1.7,0.2,3.8,4.3,23.6,108,116,,schrode01
88,Dennis Schröder,31,BRK,PG,23,23,772,9.5,21,0.452,3.8,9.7,0.387,5.8,11.3,0.509,0.542,4.7,5.2,0.889,0.3,4.1,4.4,9.8,1.7,0.3,3.8,3.6,27.5,116,117,,schrode01
89,Dennis Schröder,31,GSW,SG,24,18,628,7.2,19.4,0.375,2.9,8.9,0.322,4.4,10.5,0.419,0.448,2.2,3,0.744,0.8,3.5,4.3,8.1,1.9,0.2,3.7,5.2,19.6,98,115,,schrode01
90,Dennis Schröder,31,DET,PG,4,0,67,5.8,20.9,0.276,2.9,7.9,0.364,2.9,13,0.222,0.345,4.3,4.3,1,0,3.6,3.6,10.1,0.7,0,3.6,3.6,18.8,95,118,,schrode01
91,Shaedon Sharpe,21,POR,SG,49,31,1460,10.4,23.3,0.446,3.2,10.1,0.318,7.2,13.2,0.543,0.514,3.9,4.9,0.801,1.2,4.9,6.1,4.1,1.3,0.4,3,2.8,27.8,108,118,,sharpsh01
92,Gradey Dick,21,TOR,SG,49,49,1450,8.3,20.2,0.412,3.5,10,0.346,4.8,10.1,0.479,0.498,4.3,4.9,0.878,1.4,4.3,5.7,3,1.5,0.3,2.6,3.7,24.4,107,119,,dickgr01
93,Keyonte George,21,UTA,PG,46,32,1450,8.4,20.8,0.404,4,11.6,0.348,4.3,9.1,0.474,0.501,5,6.3,0.794,0.6,5.1,5.7,9.1,1.1,0.3,4.3,2.8,25.8,110,122,,georgke01
94,Myles Turner,28,IND,C,47,47,1440,8.5,17.9,0.471,3.2,8.2,0.396,5.2,9.8,0.534,0.561,3.6,4.8,0.755,2,8.4,10.4,2.4,1.3,3,3,4.4,23.7,109,113,,turnemy01
95,Jaylen Wells,21,MEM,SG,56,51,1438,7.1,15.9,0.447,3.2,8.8,0.369,3.9,7.1,0.543,0.548,2.7,3.2,0.84,2,3.8,5.7,2.9,1.1,0.2,1.6,3.3,20.2,120,116,,wellsja01
96,P.J. Washington,26,DAL,PF,44,43,1436,7.7,17.5,0.438,2.4,6.4,0.378,5.3,11.1,0.473,0.507,3.7,5,0.75,2.4,9.8,12.2,3.4,1.8,1.6,2.7,3.6,21.5,109,111,,washipj01
97,Yves Missi,20,NOP,C,53,47,1432,6.1,11.3,0.539,0,0,0,6.1,11.3,0.54,0.539,2.9,4.5,0.649,6.2,8.2,14.4,2.4,0.9,2.7,2.2,3.9,15.1,119,118,,missiyv01
98,RJ Barrett,24,TOR,SF,43,43,1431,12,25.2,0.477,2.7,7.6,0.358,9.3,17.5,0.529,0.532,5.1,7.8,0.649,1.4,8,9.4,8.1,1.3,0.4,4.3,3.7,31.8,108,117,,barrerj01
99,Josh Green,24,CHO,SG,50,49,1428,4.8,10.8,0.439,2.5,6.2,0.403,2.2,4.6,0.489,0.556,1.2,1.8,0.706,1.6,3.2,4.8,2.5,1.9,0.4,1.7,4.5,13.3,112,117,,greenjo02
100,Trey Murphy III,24,NOP,SF,40,38,1426,10.1,22,0.461,4.3,11.4,0.379,5.8,10.5,0.55,0.559,5.7,6.4,0.889,1.2,5.9,7,5,1.6,0.9,2.4,3,30.3,121,121,,murphtr02
101,Nickeil Alexander-Walker,26,MIN,SG,57,9,1413,6.4,14.5,0.442,3.5,8.8,0.399,2.9,5.6,0.509,0.564,1.5,2,0.754,1.2,5,6.2,5,1.1,0.6,2.5,3.5,17.8,113,114,,alexani01
102,Taurean Prince,30,MIL,SF,54,47,1412,5.3,11.4,0.46,3.5,7.5,0.466,1.8,4,0.448,0.612,0.9,1,0.833,1,6,7,3.7,1.5,0.2,1.9,3.8,14.8,116,115,,princta02
103,Guerschon Yabusele,29,PHI,C,53,27,1404,7.5,14.6,0.511,2.8,7.1,0.398,4.6,7.5,0.618,0.608,2.5,3.4,0.747,3.6,7,10.6,3.6,1.6,0.8,2.4,4.6,20.3,122,117,,yabusgu01
104,CJ McCollum,33,NOP,PG,42,42,1403,12.1,26.7,0.454,4.5,12,0.379,7.6,14.7,0.514,0.539,3.6,5,0.717,1,4.5,5.5,5.4,1.1,0.8,2.6,3.4,32.3,112,123,,mccolcj01
105,Andrew Wiggins,29,2TM,SF,46,46,1403,9.6,21.8,0.439,3.4,9.2,0.371,6.2,12.6,0.489,0.517,5.2,6.7,0.778,2.5,4.9,7.4,3.8,1.5,1.2,2.1,2.6,27.8,115,114,,wiggian01
106,Andrew Wiggins,29,GSW,SF,43,43,1296,9.8,22,0.444,3.5,9.3,0.379,6.2,12.7,0.491,0.524,5.2,6.7,0.777,2.5,4.9,7.4,3.8,1.5,1.2,2.1,2.6,28.2,116,114,,wiggian01
107,Andrew Wiggins,29,MIA,SF,3,3,107,7.4,20,0.372,2.3,8.8,0.263,5.1,11.2,0.458,0.43,5.6,7,0.8,2.8,5.1,7.9,4.2,1.9,0.9,2.8,2.8,22.8,103,114,,wiggian01
108,Max Christie,21,2TM,SG,53,27,1393,5.9,12.9,0.46,2.7,7,0.387,3.2,5.9,0.548,0.565,3.3,3.9,0.848,1.1,4.5,5.5,3.1,1.5,0.9,1.9,3,17.9,118,116,,chrisma02
109,Max Christie,21,LAL,SG,46,25,1154,5.4,12.2,0.444,2.5,6.9,0.368,2.9,5.3,0.544,0.549,3.1,3.7,0.851,1.1,4.2,5.2,2.8,1.5,0.9,1.7,3.1,16.6,116,116,,chrisma02
110,Max Christie,21,DAL,SG,7,2,239,8.3,16,0.519,3.5,7.3,0.472,4.9,8.7,0.558,0.627,4.3,5.1,0.84,1.2,5.9,7.1,4.7,1.6,0.8,2.8,2.4,24.4,125,115,,chrisma02
111,Spencer Dinwiddie,31,DAL,PG,55,19,1390,6.3,15.3,0.413,2.6,7.7,0.341,3.7,7.6,0.486,0.499,4.5,5.4,0.838,0.4,4.2,4.6,7.2,1.6,0.4,2.3,2.9,19.8,118,117,,dinwisp01
112,Jakob Poeltl,29,TOR,C,45,44,1389,9.8,16,0.61,0,0.1,0,9.8,15.9,0.613,0.61,2.7,4.1,0.658,5.4,10.4,15.8,4.5,1.8,2,3,5.2,22.2,121,112,,poeltja01
113,Jerami Grant,30,POR,PF,43,43,1389,6.9,18.3,0.375,3.4,9.2,0.366,3.5,9.1,0.383,0.467,4.4,5.2,0.845,0.9,4.2,5.1,3.4,1.3,1.5,2.1,3.6,21.5,108,118,,grantje01
114,Ochai Agbaji,24,TOR,SG,50,37,1382,7.2,14.2,0.506,2.6,6.8,0.389,4.6,7.4,0.613,0.599,1,1.5,0.667,1.5,5,6.5,2.8,1.5,1,1.4,3.3,18,119,118,,agbajoc01
