Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,MPG,Primary_Position,3PAr,FTr,TS%,AST/TOV,AST_Ratio,PPS,STL+BLK,ORB_Rate
149,Jalen McDaniels,25,2TM,SF,80,24,1913,7.1,15.5,0.455,1.9,5.8,0.332,5.1,9.7,0.53,0.518,2.9,3.5,0.841,1.6,7.1,8.7,3.3,2.1,0.9,2.3,5.2,18.9,108,114,,mcdanja01,23.912,Forward,0.374,0.226,0.555,1.435,0.146,1.109,3.0,0.184
150,Jalen McDaniels,25,CHO,SF,56,21,1494,7.0,15.7,0.447,2.1,6.4,0.322,5.0,9.3,0.534,0.513,2.8,3.3,0.846,1.4,7.2,8.6,3.5,2.1,0.9,2.5,5.0,19.0,106,114,,mcdanja01,26.679,Forward,0.408,0.21,0.554,1.4,0.151,1.108,3.0,0.163
151,Jalen McDaniels,25,PHI,SF,24,3,419,7.1,14.5,0.488,1.4,3.5,0.4,5.7,11.0,0.516,0.537,3.3,4.0,0.824,2.2,6.7,9.0,2.2,2.0,0.6,1.5,6.0,18.9,117,113,,mcdanja01,17.458,Forward,0.241,0.276,0.581,1.467,0.11,1.162,2.6,0.247
152,Jakob Poeltl,27,2TM,C,72,71,1906,9.8,15.6,0.629,0.0,0.0,0.0,9.8,15.5,0.63,0.629,3.0,5.1,0.592,5.9,10.5,16.5,5.0,1.7,2.2,3.1,4.9,22.6,123,114,,poeltja01,26.472,Center,0.0,0.327,0.633,1.613,0.193,1.267,3.9000000000000004,0.36
153,Jakob Poeltl,27,SAS,C,46,46,1199,9.4,15.3,0.616,0.0,0.0,0.0,9.4,15.2,0.618,0.616,3.1,5.1,0.605,6.0,10.4,16.4,5.6,1.4,2.0,3.8,4.6,21.9,119,116,,poeltja01,26.065,Center,0.0,0.333,0.624,1.474,0.208,1.248,3.4,0.366
154,Jakob Poeltl,27,TOR,C,26,25,707,10.5,16.1,0.652,0.0,0.0,,10.5,16.1,0.652,0.652,2.9,5.0,0.569,5.9,10.7,16.6,3.9,2.1,2.4,2.0,5.4,23.8,132,110,,poeltja01,27.192,Center,0.0,0.311,0.65,1.95,0.161,1.301,4.5,0.355
155,Anthony Davis,29,LAL,C,56,54,1904,13.5,23.9,0.563,0.5,1.8,0.257,13.0,22.1,0.589,0.573,8.7,11.0,0.784,4.9,12.6,17.5,3.7,1.5,2.8,3.0,3.6,36.1,124,108,,davisan02,34.0,Center,0.075,0.46,0.628,1.233,0.104,1.256,4.3,0.28
156,Donte DiVincenzo,26,GSW,SG,72,36,1894,5.9,13.5,0.435,3.7,9.4,0.397,2.1,4.0,0.525,0.574,1.4,1.8,0.817,2.0,6.1,8.1,6.3,2.4,0.2,2.8,3.3,16.9,117,113,,divindo01,26.306,Guard,0.696,0.133,0.591,2.25,0.269,1.182,2.6,0.247
157,Bojan Bogdanović,33,DET,PF,59,59,1893,11.0,22.6,0.488,3.7,9.0,0.411,7.3,13.5,0.539,0.57,6.9,7.8,0.884,0.9,4.8,5.7,3.9,0.9,0.2,3.5,2.9,32.6,118,122,,bogdabo02,32.085,Forward,0.398,0.345,0.626,1.114,0.117,1.252,1.1,0.158
158,Chris Paul,37,PHO,PG,59,59,1889,7.6,17.3,0.44,2.5,6.8,0.375,5.1,10.5,0.482,0.513,3.4,4.1,0.831,0.7,5.8,6.5,13.6,2.4,0.6,2.9,3.3,21.2,122,112,,paulch01,32.017,Guard,0.393,0.237,0.555,4.69,0.382,1.11,3.0,0.108
159,Tyrese Haliburton,22,IND,PG,56,56,1883,10.4,21.2,0.49,4.1,10.1,0.4,6.3,11.1,0.572,0.586,4.4,5.1,0.871,0.8,4.3,5.2,14.7,2.3,0.6,3.6,1.7,29.2,129,118,AS,halibty01,33.625,Guard,0.476,0.241,0.623,4.083,0.352,1.246,2.9,0.157
160,Jarred Vanderbilt,23,2TM,PF,78,65,1879,6.3,11.4,0.548,0.7,2.3,0.322,5.5,9.2,0.604,0.58,2.4,3.5,0.691,4.3,10.4,14.8,4.7,2.1,0.5,2.5,4.8,15.7,123,112,,vandeja01,24.09,Forward,0.202,0.307,0.607,1.88,0.233,1.213,2.6,0.293
161,Jarred Vanderbilt,23,UTA,PF,52,41,1254,6.6,11.8,0.556,0.7,2.2,0.333,5.9,9.7,0.606,0.587,2.6,3.9,0.657,4.6,11.0,15.6,5.4,2.0,0.6,2.6,5.1,16.5,124,113,,vandeja01,24.115,Forward,0.186,0.331,0.61,2.077,0.251,1.221,2.6,0.295
162,Jarred Vanderbilt,23,LAL,PF,26,24,625,5.6,10.6,0.529,0.8,2.5,0.303,4.9,8.1,0.598,0.564,2.2,2.8,0.784,3.7,9.4,13.1,3.2,2.3,0.5,2.2,4.3,14.2,119,111,,vandeja01,24.038,Forward,0.236,0.264,0.6,1.455,0.186,1.2,2.8,0.282
163,Terance Mann,26,LAC,SG,81,36,1872,7.1,13.7,0.519,2.0,5.2,0.389,5.1,8.5,0.598,0.593,2.4,3.1,0.78,2.0,5.2,7.2,4.8,1.1,0.6,2.1,3.9,18.7,123,117,,mannte01,23.111,Guard,0.38,0.226,0.621,2.286,0.219,1.241,1.7000000000000002,0.278
164,Troy Brown Jr.,23,LAL,SF,76,45,1860,5.1,11.8,0.43,2.7,7.2,0.381,2.4,4.7,0.505,0.545,0.9,1.0,0.872,1.6,6.3,7.8,2.4,1.5,0.4,1.2,3.1,13.8,113,115,,browntr01,24.474,Forward,0.61,0.085,0.564,2.0,0.152,1.127,1.9,0.203
165,Onyeka Okongwu,22,ATL,C,80,18,1849,8.2,12.8,0.638,0.1,0.3,0.308,8.1,12.5,0.647,0.642,3.9,5.1,0.781,5.6,9.3,14.9,2.1,1.4,2.8,2.1,6.5,20.4,134,112,,okongon01,23.112,Center,0.023,0.398,0.678,1.0,0.109,1.356,4.199999999999999,0.376
166,Austin Reaves,24,LAL,SG,64,22,1843,6.7,12.6,0.529,2.2,5.6,0.398,4.4,7.0,0.631,0.616,5.9,6.8,0.864,0.8,4.1,5.0,5.5,0.8,0.5,2.5,2.8,21.4,129,117,6MOY-7,reaveau01,28.797,Guard,0.444,0.54,0.686,2.2,0.233,1.372,1.3,0.163
167,Desmond Bane,24,MEM,SG,58,58,1841,11.6,24.2,0.479,4.3,10.5,0.408,7.3,13.7,0.534,0.568,4.7,5.3,0.883,1.1,6.4,7.5,6.6,1.4,0.6,3.3,3.9,32.2,119,113,,banede01,31.741,Guard,0.434,0.219,0.607,2.0,0.181,1.214,2.0,0.147
168,Devin Booker,26,PHO,SG,53,53,1835,14.0,28.4,0.494,3.0,8.4,0.351,11.1,20.0,0.554,0.546,8.1,9.5,0.855,1.2,5.2,6.4,7.8,1.4,0.5,3.9,4.2,39.2,119,115,,bookede01,34.623,Guard,0.296,0.335,0.602,2.0,0.176,1.203,1.9,0.187
169,Marcus Morris,33,LAC,PF,65,65,1825,7.4,17.3,0.426,3.0,8.3,0.364,4.3,9.0,0.484,0.513,1.8,2.3,0.782,0.8,6.1,6.9,3.1,1.1,0.6,1.5,3.7,19.5,108,116,,morrima03,28.077,Forward,0.48,0.133,0.532,2.067,0.135,1.065,1.7000000000000002,0.116
170,Myles Turner,26,IND,C,62,62,1825,10.5,19.1,0.548,2.4,6.5,0.373,8.0,12.6,0.638,0.612,5.6,7.2,0.783,2.3,9.8,12.1,2.3,0.9,3.6,2.7,5.6,29.0,121,114,,turnemy01,29.435,Center,0.34,0.377,0.651,0.852,0.084,1.302,4.5,0.19
171,Bobby Portis,27,MIL,PF,70,22,1818,10.5,21.1,0.496,2.5,6.8,0.37,8.0,14.3,0.555,0.555,2.5,3.3,0.768,4.0,13.6,17.6,2.8,0.8,0.4,2.1,3.0,25.9,117,110,6MOY-3,portibo01,25.971,Forward,0.322,0.156,0.574,1.333,0.102,1.148,1.2000000000000002,0.227
172,Aaron Nesmith,23,IND,SF,73,60,1816,6.6,15.4,0.427,3.0,8.2,0.366,3.6,7.2,0.496,0.525,3.1,3.7,0.838,1.6,5.6,7.2,2.6,1.4,0.9,2.0,6.1,19.3,111,119,,nesmiaa01,24.877,Forward,0.532,0.24,0.567,1.3,0.12,1.133,2.3,0.222
173,Patrick Beverley,34,2TM,PG,67,67,1816,3.8,9.5,0.4,2.1,6.3,0.335,1.7,3.2,0.529,0.511,1.2,1.7,0.723,1.2,5.3,6.5,5.1,1.7,1.1,1.6,4.9,10.9,113,113,,beverpa01,27.104,Guard,0.663,0.179,0.532,3.187,0.301,1.064,2.8,0.185
174,Patrick Beverley,34,LAL,SG,45,45,1211,3.8,9.4,0.402,2.2,6.2,0.348,1.6,3.2,0.506,0.517,1.5,2.0,0.78,0.9,4.5,5.5,4.6,1.6,1.0,1.6,4.9,11.3,112,115,,beverpa01,26.911,Guard,0.66,0.213,0.55,2.875,0.279,1.099,2.6,0.167
175,Patrick Beverley,34,CHI,PG,22,22,605,3.8,9.6,0.395,2.0,6.5,0.309,1.8,3.1,0.579,0.5,0.6,1.2,0.533,1.6,7.0,8.6,6.1,1.9,1.3,1.4,5.1,10.2,114,111,,beverpa01,27.5,Guard,0.677,0.125,0.504,4.357,0.346,1.007,3.2,0.186
176,Jevon Carter,27,MIL,PG,81,39,1810,6.3,14.9,0.423,3.7,8.9,0.421,2.6,6.0,0.425,0.549,0.8,1.0,0.816,0.9,4.4,5.3,5.2,1.7,0.8,2.1,4.2,17.2,113,113,,carteje01,22.346,Guard,0.597,0.067,0.561,2.476,0.23,1.121,2.5,0.17
177,Michael Porter Jr.,24,DEN,SF,62,62,1798,10.8,22.2,0.487,5.1,12.4,0.414,5.7,9.9,0.579,0.602,2.6,3.3,0.8,1.7,7.5,9.3,1.8,1.0,0.8,1.8,3.2,29.4,118,115,,portemi01,29.0,Forward,0.559,0.149,0.622,1.0,0.066,1.243,1.8,0.185
178,Naji Marshall,25,NOP,SF,77,21,1792,6.7,15.4,0.433,1.8,5.9,0.303,4.9,9.5,0.513,0.49,3.7,4.7,0.789,1.3,6.2,7.5,5.1,1.5,0.4,2.6,3.1,18.9,109,114,,marshna01,23.273,Forward,0.383,0.305,0.541,1.962,0.203,1.082,1.9,0.173
179,Jaren Jackson Jr.,23,MEM,C,63,63,1787,11.1,21.8,0.506,2.7,7.5,0.355,8.4,14.3,0.585,0.567,6.4,8.1,0.788,2.9,8.5,11.3,1.6,1.7,5.0,2.8,6.0,31.2,118,105,DPOY-1AS,jacksja02,28.365,Center,0.344,0.372,0.615,0.571,0.054,1.23,6.7,0.254
180,Shaedon Sharpe,19,POR,SG,80,15,1779,8.4,17.7,0.472,2.8,7.7,0.36,5.6,10.0,0.559,0.551,2.1,2.9,0.714,1.7,4.7,6.5,2.6,1.0,0.7,2.3,3.7,21.6,109,121,,sharpsh01,22.238,Guard,0.435,0.164,0.569,1.13,0.109,1.138,1.7,0.266
181,Markelle Fultz,24,ORL,PG,60,60,1778,9.5,18.5,0.514,0.7,2.4,0.31,8.8,16.1,0.544,0.534,3.0,3.9,0.783,1.9,4.5,6.4,9.3,2.4,0.7,3.8,3.6,22.8,113,114,,fultzma01,29.633,Guard,0.13,0.211,0.564,2.447,0.279,1.128,3.0999999999999996,0.297
182,Tari Eason,21,HOU,PF,82,5,1767,8.1,18.1,0.448,1.6,4.7,0.343,6.5,13.4,0.486,0.493,3.0,4.0,0.752,5.3,8.3,13.6,2.4,2.6,1.3,2.8,5.2,20.9,110,115,,easonta01,21.549,Forward,0.26,0.221,0.526,0.857,0.096,1.052,3.9000000000000004,0.39
183,Gabe Vincent,26,MIA,PG,68,34,1759,6.5,16.1,0.402,3.3,9.9,0.334,3.1,6.2,0.512,0.505,1.9,2.2,0.872,0.8,3.3,4.1,4.7,1.8,0.1,2.6,4.4,18.2,104,115,,vincega01,25.868,Guard,0.615,0.137,0.533,1.808,0.193,1.066,1.9000000000000001,0.195
184,Kawhi Leonard,31,LAC,SF,52,50,1748,12.5,24.4,0.512,2.9,7.0,0.416,9.6,17.4,0.551,0.572,6.8,7.8,0.871,1.6,7.9,9.5,5.7,2.0,0.8,2.5,2.4,34.7,125,113,,leonaka01,33.615,Forward,0.287,0.32,0.623,2.28,0.158,1.247,2.8,0.168
185,Malcolm Brogdon,30,BOS,PG,67,0,1744,9.9,20.5,0.484,3.7,8.3,0.444,6.2,12.2,0.51,0.574,4.5,5.1,0.87,1.2,6.7,7.8,6.9,1.3,0.5,2.7,3.0,28.0,122,113,6MOY-1,brogdma01,26.03,Guard,0.405,0.249,0.616,2.556,0.213,1.231,1.8,0.152
186,Christian Wood,27,DAL,C,67,17,1738,11.3,22.0,0.515,3.0,8.0,0.376,8.3,14.0,0.594,0.583,6.2,8.0,0.772,2.5,11.6,14.0,3.5,0.9,2.1,3.5,4.8,31.9,116,113,6MOY-9,woodch01,25.94,Center,0.364,0.364,0.625,1.0,0.108,1.25,3.0,0.177
187,Coby White,22,CHI,SG,74,2,1730,7.4,16.7,0.443,3.6,9.7,0.372,3.8,7.0,0.54,0.551,1.7,2.0,0.871,0.5,5.5,6.0,5.7,1.5,0.2,2.1,3.4,20.1,113,114,,whiteco01,23.378,Guard,0.581,0.12,0.572,2.714,0.225,1.143,1.7,0.083
188,Clint Capela,28,ATL,C,65,63,1730,9.6,14.8,0.653,0.0,0.0,0.0,9.6,14.7,0.654,0.653,2.2,3.6,0.603,7.1,12.6,19.8,1.6,1.2,2.2,1.5,3.8,21.5,136,112,,capelca01,26.615,Center,0.0,0.243,0.656,1.067,0.082,1.312,3.4000000000000004,0.36
189,Malik Monk,24,SAC,SG,77,0,1719,9.9,22.2,0.448,4.0,11.1,0.359,6.0,11.1,0.538,0.538,5.1,5.8,0.889,0.9,4.8,5.7,8.3,1.4,0.6,4.1,3.5,29.0,114,118,6MOY-5,monkma01,22.325,Guard,0.5,0.261,0.586,2.024,0.223,1.172,2.0,0.158
190,Kyle Lowry,36,MIA,PG,55,44,1718,5.7,14.1,0.404,3.1,9.0,0.345,2.6,5.1,0.509,0.514,3.4,3.9,0.859,1.2,5.3,6.5,8.2,1.7,0.6,3.0,4.2,17.8,114,114,,lowryky01,31.236,Guard,0.638,0.277,0.563,2.733,0.304,1.125,2.3,0.185
191,Nicolas Batum,34,LAC,PF,78,19,1709,4.6,10.9,0.42,3.6,9.1,0.391,1.0,1.8,0.563,0.583,1.0,1.4,0.708,1.8,6.8,8.6,3.5,1.5,1.3,1.4,4.3,13.7,120,114,,batumni01,21.91,Forward,0.835,0.128,0.595,2.5,0.213,1.19,2.8,0.209
192,Walker Kessler,21,UTA,C,74,40,1703,8.4,11.6,0.72,0.0,0.1,0.333,8.3,11.5,0.723,0.721,2.3,4.5,0.516,6.5,10.9,17.4,1.9,0.7,4.9,1.6,4.7,19.0,140,111,ROY-3,kesslwa01,23.014,Center,0.009,0.388,0.7,1.187,0.111,1.399,5.6000000000000005,0.374
193,Monte Morris,27,WAS,PG,62,61,1695,7.1,14.8,0.48,2.2,5.9,0.382,4.9,8.9,0.543,0.555,1.8,2.2,0.831,0.7,5.3,6.0,9.4,1.2,0.4,1.7,2.2,18.3,125,118,,morrimo01,27.339,Guard,0.399,0.149,0.58,5.529,0.35,1.161,1.6,0.117
194,Wendell Carter Jr.,23,ORL,C,57,54,1690,9.2,17.5,0.525,2.3,6.4,0.356,6.9,11.1,0.624,0.591,4.1,5.6,0.738,3.4,10.8,14.2,3.8,0.9,0.9,3.0,4.5,24.8,119,113,,cartewe01,29.649,Center,0.366,0.32,0.621,1.267,0.142,1.242,1.8,0.239
195,Santi Aldama,22,MEM,PF,77,20,1682,7.0,14.8,0.47,2.7,7.5,0.353,4.3,7.3,0.591,0.56,3.0,4.1,0.75,2.4,8.1,10.5,2.7,1.3,1.4,1.7,4.0,19.7,120,111,,aldamsa01,21.844,Forward,0.507,0.277,0.593,1.588,0.129,1.186,2.7,0.229
196,Bradley Beal,29,WAS,SG,50,50,1673,12.9,25.6,0.506,2.3,6.4,0.365,10.6,19.2,0.552,0.551,5.6,6.6,0.842,1.2,4.5,5.7,7.9,1.3,1.0,4.2,3.1,33.8,114,117,,bealbr01,33.46,Guard,0.25,0.258,0.593,1.881,0.195,1.186,2.3,0.211
197,Kevin Durant,34,2TM,PF,47,47,1672,14.1,25.2,0.56,2.7,6.7,0.404,11.4,18.5,0.617,0.614,9.0,9.8,0.919,0.5,8.6,9.1,6.9,1.0,2.0,4.6,2.9,39.9,123,113,AS,duranke01,35.574,Forward,0.266,0.389,0.676,1.5,0.168,1.352,3.0,0.055
198,Kevin Durant,34,BRK,PF,39,39,1403,14.3,25.5,0.559,2.5,6.6,0.376,11.8,19.0,0.622,0.607,9.3,10.0,0.934,0.5,8.6,9.1,7.2,1.1,2.0,4.7,3.2,40.3,122,113,,duranke01,35.974,Forward,0.259,0.392,0.674,1.532,0.172,1.348,3.1,0.055
199,Kevin Durant,34,PHO,PF,8,8,269,13.3,23.3,0.57,4.0,7.4,0.537,9.3,15.8,0.586,0.656,7.3,8.7,0.833,0.5,8.7,9.3,5.1,0.4,1.8,3.6,1.3,37.8,127,114,,duranke01,33.625,Forward,0.318,0.373,0.697,1.417,0.142,1.393,2.2,0.054
200,Jalen Duren,19,DET,C,67,31,1670,7.5,11.6,0.648,0.0,0.1,0.0,7.5,11.5,0.652,0.648,2.8,4.6,0.611,6.6,10.6,17.3,2.2,1.3,1.7,2.7,5.3,17.8,126,116,,durenja01,24.925,Center,0.009,0.397,0.653,0.815,0.119,1.307,3.0,0.384
201,Reggie Jackson,32,2TM,PG,68,40,1657,7.8,18.9,0.411,2.8,8.5,0.333,4.9,10.4,0.474,0.486,2.1,2.3,0.91,0.7,3.5,4.3,6.9,1.4,0.2,3.4,3.4,20.5,103,118,,jacksre01,24.368,Guard,0.45,0.122,0.515,2.029,0.228,1.03,1.5999999999999999,0.167
202,Reggie Jackson,32,LAC,PG,52,38,1338,7.8,18.7,0.418,2.8,8.1,0.35,5.0,10.7,0.469,0.493,2.2,2.4,0.924,0.8,3.4,4.2,6.7,1.4,0.2,3.5,3.4,20.7,103,118,,jacksre01,25.731,Guard,0.433,0.128,0.524,1.914,0.224,1.048,1.5999999999999999,0.19
203,Reggie Jackson,32,DEN,PG,16,2,319,7.5,19.6,0.383,2.9,10.4,0.279,4.6,9.2,0.5,0.457,1.5,1.8,0.833,0.5,3.8,4.3,7.7,1.4,0.2,2.9,3.4,19.5,101,117,,jacksre01,19.938,Guard,0.531,0.092,0.478,2.655,0.248,0.956,1.5999999999999999,0.116
204,Isaac Okoro,22,CLE,SF,76,46,1652,5.3,10.7,0.494,1.9,5.2,0.363,3.4,5.6,0.617,0.582,2.4,3.1,0.757,1.6,4.1,5.7,2.6,1.7,0.9,1.3,4.8,14.9,123,112,,okorois01,21.737,Forward,0.486,0.29,0.618,2.0,0.163,1.235,2.6,0.281
205,Isaiah Hartenstein,24,NYK,C,82,8,1626,5.3,9.9,0.535,0.2,1.1,0.216,5.1,8.8,0.576,0.547,1.5,2.2,0.676,6.4,9.9,16.3,3.1,1.6,1.9,2.0,6.5,12.3,124,111,,harteis01,19.829,Center,0.111,0.222,0.566,1.55,0.194,1.132,3.5,0.393
206,Daniel Gafford,24,WAS,C,78,47,1604,8.8,12.0,0.732,0.0,0.0,,8.8,12.0,0.732,0.732,3.9,5.7,0.679,4.9,8.2,13.1,2.6,1.0,3.0,2.6,5.7,21.4,135,113,,gaffoda01,20.564,Center,0.0,0.475,0.738,1.0,0.132,1.475,4.0,0.374
207,Mitchell Robinson,24,NYK,C,59,58,1591,5.8,8.7,0.671,0.0,0.0,,5.8,8.7,0.671,0.671,1.8,3.8,0.484,8.3,8.9,17.2,1.6,1.7,3.4,1.3,5.0,13.5,142,110,,robinmi01,26.966,Center,0.0,0.437,0.651,1.231,0.121,1.302,5.1,0.483
208,Drew Eubanks,25,POR,C,78,28,1584,6.6,10.3,0.641,0.2,0.6,0.389,6.4,9.7,0.655,0.651,2.6,3.8,0.664,4.1,8.8,12.9,3.2,1.2,3.1,2.1,5.2,15.9,130,115,,eubandr01,20.308,Center,0.058,0.369,0.664,1.524,0.185,1.328,4.3,0.318
209,Gordon Hayward,32,CHO,SF,50,50,1577,8.3,17.5,0.475,1.6,4.8,0.325,6.8,12.7,0.532,0.52,3.9,4.8,0.811,1.0,5.5,6.5,6.2,1.3,0.4,3.0,2.1,22.1,110,118,,haywago01,31.54,Forward,0.274,0.274,0.563,2.067,0.215,1.127,1.7000000000000002,0.154
210,Alex Caruso,28,CHI,PG,67,36,1575,4.0,8.8,0.455,1.7,4.7,0.364,2.3,4.2,0.556,0.551,1.8,2.3,0.808,1.3,4.8,6.1,6.0,3.0,1.4,2.4,4.9,11.6,115,109,DPOY-11,carusal01,23.507,Guard,0.534,0.261,0.591,2.5,0.329,1.182,4.4,0.213
211,Shake Milton,26,PHI,SG,76,11,1567,7.6,15.9,0.479,1.8,4.7,0.378,5.8,11.2,0.521,0.535,3.1,3.7,0.853,1.2,4.8,6.0,7.6,0.8,0.4,3.0,3.9,20.1,115,117,,miltosh01,20.618,Guard,0.296,0.233,0.573,2.533,0.27,1.147,1.2000000000000002,0.2
212,Norman Powell,29,LAC,SG,60,8,1567,10.6,22.2,0.479,3.6,9.0,0.397,7.1,13.2,0.534,0.559,7.0,8.7,0.812,0.8,4.7,5.5,3.4,1.6,0.6,3.2,3.9,31.9,115,116,6MOY-4,powelno01,26.117,Guard,0.405,0.392,0.613,1.062,0.104,1.226,2.2,0.145
213,Cole Anthony,22,ORL,PG,60,4,1552,8.6,19.0,0.454,2.3,6.4,0.364,6.3,12.6,0.5,0.516,4.7,5.3,0.894,1.5,7.5,9.0,7.3,1.2,1.0,2.8,4.9,24.3,117,115,,anthoco01,25.867,Guard,0.337,0.279,0.57,2.607,0.232,1.139,2.2,0.167
214,Malaki Branham,19,SAS,SG,66,32,1550,8.2,18.6,0.44,2.3,7.8,0.302,5.9,10.8,0.539,0.503,1.8,2.1,0.829,0.9,4.7,5.5,3.9,1.0,0.2,2.3,3.5,20.5,103,123,,branhma01,23.485,Guard,0.419,0.113,0.525,1.696,0.152,1.05,1.2,0.161
215,Cedi Osman,27,CLE,SF,77,2,1548,7.7,17.2,0.451,3.8,10.1,0.372,4.0,7.1,0.564,0.56,2.4,3.5,0.694,0.8,4.9,5.7,3.7,1.1,0.4,1.7,4.0,21.7,115,113,,osmande01,20.104,Forward,0.587,0.203,0.579,2.176,0.153,1.158,1.5,0.14
216,Kelly Oubre Jr.,27,CHO,SF,48,40,1548,10.9,25.2,0.431,3.3,10.4,0.319,7.5,14.8,0.51,0.497,4.9,6.4,0.76,2.0,5.7,7.7,1.7,2.1,0.6,2.0,4.3,29.9,106,115,,oubreke01,32.25,Forward,0.413,0.254,0.534,0.85,0.054,1.067,2.7,0.26
217,Josh Green,22,DAL,SG,60,21,1539,6.6,12.3,0.537,2.2,5.5,0.402,4.4,6.9,0.643,0.626,2.2,3.0,0.723,1.8,4.1,5.9,3.3,1.4,0.2,2.3,5.0,17.6,119,119,,greenjo02,25.65,Guard,0.447,0.244,0.646,1.435,0.172,1.292,1.5999999999999999,0.305
218,Brandon Ingram,25,NOP,SF,45,45,1538,12.7,26.3,0.484,2.0,5.2,0.39,10.7,21.1,0.507,0.522,7.6,8.6,0.882,0.7,7.0,7.8,8.3,1.0,0.6,4.7,3.7,35.0,112,114,,ingrabr01,34.178,Forward,0.198,0.327,0.582,1.766,0.193,1.163,1.6,0.091
219,Josh Richardson,29,2TM,SG,65,10,1530,7.4,17.3,0.431,3.3,9.1,0.365,4.1,8.1,0.506,0.528,2.1,2.5,0.852,1.3,4.2,5.5,5.4,2.1,0.6,2.7,3.6,20.4,110,118,,richajo01,23.538,Guard,0.526,0.145,0.554,2.0,0.204,1.109,2.7,0.236
220,Josh Richardson,29,SAS,SG,42,6,997,8.4,19.2,0.436,3.5,9.8,0.357,4.9,9.4,0.518,0.527,2.5,2.8,0.883,1.4,4.2,5.6,6.5,1.9,0.5,3.0,3.3,22.8,111,120,,richajo01,23.738,Guard,0.51,0.146,0.558,2.167,0.217,1.116,2.4,0.25
221,Josh Richardson,29,NOP,SG,23,4,533,5.6,13.5,0.419,3.0,7.8,0.384,2.6,5.6,0.468,0.53,1.5,1.9,0.762,1.0,4.1,5.1,3.4,2.6,0.8,2.1,4.3,15.7,107,112,,richajo01,23.174,Guard,0.578,0.141,0.548,1.619,0.171,1.095,3.4000000000000004,0.196
222,Joe Harris,31,BRK,SF,74,33,1527,6.4,14.1,0.457,4.5,10.6,0.426,1.9,3.4,0.551,0.618,0.6,0.9,0.643,0.7,4.5,5.2,3.2,1.1,0.4,1.3,4.5,18.0,119,117,,harrijo01,20.635,Forward,0.752,0.064,0.621,2.462,0.168,1.242,1.5,0.135
223,T.J. McConnell,30,IND,PG,75,6,1526,8.8,16.2,0.543,0.8,1.8,0.441,8.0,14.4,0.556,0.568,1.8,2.1,0.853,1.4,5.9,7.3,12.4,2.5,0.3,4.4,3.3,20.2,116,117,,mccontj01,20.347,Guard,0.111,0.13,0.59,2.818,0.366,1.18,2.8,0.192
224,Chris Boucher,30,TOR,PF,76,0,1523,8.5,17.2,0.493,2.0,6.1,0.328,6.5,11.0,0.585,0.552,4.2,5.5,0.762,5.1,8.6,13.7,0.9,1.5,2.1,1.3,4.6,23.1,125,112,,bouchch01,20.039,Forward,0.355,0.32,0.589,0.692,0.041,1.177,3.6,0.372
225,Georges Niang,29,PHI,PF,78,1,1512,7.3,16.4,0.442,5.0,12.6,0.401,2.2,3.9,0.576,0.596,1.3,1.5,0.867,0.6,5.4,6.1,2.5,1.0,0.5,1.8,4.8,20.9,114,116,,niangge01,19.385,Forward,0.768,0.091,0.613,1.389,0.117,1.225,1.5,0.1
226,Bogdan Bogdanović,30,ATL,SG,54,9,1508,8.6,19.3,0.447,4.6,11.4,0.406,4.0,7.9,0.506,0.566,2.0,2.4,0.831,0.7,4.5,5.2,4.7,1.4,0.6,2.1,2.7,23.9,117,118,,bogdabo01,27.926,Guard,0.591,0.124,0.587,2.238,0.173,1.174,2.0,0.135
227,Damion Lee,30,PHO,SG,74,5,1506,6.5,14.7,0.442,3.6,8.0,0.445,2.9,6.7,0.439,0.564,3.1,3.4,0.904,1.3,6.0,7.3,3.2,1.0,0.2,2.5,3.8,19.6,114,116,,leeda03,20.351,Guard,0.544,0.231,0.605,1.28,0.146,1.21,1.2,0.178
228,Bol Bol,23,ORL,PF,70,33,1505,8.4,15.4,0.546,1.0,3.6,0.265,7.4,11.7,0.633,0.577,2.6,3.5,0.759,2.2,10.8,13.0,2.2,1.0,2.7,3.6,3.0,20.4,106,111,,bolbo01,21.5,Forward,0.234,0.227,0.602,0.611,0.097,1.204,3.7,0.169
229,John Konchar,26,MEM,SF,72,23,1494,4.4,10.2,0.431,1.9,5.6,0.339,2.5,4.5,0.545,0.525,0.9,1.1,0.778,2.0,7.8,9.9,3.2,2.4,0.8,1.2,3.6,11.6,117,109,,konchjo01,20.75,Forward,0.549,0.108,0.543,2.667,0.212,1.086,3.2,0.204
230,Rui Hachimura,24,2TM,PF,63,9,1466,9.3,19.1,0.486,1.7,5.2,0.319,7.6,13.9,0.55,0.53,2.9,3.9,0.739,1.7,7.5,9.3,1.9,0.6,0.9,1.7,2.4,23.2,109,116,,hachiru01,23.27,Forward,0.272,0.204,0.557,1.118,0.078,1.115,1.5,0.185
